,assoc,values
0,they buy,"umb bank n mo increased stake hp inc. nyse hpq 3,424.2 second quarter according recent 13f filing securities exchange commission ."
1,they buy,"institutional investor owned 480,319 shares computer maker stock purchasing additional 466,690 shares period ."
2,they buy,"umb bank n mo holdings hp worth 10,899,000 recent filing securities exchange commission ."
3,they buy,hedge funds also recently added reduced stakes company .
4,they buy,"bedel financial consulting inc. acquired new position shares hp 1st quarter valued 105,000 ."
5,they buy,"rockefeller capital management l.p. acquired new position hp first quarter valued 106,000 ."
6,they buy,"institutional family asset management llc acquired new position hp first quarter valued 118,000 ."
7,they buy,"highlander capital management llc acquired new position hp first quarter valued 184,000 ."
8,they buy,"finally private capital group llc lifted position hp 4,058.4 first quarter ."
9,they buy,"private capital group llc owns 8,400 shares computer maker stock valued 185,000 buying additional 8,198 shares last quarter ."
10,they buy,institutional investors 79.80 company stock .
11,they sell,"news insider marie myers sold 8,470 shares firm stock transaction friday june 29th ."
12,they sell,"stock sold average price 22.85 total value 193,539.50 ."
13,they buy,"following completion transaction insider owns 8,470 shares company valued 193,539.50 ."
14,they buy,sale disclosed document filed sec available link .
15,they sell,"also insider tracy s. keogh sold 117,275 shares firm stock transaction monday june 11th ."
16,they sell,"shares sold average price 24.00 total value 2,814,600.00 ."
17,they buy,"following completion transaction insider owns 243,526 shares company stock valued approximately 5,844,624 ."
18,they buy,disclosure sale found .
19,they sell,"last three months insiders sold 243,021 shares company stock valued 5,705,488 ."
20,they buy,0.25 stock owned corporate insiders .
21,they buy,shares hpq stock traded 0.08 trading hours thursday hitting 24.11 .
22,they buy,"stock trading volume 79,854 shares compared average volume 8,843,379. company market capitalization 38.64 billion p/e ratio 14.68 peg ratio 1.84 beta 1.66. hp inc. twelve month low 18.36 twelve month high 24.75 ."
23,they buy,company current ratio 0.84 quick ratio 0.60 debt-to-equity ratio .
24,they buy,hp nyse hpq last issued quarterly earnings results tuesday may 29th .
25,they sell,computer maker reported 0.48 earnings per share quarter hitting thomson reuters consensus estimate 0.48 .
26,they buy,hp negative return equity 99.90 net margin 7.84 .
27,they buy,firm revenue 14.00 million quarter compared consensus estimate 13.57 billion .
28,they sell,period last year company earned 0.40 earnings per share .
29,they buy,company revenue quarter 12.9 year-over-year basis .
30,they buy,research analysts predict hp inc. post 2 eps current fiscal year .
31,they buy,firm also recently announced quarterly dividend paid wednesday october 3rd .
32,they buy,shareholders record wednesday september 12th issued 0.1393 dividend .
33,they buy,represents 0.56 dividend annualized basis yield 2.31 .
34,they buy,ex-dividend date dividend tuesday september 11th .
35,they buy,hp dividend payout ratio dpr currently 33.94 .
