,assoc,values
0,they sell,"hca healthcare news svp jane d. englebright sold 6,543 shares firm stock transaction dated wednesday august 15th ."
1,they sell,"stock sold average price 129.86 total value 849,673.98 ."
2,they sell,"also svp j william morrow sold 4,977 shares firm stock transaction dated monday july 30th ."
3,they sell,"shares sold average price 121.52 total value 604,805.04 ."
4,they sell,"insiders sold total 73,740 shares company stock worth 9,449,894 last three months ."
5,they sell,"philip morris international inc. nyse pm shares sold park national corp oh winton group ltd sells 13,682 shares builders firstsource inc. nasdaq bldr clear harbor asset management llc decreased holdings shares hca healthcare inc nyse hca 42.3 third quarter according company recent form 13f filing securities exchange commission ."
6,they sell,"related news svp victor l. campbell sold 22,782 shares firm stock transaction occurred friday august 3rd ."
7,they sell,"shares sold average price 127.12 total value 2,896,047.84 ."
8,they sell,"also insider charles j. hall sold 34,125 shares firm stock transaction occurred friday august 3rd ."
9,they sell,"shares sold average price 129.93 total transaction 4,433,861.25 ."
10,they sell,"insiders sold 73,740 shares company stock valued 9,449,894 last quarter ."
11,they buy,good life advisors llc buys new holdings prudential financial inc pru pfizer inc. pfe shares bought savant capital llc calamos advisors llc acquired new position shares hca healthcare inc nyse hca 3rd quarter according recent 13f filing sec .
12,they buy,smithfield trust co. increased position hca healthcare 541.9 2nd quarter .
13,they buy,"summit trail advisors llc increased position hca healthcare 9,933.3 1st quarter ."
14,they sell,"related news insider michael s. cuffe sold 5,313 shares business stock transaction monday july 30th ."
15,they sell,"stock sold average price 125.26 total transaction 665,506.38 ."
16,they sell,"also svp jane d. englebright sold 6,543 shares business stock transaction wednesday august 15th ."
17,they sell,"stock sold average price 129.86 total value 849,673.98 ."
18,they sell,"insiders sold 73,740 shares company stock worth 9,449,894 last ninety days ."
19,they sell,sell-side analysts anticipate hca healthcare inc post 9.23 eps current year .
20,they sell,number hedge funds also recently bought sold shares hca .
21,they buy,"calamos advisors llc bought new position shares hca healthcare third quarter valued 5,451,000 ."
22,they buy,ifm investors pty ltd increased holdings shares hca healthcare 17.5 third quarter .
23,they buy,"oakbrook investments llc bought new position shares hca healthcare third quarter valued 1,519,000 ."
24,they buy,aperio group llc increased stake hca healthcare 7.5 3rd quarter .
25,they buy,finally global retirement partners llc increased stake hca healthcare 18.2 3rd quarter .
26,they sell,"hca healthcare news insider charles j. hall sold 34,125 shares hca healthcare stock transaction occurred friday august 3rd ."
27,they sell,"shares sold average price 129.93 total value 4,433,861.25 ."
28,they sell,"also svp jane d. englebright sold 6,543 shares hca healthcare stock transaction occurred wednesday august 15th ."
29,they sell,"stock sold average price 129.86 total transaction 849,673.98 ."
30,they sell,"last ninety days insiders sold 73,740 shares company stock valued 9,449,894 ."
31,they buy,mizuho restated buy rating set 145.00 price objective shares hca healthcare research note thursday august 2nd .
32,they buy,jefferies financial group restated buy rating set 135.00 price objective shares hca healthcare research note thursday july 26th .
33,they buy,suntrust banks raised price target shares hca healthcare 145.00 gave company buy rating research report thursday july 26th .
34,they buy,cantor fitzgerald reissued buy rating set 115.00 price target shares hca healthcare research report friday july 20th .
35,they buy,finally valuengine raised shares hca healthcare hold rating buy rating research report wednesday july 18th .
36,they sell,two investment analysts rated stock sell rating four assigned hold rating sixteen given buy rating stock .
37,they buy,stock average rating buy consensus target price 139.95 .
38,they buy,inc crl shares bought first trust advisors lp research analysts recent ratings updates inmarsat isat hca healthcare nyse hca price target increased citigroup 136.00 156.00 research note issued investors thursday october 11th fly reports .
39,they buy,currently buy rating stock .
40,they buy,jefferies financial group boosted price target hca healthcare 155.00 gave company buy rating report friday september 21st .
41,they buy,mizuho set 150.00 target price hca healthcare gave company buy rating research note tuesday september 4th .
42,they buy,argus boosted target price hca healthcare 150.00 gave company buy rating research note friday september 7th .
43,they sell,two research analysts rated stock sell rating four assigned hold rating sixteen issued buy rating stock .
44,they buy,stock presently consensus rating buy average target price 139.95 .
45,they sell,"news insider michael s. cuffe sold 5,313 shares company stock transaction dated monday july 30th ."
46,they sell,"shares sold average price 125.26 total value 665,506.38 ."
47,they sell,"also insider charles j. hall sold 34,125 shares company stock transaction dated friday august 3rd ."
48,they sell,"stock sold average price 129.93 total transaction 4,433,861.25 ."
49,they sell,"last ninety days insiders sold 73,740 shares company stock worth 9,449,894 ."
50,they buy,williams companies nyse wmb coverage initiated credit suisse group conocophillips cop given consensus rating buy analysts shares hca healthcare inc. nyse hca recorded loss trading session october 24th 2018. script traded low 126.22 last traded 126.50 .
51,they sell,company spent 1.92 billion trying sell products last quarter result yielding gross income 9.61 billion .
52,they sell,"related news svp chief nursing officer englebright jane d. sold 6,543 shares company stock transaction recorded august 15th 2018. sale performed average price 129.86 total value 849,688. sale deal closes group president englebright jane d. sold 34,125 shares company stock valued 4,433,861. also svp-invest rel govt affairs campbell victor l sold 22,782 shares company stock deal recorded august 3rd 2018. shares sold average price 127.12 per share total market value 189,868. following completion acquisition svp controller holds 6,419 shares company stock valued 810,271. last 6 months insiders changed ownership shares company stock 0.30 ."
53,they buy,8 24 analysts covering stock rated buy 5 maintained hold recommendation hca healthcare inc. stock .
54,they sell,0 analysts assigned sell rating hca stock .
55,they sell,according composite indicator trendspotter rated hca stock sell .
