,assoc,values
0,they sell,several large investors also recently bought sold shares company .
1,they buy,"piedmont investment advisors llc bought new stake pinnacle west capital 2nd quarter valued 106,000 ."
2,they buy,"first hawaiian bank bought new stake pinnacle west capital 3rd quarter valued 152,000 ."
3,they buy,dupont capital management corp increased stake pinnacle west capital 223.9 2nd quarter .
4,they buy,synovus financial corp increased stake pinnacle west capital 252.7 2nd quarter .
5,they buy,"finally cerebellum gp llc bought new stake pinnacle west capital 3rd quarter valued 186,000 ."
6,they buy,valuengine upgraded shares pinnacle west capital hold rating buy rating research note wednesday october 24th .
7,they buy,goldman sachs group raised shares pinnacle west capital neutral rating buy rating report thursday october 18th .
8,they sell,one equities research analyst rated stock sell rating eight issued hold rating four assigned buy rating company .
9,they buy,zacks investment research raised pinnacle west capital hold rating buy rating set 86.00 target price company research report tuesday june 19th .
10,they buy,wells fargo co raised pinnacle west capital buy rating boosted price objective stock 88.00 90.00 research report sunday september 16th .
11,they sell,valuengine raised pinnacle west capital sell rating hold rating research report wednesday june 27th .
12,they sell,one analyst rated stock sell rating eight assigned hold rating four given buy rating company .
13,they sell,large investors also recently bought sold shares company .
14,they buy,"piedmont investment advisors llc bought new position shares pinnacle west capital second quarter valued approximately 106,000 ."
15,they buy,"first hawaiian bank bought new position pinnacle west capital 3rd quarter worth approximately 152,000 ."
16,they buy,"finally cerebellum gp llc bought new position pinnacle west capital 3rd quarter worth approximately 186,000 ."
17,they buy,valuengine upgraded shares pinnacle west capital hold rating buy rating research report wednesday october 24th .
18,they buy,goldman sachs group upgraded shares pinnacle west capital neutral rating buy rating research report thursday october 18th .
19,they sell,one equities research analyst rated stock sell rating eight issued hold rating four given buy rating company .
20,they sell,group sell-side analysts forecast pinnacle west capital co. post 4.47 eps current fiscal year .
21,they buy,dupont capital management corp increased stake pinnacle west capital 223.9 second quarter .
22,they buy,synovus financial corp increased stake pinnacle west capital 252.7 second quarter .
23,they buy,wells fargo co dropped price target pinnacle west capital 90.00 87.00 set buy rating company research note sunday september 30th .
24,they sell,zacks investment research lowered pinnacle west capital hold rating sell rating research note wednesday september 12th .
25,they sell,one investment analyst rated stock sell rating eight assigned hold rating four assigned buy rating company .
26,they buy,wells fargo co raised shares pinnacle west capital buy rating raised target price stock 88.00 90.00 research note sunday september 16th .
27,they buy,goldman sachs group raised shares pinnacle west capital neutral rating buy rating research note thursday october 18th .
28,they buy,valuengine raised shares pinnacle west capital hold rating buy rating research note wednesday october 24th .
29,they sell,one investment analyst rated stock sell rating eight given hold rating four given buy rating company .
30,they buy,pinnacle west capital increased dividend average 5.0 annually last three years increased dividend annually last 6 consecutive years .
31,they buy,wells fargo co lowered target price shares pinnacle west capital 90.00 87.00 set buy rating company research note sunday september 30th .
32,they buy,morgan stanley increased price target shares pinnacle west capital 78.00 85.00 gave stock hold rating research report monday july 16th .
33,they sell,zacks investment research cut shares pinnacle west capital hold rating sell rating research report wednesday september 12th .
34,they buy,williams capital increased price target shares pinnacle west capital 80.00 84.00 gave stock hold rating research report monday october 15th .
35,they buy,finally credit suisse group increased price target shares pinnacle west capital 87.00 88.00 gave stock outperform rating research report friday october 12th .
36,they sell,one equities research analyst rated stock sell rating eight issued hold rating four assigned buy rating company stock .
37,they buy,wells fargo co dropped price objective pinnacle west capital 90.00 87.00 set buy rating stock report sunday september 30th .
38,they sell,zacks investment research lowered pinnacle west capital hold rating sell rating report wednesday september 12th .
39,they sell,one investment analyst rated stock sell rating eight assigned hold rating four assigned buy rating stock .
40,they buy,valuengine raised pinnacle west capital hold rating buy rating research note wednesday october 24th .
41,they buy,goldman sachs group raised pinnacle west capital neutral rating buy rating research note thursday october 18th .
42,they buy,zacks investment research downgraded pinnacle west capital buy rating hold rating report wednesday july 4th .
43,they sell,one research analyst rated stock sell rating eight issued hold rating four given buy rating stock .
44,they sell,change 34 investors sold pinnacle west capital corporation shares 138 reduced holdings .
45,they buy,franklin res owns 0.06 invested pinnacle west capital corporation nyse pnw 1.55 million shares .
46,they buy,cubist systematic strategies lc invested 0.2 portfolio pinnacle west capital corporation nyse pnw .
47,they buy,cipher cap lp invested 0.31 pinnacle west capital corporation nyse pnw .
48,they buy,"spectrum mngmt group 0.04 invested pinnacle west capital corporation nyse pnw 1,444 shares ."
49,they sell,among 6 analysts covering pinnacle west capital corp nyse pnw 3 buy rating 0 sell 3 hold .
50,they buy,firm buy rating given friday october 19 goldman sachs .
51,they buy,19/10/2018 broker goldman sachs old rating neutral new rating buy upgrade12/10/2018 broker credit suisse old rating outperform new rating outperform old target 87 new target 88 maintain01/10/2018 broker wells fargo old rating outperform new rating outperform old target 90 new target 87 maintain21/09/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 89 new target 85 maintain17/09/2018 broker wells fargo old rating outperform new rating outperform old target 88 new target 90 maintain11/09/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 85 new target 89 maintain10/08/2018 broker ubs old rating neutral new rating neutral old target 79 new target 83 maintain06/08/2018 broker wells fargo old rating market perform new rating outperform upgrade16/07/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 78 new target 85 maintain13/06/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 82 new target 78 maintain stock increased 0.02 0.02 last trading session reaching 82.96 .
52,they buy,pinnacle west capital nyse pnw downgraded investment analysts valuengine buy rating hold rating note issued investors thursday .
53,they buy,wells fargo co dropped price objective pinnacle west capital 90.00 87.00 set buy rating company report sunday september 30th .
54,they buy,zacks investment research downgraded pinnacle west capital buy rating hold rating report wednesday july 4th .
