,assoc,values
0,they sell,zacks eps averages average based survey sell-side research analysts follow a. o. smith .
1,they sell,"related news director paul w. jones sold 20,000 shares business stock transaction dated friday february 8th ."
2,they sell,"shares sold average price 49.00 total transaction 980,000.00 ."
3,they sell,"also svp paul r. dana sold 4,836 shares business stock transaction dated monday february 11th ."
4,they sell,"stock sold average price 49.50 total transaction 239,382.00 ."
5,they sell,"insiders sold 38,036 shares company stock worth 1,879,646 last three months ."
6,they sell,number large investors recently bought sold shares aos .
7,they buy,"bremer trust national association bought new position a. o. smith fourth quarter valued approximately 26,000 ."
8,they buy,huntington national bank increased holdings a. o. smith 82.2 first quarter .
9,they buy,"oregon public employees retirement fund increased holdings a. o. smith 3,884.5 fourth quarter ."
10,they buy,finally csat investment advisory l.p. increased holdings a. o. smith 141.2 fourth quarter .
11,they sell,"a. o. smith news insider wallace e. goodwin sold 13,200 shares business stock transaction dated wednesday february 6th ."
12,they sell,"shares sold average price 50.02 total transaction 660,264.00 ."
13,they sell,"also svp paul r. dana sold 4,836 shares business stock transaction dated monday february 11th ."
14,they sell,"stock sold average price 49.50 total transaction 239,382.00 ."
15,they sell,"last 90 days insiders sold 38,036 shares company stock worth 1,879,646 ."
16,they buy,boenning scattergood reissued buy rating shares a. o. smith research report tuesday january 29th .
17,they sell,valuengine upgraded shares a. o. smith sell rating hold rating report monday april 1st .
18,they sell,zacks investment research upgraded shares a. o. smith sell rating hold rating report friday march 29th .
19,they sell,one equities research analyst rated stock sell rating five given hold rating four issued buy rating company stock .
20,they buy,boenning scattergood restated buy rating shares a. o. smith research note tuesday january 29th .
21,they sell,valuengine upgraded a. o. smith sell rating hold rating research note monday april 1st .
22,they sell,zacks investment research upgraded a. o. smith sell rating hold rating research note friday march 29th .
23,they sell,one analyst rated stock sell rating five assigned hold rating four assigned buy rating company .
24,they sell,"news insider wallace e. goodwin sold 13,200 shares a. o. smith stock transaction occurred wednesday february 6th ."
25,they sell,"stock sold average price 50.02 total value 660,264.00 ."
26,they sell,"also svp paul r. dana sold 4,836 shares a. o. smith stock transaction occurred monday february 11th ."
27,they sell,"stock sold average price 49.50 total value 239,382.00 ."
28,they sell,"last 90 days insiders sold 38,036 shares company stock valued 1,879,646 ."
29,they sell,similarly research note sent november 20th 2018 stephens analysts initiated shares stock equal-weight set price target 50.additionally research note made public october 2nd 2018 analysts goldman initiated common shares aos stock sell combined 12-month price target 50 .
30,they buy,average analysts currently moderate buy recommendation mean rating 4.00. comparison average recommendation month ago moderate buy average rating 4.00. similarly average rating observed 2 months ago moderate buy mean numerical rating 4.00 average rating observed 3 months ago moderate buy mean numerical rating 4.00 .
