,0,1
0,Market Cap (intraday) 5,83.68B
1,Enterprise Value 3,103.55B
2,Trailing P/E ,20.77
3,Forward P/E 1,N/A
4,PEG Ratio (5 yr expected) 1,N/A
5,Price/Sales (ttm),2.87
6,Price/Book (mrq),4.39
7,Enterprise Value/Revenue 3,3.55
8,Enterprise Value/EBITDA 6,15.94
,0,1
0,Fiscal Year Ends ,"Jun 30, 2017"
1,Most Recent Quarter (mrq),"Mar 31, 2018"
,0,1
0,Profit Margin ,13.76%
1,Operating Margin (ttm),20.29%
,0,1
0,Return on Assets (ttm),7.08%
1,Return on Equity (ttm),22.95%
,0,1
0,Revenue (ttm),29.21B
1,Revenue Per Share (ttm),15.77
2,Quarterly Revenue Growth (yoy),-1.90%
3,Gross Profit (ttm),10.72B
4,EBITDA ,6.5B
5,Net Income Avi to Common (ttm),4.05B
6,Diluted EPS (ttm),2.16
7,Quarterly Earnings Growth (yoy),7.40%
,0,1
0,Total Cash (mrq),7.37B
1,Total Cash Per Share (mrq),3.98
2,Total Debt (mrq),20B
3,Total Debt/Equity (mrq),95.30
4,Current Ratio (mrq),2.05
5,Book Value Per Share (mrq),10.24
,0,1
0,Operating Cash Flow (ttm),3.51B
1,Levered Free Cash Flow (ttm),3.36B
,0,1
0,Beta ,1.18
1,52-Week Change 3,59.16%
2,S&P500 52-Week Change 3,14.15%
3,52 Week High 3,49.65
4,52 Week Low 3,24.30
5,50-Day Moving Average 3,41.55
6,200-Day Moving Average 3,37.52
,0,1
0,Avg Vol (3 month) 3,4.34M
1,Avg Vol (10 day) 3,7.52M
2,Shares Outstanding 5,798.52M
3,Float ,1.22B
4,% Held by Insiders 1,38.95%
5,% Held by Institutions 1,56.84%
6,"Shares Short (Jun 15, 2018) 4",8.78M
7,"Short Ratio (Jun 15, 2018) 4",2.72
8,"Short % of Float (Jun 15, 2018) 4",2.02%
9,"Short % of Shares Outstanding (Jun 15, 2018) 4",0.47%
10,"Shares Short (prior month May 15, 2018) 4",7.91M
,0,1
0,Forward Annual Dividend Rate 4,0.36
1,Forward Annual Dividend Yield 4,0.73%
2,Trailing Annual Dividend Rate 3,0.36
3,Trailing Annual Dividend Yield 3,0.81%
4,5 Year Average Dividend Yield 4,0.96
5,Payout Ratio 4,16.51%
6,Dividend Date 3,"Apr 18, 2018"
7,Ex-Dividend Date 4,"Mar 13, 2018"
8,Last Split Factor (new per old) 2,1/1
9,Last Split Date 3,"Jul 2, 2013"
