,0,1,2,3,4
0,Revenue,6/30/2017,6/30/2016,6/30/2015,6/30/2014
1,Total Revenue,"28,500,000","27,326,000","28,987,000","31,867,000"
2,Cost of Revenue,"17,775,000","17,129,000","18,561,000","21,108,000"
3,Gross Profit,"10,725,000","10,197,000","10,426,000","10,759,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,617,000","3,675,000","3,784,000","4,129,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"21,945,000","21,334,000","23,081,000","26,379,000"
10,Operating Income or Loss,"6,555,000","5,992,000","5,906,000","5,488,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,866,000","-1,838,000","3,941,000","-299,000"
13,Earnings Before Interest and Taxes,"6,555,000","5,992,000","5,906,000","5,488,000"
14,Interest Expense,"-1,219,000","-1,184,000","-1,198,000","-1,121,000"
15,Income Before Tax,"4,689,000","4,154,000","9,847,000","5,189,000"
16,Income Tax Expense,"1,419,000","1,130,000","1,243,000","1,272,000"
17,Minority Interest,"1,910,000","1,772,000","1,587,000","4,024,000"
18,Net Income From Continuing Ops,"3,270,000","3,024,000","8,604,000","3,917,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-44,000","-8,000","-67,000","729,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,952,000","2,755,000","8,306,000","4,514,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,952,000","2,755,000","8,306,000","4,514,000"
