,assoc,values
0,they sell,"incyte co. nasdaq incy insider paul trower sold 10,000 shares incyte stock transaction occurred wednesday october 3rd ."
1,they sell,"shares sold average price 70.00 total transaction 700,000.00 ."
2,they buy,morgan stanley lowered shares incyte overweight rating equal weight rating research note friday july 13th .
3,they buy,zacks investment research upgraded shares incyte hold rating buy rating set 79.00 price objective stock research note friday july 20th .
4,they sell,bidaskclub lowered shares incyte hold rating sell rating research note wednesday july 25th .
5,they buy,finally raymond james restated buy rating shares incyte research note friday july 27th .
6,they sell,one investment analyst rated stock sell rating eleven given hold rating fourteen given buy rating company stock .
7,they buy,incyte currently consensus rating buy consensus target price 94.48 .
8,they buy,raymond james reissued buy rating shares incyte research report thursday .
9,they buy,zacks investment research downgraded shares incyte buy rating hold rating research report tuesday october 16th .
10,they sell,valuengine raised shares incyte strong sell rating sell rating research report tuesday october 2nd .
11,they sell,one equities research analyst rated stock sell rating eleven issued hold rating fourteen issued buy rating stock .
12,they buy,incyte average rating buy consensus price target 94.48 .
13,they sell,average sell-side analysts anticipate incyte co. post 0.41 earnings per share current fiscal year .
14,they sell,"news evp paula j. swain sold 10,000 shares business stock transaction occurred tuesday september 4th ."
15,they sell,"shares sold average price 73.21 total value 732,100.00 ."
16,they sell,"also evp barry p. flannelly sold 1,000 shares business stock transaction occurred wednesday october 3rd ."
17,they sell,"shares sold average price 70.00 total transaction 70,000.00 ."
18,they sell,"insiders sold total 31,000 shares company stock valued 2,202,100 last quarter ."
19,they sell,zacks sales averages mean average based survey sell-side analysts follow incyte .
20,they buy,morgan stanley downgraded shares incyte overweight rating equal weight rating research report friday july 13th .
21,they buy,zacks investment research raised shares incyte hold rating buy rating set 79.00 price objective stock research report friday july 20th .
22,they sell,bidaskclub downgraded shares incyte hold rating sell rating research report wednesday july 25th .
23,they buy,finally raymond james reissued buy rating shares incyte research report friday july 27th .
24,they sell,one investment analyst rated stock sell rating eleven issued hold rating fourteen issued buy rating company .
25,they buy,stock consensus rating buy consensus target price 94.48 .
26,they sell,"news evp paula j. swain sold 10,000 shares firm stock transaction dated tuesday september 4th ."
27,they sell,"shares sold average price 73.21 total transaction 732,100.00 ."
28,they sell,"also evp barry p. flannelly sold 1,000 shares firm stock transaction dated wednesday october 3rd ."
29,they sell,"shares sold average price 70.00 total transaction 70,000.00 ."
30,they sell,"last ninety days insiders sold 31,000 shares company stock worth 2,202,100 ."
31,they sell,reading treasury bonds get free copy zacks research report incyte incy information research offerings zacks investment research visit zacks.com google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 valuengine upgraded shares incyte nasdaq incy strong sell rating sell rating research report sent investors tuesday october 2nd .
32,they sell,bidaskclub raised incyte sell rating hold rating research report saturday june 23rd .
