,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"15,668,200","14,197,600","13,508,900","13,300,700"
2,Cost of Revenue,"10,847,600","9,764,800","9,298,100","9,264,900"
3,Gross Profit,"4,820,600","4,432,800","4,210,800","4,035,800"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,903,200","2,705,800","2,572,100","2,510,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"13,750,800","12,470,600","11,870,200","11,774,900"
10,Operating Income or Loss,"1,917,400","1,727,000","1,638,700","1,525,800"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-257,100","-309,100","102,600","-277,900"
13,Earnings Before Interest and Taxes,"1,917,400","1,727,000","1,638,700","1,525,800"
14,Interest Expense,"-220,700","-215,800","-221,500","-223,000"
15,Income Before Tax,"1,660,300","1,417,900","1,741,300","1,247,900"
16,Income Tax Expense,"281,300","80,200","281,500","540,800"
17,Minority Interest,-,"66,600","74,500","62,500"
18,Net Income From Continuing Ops,"1,379,000","1,337,700","1,459,800","707,100"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-21,500","-25,400","32,900","-24,300"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,337,600","1,302,600","1,476,200","664,600"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,337,600","1,302,600","1,476,200","664,600"
