,assoc,values
0,they sell,zacks investment research sales calculations mean average based survey sell-side research analysts provide coverage suntrust banks .
1,they sell,"suntrust banks news evp jorge arrieta sold 4,000 shares stock transaction monday february 25th ."
2,they sell,"shares sold average price 66.25 total transaction 265,000.00 ."
3,they sell,"also vice chairman mark a. chancy sold 10,000 shares stock transaction tuesday february 26th ."
4,they sell,"stock sold average price 65.38 total transaction 653,800.00 ."
5,they buy,bmo capital markets increased price objective shares suntrust banks 61.00 73.00 gave stock market perform rating report monday february 11th .
6,they buy,zacks investment research upgraded shares suntrust banks hold rating buy rating set 58.00 target price company report saturday january 5th .
7,they buy,finally jefferies financial group downgraded shares suntrust banks buy rating hold rating research note tuesday january 8th .
8,they sell,one analyst rated stock sell rating fifteen given hold rating six given buy rating company .
9,they sell,"suntrust banks news evp jorge arrieta sold 4,000 shares firm stock transaction monday february 25th ."
10,they sell,"shares sold average price 66.25 total transaction 265,000.00 ."
11,they sell,"also vice chairman mark a. chancy sold 10,000 shares company stock transaction dated tuesday february 26th ."
12,they sell,"shares sold average price 65.38 total transaction 653,800.00 ."
13,they buy,"liberty wealth management llc bought new stake shares suntrust banks 4th quarter valued 26,000 ."
14,they buy,"sontag advisory llc bought new position shares suntrust banks fourth quarter valued approximately 27,000 ."
15,they buy,"finally erts wealth advisors llc bought new stake shares suntrust banks 4th quarter worth approximately 31,000 ."
16,they sell,valuengine downgraded suntrust banks hold rating sell rating report monday april 1st .
17,they buy,zacks investment research upgraded suntrust banks hold rating buy rating set 58.00 price target company report saturday january 5th .
18,they sell,one equities research analyst rated stock sell rating fifteen issued hold rating six given buy rating company .
19,they buy,wells fargo co reissued buy rating shares suntrust banks research report monday march 18th .
20,they sell,valuengine raised suntrust banks sell rating hold rating research report saturday january 19th .
21,they sell,one analyst rated stock sell rating fifteen assigned hold rating six issued buy rating company .
22,they sell,"related news vice chairman mark a. chancy sold 10,000 shares business stock transaction dated tuesday february 26th ."
23,they sell,"stock sold average price 65.38 total value 653,800.00 ."
24,they sell,"also evp jorge arrieta sold 4,000 shares business stock transaction dated monday february 25th ."
25,they sell,"shares sold average price 66.25 total value 265,000.00 ."
26,they buy,stock downgraded rating equal-weight eyes morgan stanley whereas previous rating overweight eyes morgan stanley reported monday march 11th 2019. another heavy-hitting research note published ubs monday march 4th 2019 firm downgrading sti updated rating neutral previous rating buy .
27,they buy,right stock subject 24 analysts evaluations average given company shares buy rating .
28,they sell,single analyst given underperform rating sell rating 6 given rating buy better .
29,they sell,"suntrust banks inc. sti sold shares transaction finalized feb 26. similarly arrieta jorge sold 4,000 shares organization stock 66.25 apiece racked 265,016 earnings sale ."
30,they buy,9 believe sti buy .
31,they buy,1 recommends overweight 17 believes worth holding .
32,they sell,0 number analyst recommended stakeholder stock underweight 0 rated sell .
33,they buy,meantime 3 months consensus 30 different analysts rated stock overweight .
34,they buy,16 went buy 3 gave rating overweight 10 analysts advised hold stock .
35,they sell,0 analysts called underweight 1 rated stock sell .
36,they buy,going analyst recommendations suntrust banks nyse sti overall rating moderate buy suggest stock good chance increasing price analysts think current price actual price stock good investment .
37,they sell,valuengine raised suntrust banks sell rating hold rating research note saturday january 19th .
38,they buy,zacks investment research raised suntrust banks hold rating buy rating set 58.00 target price company research note saturday january 5th .
39,they buy,finally sandler neill lowered suntrust banks buy rating hold rating set 69.00 target price company .
40,they sell,one equities research analyst rated stock sell rating fifteen assigned hold rating six issued buy rating company stock .
41,they sell,"news evp jorge arrieta sold 4,000 shares stock transaction occurred monday february 25th ."
42,they sell,"stock sold average price 66.25 total transaction 265,000.00 ."
43,they sell,"also vice chairman mark a. chancy sold 10,000 shares stock transaction occurred tuesday february 26th ."
44,they sell,"shares sold average price 65.38 total value 653,800.00 ."
45,they sell,average consensus rating company 2.5 scale 5 equates unanimous sell rating .
46,they sell,short mean analyst recommendations calling stock sell .
47,they sell,8 8 analysts rated buy strong buy 0 advised investors desist buying stock sell already possess .
48,they sell,research note published march 11th 2019 morgan stanley downgrade shares sti 73 .
49,they sell,similarly research note sent march 4th 2019 ubs analysts downgrade shares stock neutral set price target 71 .
50,they buy,average analysts currently strong buy recommendation mean rating 5.00. comparison average recommendation month ago strong buy average rating 5.00. similarly average rating observed 2 months ago strong buy mean numerical rating 5.00 average rating observed 3 months ago strong buy mean numerical rating 5.00 .
51,they buy,calculations show 200 day moving average 63.64 50 day moving average 62.40. currently sti stock trading 200 day moving average may good opportunity buy check indicators confirm buy signal .
