,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"14,668,200","13,835,900","13,151,800","13,545,100"
2,Cost of Revenue,"8,616,600","8,020,200","7,467,900","7,142,900"
3,Gross Profit,"6,051,600","5,815,700","5,683,900","6,402,200"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,888,700","3,758,000","3,664,400","4,345,500"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,505,300","11,778,200","11,132,300","11,488,400"
10,Operating Income or Loss,"2,162,900","2,057,700","2,019,500","2,056,700"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-278,400","-295,300","-370,100","-739,000"
13,Earnings Before Interest and Taxes,"2,162,900","2,057,700","2,019,500","2,056,700"
14,Interest Expense,"-236,900","-252,700","-285,400","-253,700"
15,Income Before Tax,"1,804,600","1,762,400","1,649,400","1,317,700"
16,Income Tax Expense,"364,300","243,800","402,900","300,500"
17,Minority Interest,"50,400","70,200","69,800","70,500"
18,Net Income From Continuing Ops,"1,440,300","1,518,600","1,246,500","1,017,200"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,429,100","1,504,600","1,229,000","1,002,100"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,429,100","1,504,600","1,229,000","1,002,100"
