,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"8,202,000","7,011,300","6,286,400","5,568,700"
2,Cost of Revenue,"5,547,100","4,701,400","4,246,400","3,789,200"
3,Gross Profit,"2,654,900","2,309,900","2,040,000","1,779,500"
4,Operating Expenses,,,,
5,Research Development,"220,900","193,700","166,100","124,700"
6,Selling General and Administrative,"746,000","699,500","647,300","544,400"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"6,514,000","5,594,600","5,059,800","4,458,300"
10,Operating Income or Loss,"1,688,000","1,416,700","1,226,600","1,110,400"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-99,600","-64,300","-85,500","-57,600"
13,Earnings Before Interest and Taxes,"1,688,000","1,416,700","1,226,600","1,110,400"
14,Interest Expense,"-101,700","-92,300","-72,600","-68,300"
15,Income Before Tax,"1,588,400","1,352,400","1,141,100","1,052,800"
16,Income Tax Expense,"371,500","691,700","308,500","280,500"
17,Minority Interest,"47,200","53,600","48,200","39,900"
18,Net Income From Continuing Ops,"1,216,900","660,700","832,600","772,300"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,205,000","650,500","822,900","763,500"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,205,000","650,500","822,900","763,500"
