,assoc,values
0,they buy,e*trade financial corp nasdaq etfc analysts jefferies financial group upped fy2018 earnings per share estimates shares e*trade financial note issued investors wednesday september 19th according zacks investment research .
1,they buy,jefferies financial group analyst d. fannon anticipates financial services provider post earnings per share 3.62 year prior estimate 3.60 .
2,they buy,jefferies financial group currently buy rating 65.00 price objective stock .
3,they buy,jefferies financial group also issued estimates e*trade financial q4 2018 earnings 0.97 eps q1 2019 earnings 0.86 eps q2 2019 earnings 1.00 eps q3 2019 earnings 0.97 eps q4 2019 earnings 1.06 eps fy2019 earnings 3.88 eps fy2020 earnings 4.29 eps .
4,they buy,e*trade financial nasdaq etfc last released earnings results thursday july 19th .
5,they buy,financial services provider reported 0.95 earnings per share quarter topping thomson reuters consensus estimate 0.88 0.07 .
6,they buy,e*trade financial net margin 29.13 return equity 13.39 .
7,they buy,company revenue 710.00 million quarter compared consensus estimate 707.78 million .
8,they sell,quarter previous year firm earned 0.52 eps .
9,they sell,company revenue 23.1 year-over-year basis .
10,they buy,etfc stock traded 0.28 trading hours thursday hitting 49.80 .
11,they buy,"company stock trading volume 3,647,312 shares compared average volume 2,676,160. company quick ratio 0.28 current ratio 0.28 debt-to-equity ratio 0.43. e*trade financial 12 month low 42.55 12 month high 66.46 ."
12,they buy,company market capitalization 13.83 billion price-to-earnings ratio 22.74 p/e/g ratio 0.90 beta 1.09 .
13,they buy,number institutional investors hedge funds recently modified holdings etfc .
14,they buy,blackhawk capital partners llc .
15,they buy,boosted position e*trade financial 81.4 first quarter .
16,they buy,blackhawk capital partners llc .
17,they buy,"owns 1,805 shares financial services provider stock worth 100,000 purchasing additional 810 shares period ."
18,they buy,united capital financial advisers llc boosted position shares e*trade financial 15.1 first quarter .
19,they buy,"united capital financial advisers llc owns 6,926 shares financial services provider stock valued 384,000 acquiring additional 911 shares period ."
20,they buy,flagship harbor advisors llc boosted position shares e*trade financial 18.0 second quarter .
21,they buy,"flagship harbor advisors llc owns 6,273 shares financial services provider stock valued 383,000 acquiring additional 958 shares period ."
22,they buy,greenwood capital associates llc boosted position shares e*trade financial 24.7 second quarter .
23,they buy,"greenwood capital associates llc owns 6,620 shares financial services provider stock valued 405,000 acquiring additional 1,310 shares period ."
24,they buy,finally parallel advisors llc boosted position shares e*trade financial 362.5 second quarter .
25,they buy,"parallel advisors llc owns 1,679 shares financial services provider stock valued 102,000 acquiring additional 1,316 shares period ."
26,they buy,institutional investors hedge funds 90.81 company stock .
27,they buy,e*trade financial e*trade financial corporation financial services company provides brokerage related products services primarily individual retail investors e*trade financial brand .
28,they buy,also offers investor-focused banking products primarily sweep deposits retail investors federal deposit insurance corporation insurance services clearing settlement services investment advisory services financial corporate services software services managing equity compensation plans corporate clients .
29,they buy,"get free copy zacks research report e*trade financial etfc information research offerings zacks investment research visit zacks.comkeyword e*trade financial nasdaq etfc etfc finance,26924640 earnings estimates jefferies financial group incratings:4,16 nasdaq etfc investors sentiment increased 1.1 2018 q2 ."
30,they buy,0.22 0.88 2018q1 .
31,they sell,increased 27 investors sold e*trade financial corporation shares 163 reduced holdings .
32,they buy,68 funds opened positions 141 raised stakes .
33,they buy,231.91 million shares 1.91 less 236.43 million shares 2018q1 reported .
34,they buy,"employees retirement sys texas reported 234,000 shares ."
35,they buy,"aviva public limited liability co 0.06 invested e*trade financial corporation nasdaq etfc 161,391 shares ."
36,they buy,"21,000 accumulated hennessy ."
37,they buy,"wetherby asset mngmt inc holds 0.04 portfolio e*trade financial corporation nasdaq etfc 4,682 shares ."
38,they buy,victory inc holds 0.58 portfolio e*trade financial corporation nasdaq etfc 4.43m shares .
39,they buy,"amalgamated bancorp invested 35,694 shares ."
40,they buy,"us bancshares de 193,968 shares ."
41,they buy,"natl pension ser 298,580 shares ."
42,they buy,mendon capital stated 1.03 e*trade financial corporation nasdaq etfc .
43,they buy,howe rusling incorporated owns 0 invested e*trade financial corporation nasdaq etfc 427 shares .
44,they buy,"utah retirement system holds 0.06 48,906 shares portfolio ."
45,they buy,"raymond james tru na holds 0.03 6,611 shares portfolio ."
46,they buy,"hudson bay capital mngmt l p holds 0.11 portfolio e*trade financial corporation nasdaq etfc 131,540 shares ."
47,they buy,crow point ptnrs limited co invested 0.05 e*trade financial corporation nasdaq etfc .
48,they buy,48 owned bessemer group inc .
49,they sell,among 13 analysts covering e*trade financial nasdaq etfc 12 buy rating 0 sell 1 hold .
50,they buy,therefore 92 positive .
51,they buy,e*trade financial 20 analyst reports since april 19 2018 according sratingsintel .
52,they buy,raymond james maintained stock strong buy rating thursday october 4 report .
53,they buy,jmp securities maintained buy rating 6400 target friday april 20 report .
54,they buy,firm outperform rating given friday july 20 credit suisse .
55,they buy,rating maintained raymond james strong buy friday july 13. sandler neill maintained hold rating 6000 target friday april 20 report .
56,they buy,deutsche bank maintained e*trade financial corporation nasdaq etfc rating wednesday august 22. deutsche bank buy rating 70 target .
57,they sell,per friday april 20 company rating maintained credit suisse .
58,they buy,firm hold rating jefferies given thursday april 19. per monday may 21 company rating maintained wells fargo .
59,they buy,firm earned buy rating wednesday september 19 jefferies .
60,they buy,list e*trade financial corporation nasdaq etfc latest ratings price target changes .
