,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"88,694,000","83,956,000","80,104,000","79,804,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"88,694,000","83,956,000","80,104,000","79,804,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"44,945,000","45,104,000","45,287,000","46,896,000"
7,Non Recurring,-,-,-,-
8,Others,"7,967,000","8,570,000","9,796,000","10,721,000"
9,Total Operating Expenses,"52,912,000","53,674,000","55,083,000","57,617,000"
10,Operating Income or Loss,"35,782,000","30,282,000","25,021,000","22,187,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,198,000","-1,069,000",-,-
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"34,584,000","29,213,000","25,021,000","22,187,000"
16,Income Tax Expense,"6,437,000","10,981,000","7,199,000","6,277,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"28,147,000","18,232,000","17,822,000","15,910,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"28,147,000","18,232,000","17,822,000","15,910,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"26,696,000","16,618,000","16,140,000","14,427,000"
