,assoc,values
0,they buy,zacks investment research raised shares becton dickinson hold rating buy rating set 243.00 target price company report tuesday january 8th .
1,they buy,valuengine cut shares becton dickinson buy rating hold rating report monday april 1st .
2,they buy,finally piper jaffray companies raised target price shares becton dickinson 274.00 gave stock overweight rating report tuesday february 5th .
3,they buy,six investment analysts rated stock hold rating six issued buy rating one assigned strong buy rating stock .
4,they buy,company consensus rating buy consensus price target 256.25 .
5,they sell,"fundsmith llp sold 7,336 shares company stock rose 1.29 market ."
6,they buy,stock increased 0.52 1.22 last trading session reaching 237.89 .
7,they sell,"bb corp sold 16,621 shares company stock declined 17.45 stock markets rallied ."
8,they buy,stock increased 1.34 0.75 last trading session reaching 56.82 .
9,they sell,dropped 34 investors sold kar shares 123 reduced holdings .
10,they buy,"moreover signature est invest advsrs limited liability company 0.07 invested kar auction services inc. nyse kar 17,631 shares ."
11,they buy,"109,231 accumulated legal general grp inc public ltd. victory capital incorporated invested 2.08m shares ."
12,they buy,"stephens ar invested 0.01 5,574 shares ."
13,they buy,crescent park mngmt lp invested 5.93 kar auction services inc. nyse kar .
14,they buy,new york-based alliancebernstein lp invested 0 kar auction services inc. nyse kar .
15,they sell,lim james c also sold 1.26m worth becton dickinson company nyse bdx thursday november 8 .
16,they sell,"5,887 shares sold borzi james w worth 1.49m ."
17,they sell,"wednesday november 14 forlenza vincent sold 3.18 million worth becton dickinson company nyse bdx 13,498 shares ."
18,they sell,shares 1.07 million sold mas ribo alberto .
19,they sell,"ring timothy sold 42,000 shares worth 9.96m ."
20,they sell,"2,080 shares sold bodner charles r worth 511,328 ."
21,they buy,investors sentiment increased 0.91 q4 2018.
22,they sell,increased 64 investors sold bdx shares 391 reduced holdings .
23,they buy,"hikari power limited invested 22,800 shares 0.58 stock ."
24,they buy,"naples global advsrs ltd liability invested 0.11 1,760 shares ."
25,they buy,maryland-based horan capital invested 0.08 becton dickinson company nyse bdx .
26,they buy,bartlett company ltd liability company invested 0.01 becton dickinson company nyse bdx .
27,they buy,"also increased holding visa inc class shares nyse v 9,630 shares quarter total 5.73m shares risen stake facebook nasdaq fb ."
28,they sell,"news ceo vincent a. forlenza sold 11,340 shares company stock transaction dated monday february 25th ."
29,they sell,"shares sold average price 250.40 total transaction 2,839,536.00 ."
30,they sell,"also evp ribo alberto mas sold 4,808 shares stock transaction dated monday march 4th ."
31,they sell,"stock sold average price 255.03 total transaction 1,226,184.24 ."
32,they sell,"last ninety days insiders sold 29,684 shares company stock valued 7,518,574 ."
33,they buy,raymond james lowered target price shares becton dickinson 290.00 280.00 set strong-buy rating stock report tuesday march 19th .
34,they sell,zacks investment research lowered shares becton dickinson hold rating sell rating research report monday april 22nd .
35,they buy,valuengine lowered shares becton dickinson buy rating hold rating research report monday april 1st .
36,they buy,finally piper jaffray companies boosted price target shares becton dickinson 274.00 gave company overweight rating research report tuesday february 5th .
37,they buy,six investment analysts rated stock hold rating six given buy rating one given strong buy rating company .
38,they buy,stock presently average rating buy average price target 256.25 .
39,they sell,average sell-side analysts forecast becton dickinson co post 12.07 eps current fiscal year .
40,they sell,"scholtz company llc sold 3,672 shares company stock rose 1.29 market ."
41,they buy,stock increased 0.52 1.22 last trading session reaching 237.89 .
42,they sell,"citigroup inc sold 52,400 shares company stock declined 4.17 stock markets rallied ."
43,they sell,"another trade 60,000 shares valued 2.70m made sheehan james n wednesday december 12. marconi luis g sold 28,700 shares worth 1.31m ."
44,they sell,"nakasone robert sold 411,878 worth stock ."
45,they sell,"another trade 48,596 shares valued 2.21 million made day thomas r tuesday december 4. monday december 3 insider splinter james sold 2.16m ."
46,they sell,"5,808 shares valued 243,936 sold murano elsa tuesday january 8 ."
47,they buy,investors sentiment increased 0.91 q4 2018.
48,they sell,improved 64 investors sold bdx shares 391 reduced holdings .
49,they buy,csat advisory lp invested 0 14 shares .
50,they buy,cim invest mangement 0.24 invested becton dickinson company nyse bdx .
51,they buy,amica mutual insur invested 0.14 portfolio becton dickinson company nyse bdx .
52,they buy,consulate invested 0.17 becton dickinson company nyse bdx .
53,they sell,analyses consensus rating score stands 1.9. next one year period average individual price target estimates referred covering sell-side analysts 269.89 .
54,they buy,"oregon public employees retirement fund increased position becton dickinson 22,485.4 fourth quarter ."
55,they buy,"rpg investment advisory llc bought new stake becton dickinson first quarter worth 32,000 ."
56,they buy,"nalls sherbakoff group llc bought new stake becton dickinson fourth quarter worth 34,000 ."
57,they buy,"finally aspire private capital llc bought new stake becton dickinson fourth quarter worth 39,000 ."
58,they sell,zacks investment research upgraded shares becton dickinson sell rating hold rating research report tuesday .
59,they buy,valuengine cut shares becton dickinson buy rating hold rating research report monday april 1st .
60,they buy,raymond james cut price objective shares becton dickinson 290.00 280.00 set strong-buy rating stock research report tuesday march 19th .
61,they buy,six analysts rated stock hold rating six given buy rating one issued strong buy rating company stock .
62,they buy,stock consensus rating buy average price target 256.25 .
63,they buy,"ims capital management bought new stake shares becton dickinson third quarter valued 29,000 ."
64,they buy,"oregon public employees retirement fund increased stake becton dickinson 22,485.4 4th quarter ."
65,they sell,"news ceo vincent a. forlenza sold 8,309 shares stock transaction friday march 15th ."
66,they sell,"stock sold average price 255.13 total transaction 2,119,875.17 ."
67,they sell,"also ceo vincent a. forlenza sold 11,340 shares stock transaction monday february 25th ."
68,they sell,"stock sold average price 250.40 total value 2,839,536.00 ."
69,they sell,"insiders sold 29,684 shares company stock valued 7,518,574 last 90 days ."
70,they sell,zacks investment research raised becton dickinson sell rating hold rating research note tuesday .
71,they buy,valuengine cut becton dickinson buy rating hold rating research note monday april 1st .
72,they buy,raymond james lowered price target becton dickinson 290.00 280.00 set strong-buy rating company research note tuesday march 19th .
73,they buy,six research analysts rated stock hold rating six assigned buy rating one issued strong buy rating stock .
74,they buy,company currently average rating buy average price target 256.25 .
75,they buy,avalon advisors llc buys 849 shares dcp midstream lp dcp schmidt p j investment management inc increased stake becton dickinson co bdx 15.54 based latest 2018q4 regulatory filing sec .
76,they buy,"schmidt p j investment management inc bought 1,535 shares company stock rose 1.29 market ."
77,they buy,stock increased 0.52 1.22 last trading session reaching 237.89 .
78,they sell,"berkley w r corp sold 157,699 shares company stock declined 6.36 stock markets rallied ."
79,they buy,stock increased 0.44 0.25 last trading session reaching 57.24 .
80,they sell,"vz tmus soaring 07/03/2018 verizon wireless president ronan dunne speaks investors 22/05/2018 verizon digital media services content delivery network supports quick udp internet connections 24/04/2018 verizon cfo best approach co point time independent distributor rights 14/05/2018 coolpad talks sell phones verizon sprint 05/04/2018 verizon takes industry lead working key partners drive advancements cbrs spectrum 23/04/2018 iphone blog verizon investigated esim antitrust complaint apple 27/04/2018 oath hires former snap inc. exec jeff lucas head americas sales berkley w r corp manages 429.59 million us long portfolio upped stake federal str acquisition corp 744,969 shares 1.70 million shares valued 17.19 million 2018q4 according filing ."
81,they buy,"also increased holding vantage energy acquisition 850,794 shares quarter total 1.81 million shares risen stake far pt acquisition corp ."
82,they sell,"5,243 becton dickinson company nyse bdx shares value 1.28 million sold polen thomas e jr. 13,498 shares valued 3.18m sold forlenza vincent wednesday november 14. lim james c sold 1.26 million worth becton dickinson company nyse bdx thursday november 8. bodner charles r sold 2,080 shares worth 511,328 friday november 16. another trade 5,887 shares valued 1.49 million made borzi james w friday november 30. mas ribo alberto sold 4,530 shares worth 1.07 million wednesday november 14 ."
83,they buy,investors sentiment increased 0.91 2018 q4 .
84,they sell,improved 64 investors sold bdx shares 391 reduced holdings .
85,they buy,ameritas inv prtnrs inc 0.1 invested becton dickinson company nyse bdx .
86,they buy,"essex financial invested 0.32 4,681 shares ."
87,they buy,"charter invested 13,252 shares 0.4 stock ."
88,they buy,parkside fincl retail bank invested 744 shares .
89,they buy,"tctc ltd llc 0.02 invested becton dickinson company nyse bdx 1,570 shares ."
90,they sell,zacks investment research raised shares becton dickinson sell rating hold rating research report wednesday april 10th .
91,they buy,raymond james cut target price shares becton dickinson 290.00 280.00 set strong-buy rating stock report tuesday march 19th .
92,they buy,piper jaffray companies increased target price shares becton dickinson 274.00 gave stock overweight rating report tuesday february 5th .
93,they buy,valuengine lowered shares becton dickinson buy rating hold rating report monday april 1st .
94,they buy,six investment analysts rated stock hold rating six assigned buy rating one given strong buy rating company stock .
95,they buy,company consensus rating buy average price target 256.25 .
96,they sell,"related news ceo vincent a. forlenza sold 8,309 shares becton dickinson stock transaction dated friday march 15th ."
97,they sell,"shares sold average price 255.13 total transaction 2,119,875.17 ."
98,they sell,"also ceo vincent a. forlenza sold 11,340 shares becton dickinson stock transaction dated monday february 25th ."
99,they sell,"stock sold average price 250.40 total transaction 2,839,536.00 ."
100,they sell,"last three months insiders sold 29,684 shares company stock valued 7,518,574 ."
101,they sell,"evp pres life sciences mas ribo alberto sold 2,104 shares 19,091 transaction occurred 2019/03/15 ."
102,they buy,seen new analyst call deutsche bank initiated stock buy december 07. analysts barclays started covering stock october 16 equal weight rating .
103,they buy,stock favor jp morgan analysts expressed confidence using upgrade neutral overweight june 21 .
104,they sell,gvt rec adsbygoogle window.adsbygoogle .push posted yvette gomez may 3rd 2019 comments zacks investment research upgraded shares becton dickinson nyse bdx sell rating hold rating report released tuesday zacks.com reports .
105,they buy,domestic international revenues increased year year recent times .
106,they buy,raymond james reduced price target becton dickinson 290.00 280.00 set strong-buy rating company report tuesday march 19th .
107,they buy,citigroup reduced price target becton dickinson 279.00 256.00 set buy rating company report wednesday january 2nd .
108,they buy,finally valuengine downgraded becton dickinson buy rating hold rating report monday april 1st .
109,they buy,six investment analysts rated stock hold rating six assigned buy rating one given strong buy rating company .
110,they buy,stock presently consensus rating buy consensus target price 256.25 .
111,they sell,average sell-side analysts predict becton dickinson post 12.07 eps current fiscal year .
112,they sell,"news ceo vincent a. forlenza sold 3,123 shares becton dickinson stock transaction dated monday march 4th ."
113,they sell,"stock sold average price 255.03 total transaction 796,458.69 ."
114,they sell,"also ceo vincent a. forlenza sold 11,340 shares becton dickinson stock transaction occurred monday february 25th ."
115,they sell,"shares sold average price 250.40 total value 2,839,536.00 ."
116,they sell,"insiders sold 29,684 shares company stock worth 7,518,574 last three months ."
117,they buy,"get free copy zacks research report becton dickinson bdx information research offerings zacks investment research visit zacks.com keyword becton dickinson nyse bdx bdx medical,07588710 upgrade zacks investment researchratings:4,11 nyse bdx receive news ratings becton dickinson daily enter email address receive concise daily summary latest news analysts ratings becton dickinson related companies marketbeat.com free daily email newsletter ."
118,they buy,domino pizza nyse dpz receives buy rating maxim group amg national trust bank reduced stake becton dickinson co nyse bdx 1.5 1st quarter according company recent 13f filing securities exchange commission .
119,they sell,"becton dickinson news ceo vincent a. forlenza sold 11,340 shares company stock transaction occurred monday february 25th ."
120,they sell,"shares sold average price 250.40 total value 2,839,536.00 ."
121,they sell,"also evp ribo alberto mas sold 2,104 shares stock transaction friday march 15th ."
122,they sell,"stock sold average price 255.00 total transaction 536,520.00 ."
123,they sell,"insiders sold 29,684 shares company stock valued 7,518,574 last ninety days ."
124,they buy,zacks investment research upgraded shares becton dickinson hold rating buy rating set 243.00 target price stock report tuesday january 8th .
125,they buy,piper jaffray companies upped target price shares becton dickinson 274.00 gave company overweight rating research note tuesday february 5th .
126,they buy,raymond james lowered target price shares becton dickinson 290.00 280.00 set strong-buy rating stock research note tuesday march 19th .
127,they buy,finally valuengine cut shares becton dickinson buy rating hold rating research note monday april 1st .
128,they buy,six analysts rated stock hold rating six issued buy rating one assigned strong buy rating company .
129,they buy,becton dickinson average rating buy average price target 256.25 .
130,they sell,"wms partners llc sold 10,505 shares company stock rose 1.29 market ."
131,they buy,stock increased 0.16 0.37 last trading session reaching 236.02 .
132,they sell,worsened 130 investors sold c shares 533 reduced holdings .
133,they buy,moreover smithfield 0.03 invested citigroup inc. nyse c .
134,they buy,cwm limited invested 0.03 citigroup inc. nyse c .
135,they buy,boston prns 1.46 invested citigroup inc. nyse c 19.50m shares .
136,they buy,pzena investment mngmt ltd co invested 2.49 portfolio citigroup inc. nyse c .
137,they buy,"12,801 accumulated chesley taft associates ltd. blair william il invested 0.08 citigroup inc. nyse c ."
138,they buy,investors sentiment increased 0.91 q4 2018.
139,they sell,positive 64 investors sold bdx shares 391 reduced holdings .
140,they buy,massachusetts-based northeast mngmt invested 0.03 becton dickinson company nyse bdx .
141,they buy,"fulton bankshares na invested 0.04 2,474 shares ."
