,assoc,values
0,they buy,campbell soup company nyse cpb subtracted trading price close recent session dropping previous closing price 40.70 39.83 .
1,they buy,stock decreased value last 7-day period experienced loss past 30-day period .
2,they buy,past three months stock price grew 15.35 subtracted price last six months trading .
3,they buy,cpb demonstrated yearly price loss year-to-date ytd price performance .
4,they buy,stock price changed compared 90-day low moved comparing 90-day high price .
5,they buy,quick look short medium long-term indicators .
6,they sell,according composite indicator trendspotter rated cpb stock sell .
7,they sell,"short-term campbell soup company cpb 20-day average volume 4,776,315 shares short-term indicators sets cpb stock 60 sell average basis ."
8,they sell,"medium-term cpb stock 50-day average volume 4,869,744 shares medium-term indicators gave average rating 50 sell long-term period fb stock 100-day average volume 4,842,484 shares ."
9,they buy,average long-term indicators rated stock 67 buy .
10,they sell,overall picture short medium long-term indicators sets cpb stock 32 sell average basis .
11,they buy,recently multiple brokerages sent reports cpb .
12,they sell,jp morgan example downgrade rating shares campbell soup company neutral underweight according research note friday august 10th 2018. stifel reiterated target price stock 44 35 giving stock hold rating stated research report monday may 21st 2018. barclays hand reiterated underweight rating stock posting 33 price target shares company stock research note dated monday may 21st 2018 .
13,they buy,news related campbell soup company stock 61.37 shares cpb held institutions .
14,they buy,total number institutions held cpb shares 842 according recent sec filling .
15,they buy,"past quarter total 184,508,321 shares held institutions net change 25,901,151 shares ."
16,they sell,meantime 90 new institutions bought shares campbell soup company first time 74 institutions sold holdings company common stock .
17,they buy,354 institutions increased investment cpb stock 319 institutions decreased investment campbell soup company cpb stock last quarter .
18,they buy,adsbygoogle window.adsbygoogle .push nm side bar adsbygoogle window.adsbygoogle .push wall street brokerages expect campbell soup nyse cpb announce 2.24 billion sales current fiscal quarter zacks reports .
19,they buy,five analysts made estimates campbell soup earnings highest sales estimate coming 2.27 billion lowest estimate coming 2.23 billion .
20,they buy,campbell soup reported sales 1.66 billion quarter last year would suggest positive year-over-year growth rate 34.9 .
21,they buy,firm scheduled issue next earnings report market opens thursday august 30th .
22,they buy,average analysts expect campbell soup report full year sales 8.70 billion current financial year estimates ranging 8.65 billion 8.73 billion .
23,they buy,next year analysts anticipate company post sales 10.27 billion per share estimates ranging 10.00 billion 10.51 billion .
24,they sell,zacks sales calculations mean average based survey sell-side research firms cover campbell soup .
25,they buy,number equities research analysts issued reports cpb shares .
26,they sell,zacks investment research downgraded campbell soup hold rating strong sell rating research report tuesday june 19th .
27,they sell,credit suisse group set 32.00 price objective campbell soup gave company sell rating research report friday july 13th .
28,they buy,wells fargo co set 42.00 price objective campbell soup gave company hold rating research report monday .
29,they buy,royal bank canada reduced price target campbell soup 40.00 set sector perform rating stock report monday may 21st .
30,they sell,finally barclays reduced price target campbell soup 47.00 33.00 set underweight rating stock report monday may 21st .
31,they sell,eleven investment analysts rated stock sell rating five given hold rating two given buy rating stock .
