,0,1
0,Market Cap (intraday) 5,19.96B
1,Enterprise Value 3,25.2B
2,Trailing P/E ,N/A
3,Forward P/E 1,56.29
4,PEG Ratio (5 yr expected) 1,5.35
5,Price/Sales (ttm),3.24
6,Price/Book (mrq),1.99
7,Enterprise Value/Revenue 3,4.10
8,Enterprise Value/EBITDA 6,9.77
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,-4.58%
1,Operating Margin (ttm),10.48%
,0,1
0,Return on Assets (ttm),1.81%
1,Return on Equity (ttm),-0.99%
,0,1
0,Revenue (ttm),6.15B
1,Revenue Per Share (ttm),20.63
2,Quarterly Revenue Growth (yoy),-1.50%
3,Gross Profit (ttm),4.38B
4,EBITDA ,2.58B
5,Net Income Avi to Common (ttm),-328M
6,Diluted EPS (ttm),-1.10
7,Quarterly Earnings Growth (yoy),N/A
,0,1
0,Total Cash (mrq),2.69B
1,Total Cash Per Share (mrq),8.89
2,Total Debt (mrq),6.67B
3,Total Debt/Equity (mrq),61.30
4,Current Ratio (mrq),2.02
5,Book Value Per Share (mrq),33.04
,0,1
0,Operating Cash Flow (ttm),1.94B
1,Levered Free Cash Flow (ttm),-111.25M
,0,1
0,Beta (3Y Monthly) ,2.19
1,52-Week Change 3,12.61%
2,S&P500 52-Week Change 3,8.62%
3,52 Week High 3,74.81
4,52 Week Low 3,35.59
5,50-Day Moving Average 3,60.57
6,200-Day Moving Average 3,56.52
,0,1
0,Avg Vol (3 month) 3,3.46M
1,Avg Vol (10 day) 3,2.93M
2,Shares Outstanding 5,303.03M
3,Float ,251.71M
4,% Held by Insiders 1,11.80%
5,% Held by Institutions 1,92.42%
6,"Shares Short (Mar 29, 2019) 4",16.26M
7,"Short Ratio (Mar 29, 2019) 4",4.78
8,"Short % of Float (Mar 29, 2019) 4",6.17%
9,"Short % of Shares Outstanding (Mar 29, 2019) 4",5.37%
10,"Shares Short (prior month Feb 28, 2019) 4",16.71M
,0,1
0,Forward Annual Dividend Rate 4,1
1,Forward Annual Dividend Yield 4,1.73%
2,Trailing Annual Dividend Rate 3,1.00
3,Trailing Annual Dividend Yield 3,1.52%
4,5 Year Average Dividend Yield 4,1.74
5,Payout Ratio 4,N/A
6,Dividend Date 3,"Mar 29, 2019"
7,Ex-Dividend Date 4,"Mar 15, 2019"
8,Last Split Factor (new per old) 2,1/3
9,Last Split Date 3,"Jun 1, 2006"
