,assoc,values
0,they buy,best buy co inc nyse bby stock analysts wedbush lowered q3 2019 earnings per share eps estimates best buy research note issued investors thursday august 23rd .
1,they sell,wedbush analyst m. pachter anticipates technology retailer post earnings per share 1.01 quarter prior estimate 1.02 .
2,they sell,wedbush sell rating 65.00 price target stock .
3,they buy,wedbush also issued estimates best buy q4 2019 earnings 2.36 eps q2 2020 earnings 0.90 eps q4 2020 earnings 2.50 eps .
4,they buy,number analysts also recently commented stock .
5,they buy,zacks investment research downgraded shares best buy buy rating hold rating report thursday .
6,they buy,jefferies financial group began coverage shares best buy report tuesday august 21st .
7,they buy,issued hold rating 79.00 price objective company .
8,they buy,valuengine downgraded shares best buy buy rating hold rating report thursday august 2nd .
9,they buy,morgan stanley reiterated buy rating shares best buy report friday june 8th .
10,they buy,finally loop capital set 85.00 price objective shares best buy gave company buy rating report thursday may 24th .
11,they sell,two research analysts rated stock sell rating twelve assigned hold rating six issued buy rating company stock .
12,they buy,stock consensus rating hold average target price 75.80 .
13,they buy,best buy nyse bby last released quarterly earnings data thursday may 24th .
14,they buy,technology retailer reported 0.82 eps quarter beating zacks consensus estimate 0.74 0.08 .
15,they buy,company revenue 9.11 billion quarter compared consensus estimate 8.75 billion .
16,they buy,best buy net margin 2.39 return equity 36.16 .
17,they buy,best buy quarterly revenue 6.8 year-over-year basis .
18,they buy,quarter prior year firm earned 0.60 eps .
19,they sell,news svp mathew watson sold 457 shares firm stock transaction occurred monday june 11th .
20,they sell,"shares sold average price 72.54 total transaction 33,150.78 ."
21,they buy,"following completion sale senior vice president owns 20,241 shares company valued approximately 1,468,282.14 ."
22,they buy,sale disclosed legal filing securities exchange commission accessed link .
23,they sell,"also insider asheesh saksena sold 18,570 shares firm stock transaction occurred thursday june 14th ."
24,they sell,"stock sold average price 73.69 total transaction 1,368,423.30 ."
25,they buy,"following sale insider owns 77,478 shares company stock valued approximately 5,709,353.82 ."
26,they buy,disclosure sale found .
27,they sell,"insiders sold total 20,252 shares company stock valued 1,485,915 last 90 days ."
28,they buy,insiders 0.75 company stock .
29,they buy,several hedge funds institutional investors recently made changes positions company .
30,they buy,schroder investment management group increased holdings shares best buy 1.1 2nd quarter .
31,they buy,"schroder investment management group owns 65,132 shares technology retailer stock worth 4,884,000 buying additional 725 shares last quarter ."
32,they buy,advisors asset management inc. increased holdings shares best buy 6.4 2nd quarter .
33,they buy,"advisors asset management inc. owns 50,371 shares technology retailer stock worth 3,757,000 buying additional 3,017 shares last quarter ."
34,they buy,mount yale investment advisors llc increased holdings shares best buy 5.0 2nd quarter .
35,they buy,"mount yale investment advisors llc owns 94,566 shares technology retailer stock worth 7,053,000 buying additional 4,501 shares last quarter ."
36,they buy,winton group ltd increased holdings shares best buy 41.7 2nd quarter .
37,they buy,"winton group ltd owns 155,379 shares technology retailer stock worth 11,588,000 buying additional 45,703 shares last quarter ."
38,they buy,finally glenmede trust co. na increased holdings shares best buy 3.5 2nd quarter .
39,they buy,"glenmede trust co. na owns 681,538 shares technology retailer stock worth 50,828,000 buying additional 23,248 shares last quarter ."
40,they buy,institutional investors hedge funds 88.30 company stock .
41,they buy,"keyword best buy nyse bby bby retail/wholesale,08651610 earnings estimates wedbushratings:3,18 nyse bby receive news ratings best buy daily enter email address receive concise daily summary latest news analysts ratings best buy related companies marketbeat.com free daily email newsletter ."
42,they buy,valuengine cut shares best buy nyse bby buy rating hold rating research report released thursday august 2nd .
43,they buy,number equities analysts also commented stock .
44,they buy,zacks investment research lowered shares best buy buy rating hold rating report friday july 20th .
45,they sell,wedbush set 48.00 target price shares best buy gave company sell rating research note sunday may 27th .
46,they buy,morgan stanley restated buy rating shares best buy research note friday june 8th .
47,they buy,wells fargo co set 77.00 target price shares best buy gave company hold rating research note thursday may 24th .
48,they buy,finally loop capital set 85.00 price objective shares best buy gave stock buy rating research note thursday may 24th .
49,they sell,two equities research analysts rated stock sell rating twelve given hold rating six assigned buy rating company .
50,they buy,stock average rating hold consensus price target 75.80 .
51,they buy,shares best buy stock opened 82.08 thursday .
52,they buy,company debt-to-equity ratio 0.23 current ratio 1.27 quick ratio 0.56. best buy twelve month low 51.61 twelve month high 84.37 .
53,they buy,firm market cap 22.93 billion p/e ratio 17.43 price-to-earnings-growth ratio 1.43 beta 0.79 .
54,they buy,best buy nyse bby last issued quarterly earnings data thursday may 24th .
55,they buy,technology retailer reported 0.82 eps quarter topping analysts consensus estimates 0.74 0.08 .
56,they buy,best buy net margin 2.39 return equity 36.16 .
57,they buy,firm revenue 9.11 billion quarter compared analyst estimates 8.75 billion .
58,they buy,quarter previous year business posted 0.60 eps .
59,they buy,firm revenue 6.8 compared quarter last year .
60,they sell,sell-side analysts expect best buy post 5.01 earnings per share current year .
61,they sell,"related news insider asheesh saksena sold 18,570 shares stock transaction occurred thursday june 14th ."
