,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,1/3/2016
1,Total Revenue,"26,259,000","26,232,000","26,487,000","18,338,000"
2,Cost of Revenue,"17,111,000","16,205,000","16,135,000","11,771,000"
3,Gross Profit,"9,148,000","10,027,000","10,352,000","6,567,000"
4,Operating Expenses,,,,
5,Research Development,-,"93,000","120,000","105,000"
6,Selling General and Administrative,"3,068,000","2,655,000","2,995,000","2,152,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"20,179,000","18,953,000","19,250,000","14,028,000"
10,Operating Income or Loss,"6,080,000","7,279,000","7,237,000","4,310,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-17,378,000","-1,749,000","-2,214,000","-3,297,000"
13,Earnings Before Interest and Taxes,"6,080,000","7,279,000","7,237,000","4,310,000"
14,Interest Expense,"-1,288,000","-1,234,000","-1,134,000","-1,321,000"
15,Income Before Tax,"-11,298,000","5,530,000","5,023,000","1,013,000"
16,Income Tax Expense,"-1,006,000","-5,460,000","1,381,000","366,000"
17,Minority Interest,"121,000","213,000","216,000","231,000"
18,Net Income From Continuing Ops,"-10,292,000","10,990,000","3,642,000","647,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-10,229,000","10,999,000","3,632,000","634,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-10,229,000","10,999,000","3,452,000","-266,000"
