,0,1,2,3,4
0,Revenue,8/31/2017,8/31/2016,8/31/2015,8/31/2014
1,Total Revenue,"3,505,100","3,291,300","2,706,700","2,393,500"
2,Cost of Revenue,"2,022,300","1,852,300","1,561,100","1,414,300"
3,Gross Profit,"1,482,800","1,439,000","1,145,600","979,200"
4,Operating Expenses,,,,
5,Research Development,"52,000","47,100","41,100","35,300"
6,Selling General and Administrative,"899,100","885,800","712,600","650,800"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"2,973,400","2,785,200","2,314,800","2,100,400"
10,Operating Income or Loss,"531,700","506,100","391,900","293,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-39,100","-61,500","-48,300","-27,400"
13,Earnings Before Interest and Taxes,"531,700","506,100","391,900","293,100"
14,Interest Expense,"-34,100","-33,300","-32,600","-32,600"
15,Income Before Tax,"492,600","444,600","343,600","265,700"
16,Income Tax Expense,"170,900","153,800","121,500","89,900"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"321,700","290,800","222,100","175,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"321,700","290,800","222,100","175,800"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"321,700","290,400","221,100","174,200"
