,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"226,247,000","201,159,000","184,840,000","157,107,000"
2,Cost of Revenue,"172,401,000","154,148,000","141,454,000","120,081,000"
3,Gross Profit,"53,846,000","47,011,000","43,386,000","37,026,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"34,074,000","29,557,000","28,401,000","24,312,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"208,903,000","185,950,000","171,910,000","146,086,000"
10,Operating Income or Loss,"17,344,000","15,209,000","12,930,000","11,021,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,400,000","-1,186,000","-1,067,000","-790,000"
13,Earnings Before Interest and Taxes,"17,344,000","15,209,000","12,930,000","11,021,000"
14,Interest Expense,"-1,400,000","-1,186,000","-1,067,000","-790,000"
15,Income Before Tax,"15,944,000","14,023,000","11,863,000","10,231,000"
16,Income Tax Expense,"3,562,000","3,200,000","4,790,000","4,363,000"
17,Minority Interest,"1,908,000","4,246,000","1,915,000","1,631,000"
18,Net Income From Continuing Ops,"12,382,000","10,823,000","7,073,000","5,868,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"11,986,000","10,558,000","7,017,000","5,813,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"11,986,000","10,558,000","7,017,000","5,813,000"
