,0,1,2,3,4
0,Revenue,5/31/2018,5/31/2017,5/31/2016,5/31/2015
1,Total Revenue,"36,397,000","34,350,000","32,376,000","30,601,000"
2,Cost of Revenue,"20,441,000","19,038,000","17,405,000","16,534,000"
3,Gross Profit,"15,956,000","15,312,000","14,971,000","14,067,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"11,511,000","10,563,000","10,469,000","9,892,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"31,952,000","29,601,000","27,874,000","26,426,000"
10,Operating Income or Loss,"4,445,000","4,749,000","4,502,000","4,175,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-120,000","137,000","121,000","30,000"
13,Earnings Before Interest and Taxes,"4,445,000","4,749,000","4,502,000","4,175,000"
14,Interest Expense,"-124,000","-86,000","-31,000","-34,000"
15,Income Before Tax,"4,325,000","4,886,000","4,623,000","4,205,000"
16,Income Tax Expense,"2,392,000","646,000","863,000","932,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,933,000","4,240,000","3,760,000","3,273,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,933,000","4,240,000","3,760,000","3,273,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,933,000","4,240,000","3,760,000","3,273,000"
