,assoc,values
0,they sell,company spent 1.83 billion trying sell products last quarter result yielding gross income 1.2 billion .
1,they sell,"officer morse david l sold 36,664 shares company stock transaction recorded february 25th 2019. sale performed average price 35.00 total value 1,283,240. sale deal closes exec vp corning tech ."
2,they sell,"morse david l sold 33,023 shares company stock valued 1,132,514. also chairman ceo president weeks wendell p sold 223,379 shares company stock deal recorded february 14th 2019. shares sold average price 33.77 per share total market value 0. following completion acquisition executive vice president holds 35,701 shares company stock valued 1,203,377. last 6 months insiders changed ownership shares company stock 0.10 ."
3,they buy,4 11 analysts covering stock rated buy 6 maintained hold recommendation corning incorporated stock .
4,they sell,0 analysts assigned sell rating glw stock .
5,they buy,average analysts currently moderate buy recommendation mean rating 3.63. comparison average recommendation month ago moderate buy average rating 3.63. similarly average rating observed 2 months ago moderate buy mean numerical rating 3.63 average rating observed 3 months ago moderate buy mean numerical rating 3.63 .
6,they sell,institutional investors wish sell large number shares certain stock lower liquidity force sell stock slowly longer period time avoid losses due slippage .
7,they sell,52 week range simple technical indicator lists highest lowest price security sold preceding 52 weeks one year .
8,they sell,traders attempt avoid false signals rsi use extreme rsi values buy sell signals rsi readings 80 indicate overbought conditions rsi readings 20 indicate oversold conditions .
9,they sell,"valueworks llc sold 4,787 shares company stock rose 8.16 market ."
10,they buy,"flash market/subway 24/04/2018 corning inc qtrly gaap net sales 2,500 mln vs 2,375 mln 27/05/2018 pgr rts corning yen-denominated sr unscd nts bbb+ 13/03/2018 cafc ppc broadband inc. v. corning optical communications rule 36 judgment appeal 17-1347 2018-03-13 24/04/2018 corning inc company reaffirms outlook strong 2018 since november 6 2018 1 buy 4 insider sales 10.91 million activity ."
11,they sell,"ayers jonathan w sold 47,714 shares worth 9.85m ."
12,they sell,"studer jacqueline sold 3,313 shares worth 666,823 ."
13,they sell,"kingsley lawrence also bought 501,875 worth idexx laboratories inc. nasdaq idxx tuesday february 5. henderson rebecca sold 682,992 worth stock 3,504 shares ."
14,they sell,turned negative 52 investors sold glw shares 296 reduced holdings .
15,they buy,"great west life assurance invested 0.04 534,881 shares ."
16,they buy,illinois-based nuveen asset limited liability corp invested 0.02 corning incorporated nyse glw .
17,they buy,forte lc adv 0.25 invested corning incorporated nyse glw .
18,they sell,"thursday february 14 weeks wendell p sold 7.54m worth corning incorporated nyse glw 223,379 shares ."
19,they sell,"insider mcrae lawrence sold 613,600 ."
20,they sell,"143,071 worth stock sold rieman deborah friday november 16. steverson lewis sold 395,851 worth stock ."
21,they buy,"also increased holding newell brands inc nyse nwl 42,301 shares quarter total 296,241 shares risen stake qualcomm inc nasdaq qcom ."
22,they buy,rating scale 1 means strong buy 2.0 indicated buy .
23,they sell,4.0 sell signals .
24,they sell,however 5.0 strong sell signal .
25,they buy,roa ratio helps investor know profit company relative total invested assets .
26,they buy,investment would net gain analysts return costs increased .
27,they sell,every buyer needs someone sold shares bought must buyer order seller get rid shares .
28,they sell,buy sell enormous chunks .
29,they sell,consensus recommendation stock 2.30. rating scale runs 1 5 5 indicating strong sell 1 indicating strong buy 3 indicating hold .
