,assoc,values
0,they buy,connor clark lunn investment management ltd. bought new position darden restaurants inc. nyse dri 2nd quarter according recent filing securities exchange commission .
1,they buy,"firm bought 5,075 shares restaurant operator stock valued approximately 543,000 ."
2,they sell,institutional investors hedge funds also recently bought sold shares company .
3,they buy,"lord abbett co. llc acquired new stake shares darden restaurants first quarter worth 43,827,000 ."
4,they buy,"mackay shields llc acquired new stake shares darden restaurants first quarter worth 34,898,000 ."
5,they buy,"millennium management llc raised holdings shares darden restaurants 1,999.7 first quarter ."
6,they buy,"millennium management llc owns 329,425 shares restaurant operator stock worth 28,083,000 acquiring additional 313,736 shares period ."
7,they buy,american century companies inc. raised holdings shares darden restaurants 18.6 first quarter .
8,they buy,"american century companies inc. owns 2,002,547 shares restaurant operator stock worth 170,717,000 acquiring additional 313,371 shares period ."
9,they buy,finally scout investments inc. raised holdings shares darden restaurants 313.6 second quarter .
10,they buy,"scout investments inc. owns 384,192 shares restaurant operator stock worth 41,132,000 acquiring additional 291,302 shares period ."
11,they buy,institutional investors 89.48 company stock .
12,they buy,number brokerages recently commented dri .
13,they buy,goldman sachs group upgraded shares darden restaurants neutral rating buy rating raised price objective stock 106.00 130.00 report tuesday .
14,they buy,noted move valuation call .
15,they buy,robert w. baird lowered shares darden restaurants outperform rating neutral rating report monday .
16,they buy,oppenheimer raised target price shares darden restaurants 115.00 130.00 gave company outperform rating research report wednesday september 5th .
17,they buy,stifel nicolaus raised target price shares darden restaurants 115.00 125.00 gave company buy rating research report wednesday september 5th .
18,they buy,finally zacks investment research raised shares darden restaurants hold rating buy rating set 128.00 target price company research report wednesday august 22nd .
19,they buy,ten investment analysts rated stock hold rating sixteen assigned buy rating company .
20,they buy,darden restaurants presently average rating buy consensus target price 112.78 .
21,they buy,darden restaurants nyse dri last announced quarterly earnings data thursday june 21st .
22,they buy,restaurant operator reported 1.39 eps quarter beating analysts consensus estimates 1.35 0.04 .
23,they buy,darden restaurants net margin 7.38 return equity 29.02 .
24,they buy,company revenue 2.13 billion quarter compared consensus estimate 2.13 billion .
25,they buy,quarter last year firm posted 0.99 eps .
26,they buy,company quarterly revenue 10.3 year-over-year basis .
27,they sell,analysts expect darden restaurants inc. post 5.5 earnings per share current year .
28,they sell,"news cfo ricardo cardenas sold 10,666 shares darden restaurants stock transaction dated monday june 25th ."
29,they sell,"shares sold average price 108.86 total value 1,161,100.76 ."
30,they buy,"following completion transaction chief financial officer owns 19,929 shares company stock valued approximately 2,169,470.94 ."
31,they buy,sale disclosed legal filing sec accessible hyperlink .
32,they sell,"also svp douglas j. milanes sold 2,186 shares darden restaurants stock transaction dated monday july 23rd ."
33,they sell,"shares sold average price 111.06 total transaction 242,777.16 ."
34,they buy,"following completion transaction senior vice president directly owns 792 shares company stock valued approximately 87,959.52 ."
35,they buy,disclosure sale found .
36,they sell,"last three months insiders sold 182,236 shares company stock valued 19,609,826 ."
37,they buy,insiders 0.65 company stock .
