,assoc,values
0,they buy,bidaskclub raised mondelez international hold rating buy rating report tuesday july 10th .
1,they sell,zacks investment research lowered mondelez international hold rating sell rating report tuesday july 17th .
2,they buy,dz bank raised mondelez international hold rating buy rating report friday july 27th .
3,they sell,finally valuengine lowered mondelez international hold rating sell rating report tuesday july 24th .
4,they sell,one research analyst rated stock sell rating six assigned hold rating ten given buy rating stock .
5,they buy,mondelez international currently average rating buy consensus price target 49.21 .
6,they sell,"mondelez international news evp maurizio brusadelli sold 7,381 shares business stock transaction friday september 14th ."
7,they sell,"stock sold average price 43.74 total transaction 322,844.94 ."
8,they sell,"also evp daniel p. myers sold 27,963 shares business stock transaction wednesday september 12th ."
9,they sell,"stock sold average price 43.44 total value 1,214,712.72 ."
10,they sell,several institutional investors hedge funds also recently bought sold shares stock .
11,they sell,"mondelez international news evp daniel p. myers sold 27,963 shares business stock transaction dated wednesday september 12th ."
12,they sell,"stock sold average price 43.44 total value 1,214,712.72 ."
13,they sell,"also evp maurizio brusadelli sold 7,381 shares business stock transaction dated friday september 14th ."
14,they sell,"stock sold average price 43.74 total value 322,844.94 ."
15,they buy,ubs group set 51.00 price objective mondelez international gave company buy rating research note monday september 24th .
16,they buy,credit suisse group set 48.00 target price mondelez international gave stock buy rating research report thursday september 6th .
17,they sell,finally bidaskclub raised mondelez international sell rating hold rating research note saturday september 8th .
18,they sell,one research analyst rated stock sell rating six assigned hold rating ten issued buy rating company .
19,they buy,mondelez international consensus rating buy average price target 49.21 .
20,they buy,"7,071 shares ionis pharmaceuticals inc ions acquired atria investments llc american water works company inc nyse awk shares bought aperio group llc true private wealth advisors acquired new stake shares mondelez international inc nasdaq mdlz third quarter according recent form 13f filing securities exchange commission ."
21,they buy,lindsell train ltd increased stake mondelez international 9.0 2nd quarter .
22,they buy,caisse de depot et placement du quebec increased stake mondelez international 10.5 2nd quarter .
23,they buy,"finally putnam investments llc increased stake mondelez international 4,043.6 2nd quarter ."
24,they sell,"related news evp daniel p. myers sold 27,963 shares mondelez international stock transaction occurred wednesday september 12th ."
25,they sell,"stock sold average price 43.44 total transaction 1,214,712.72 ."
26,they sell,"also evp maurizio brusadelli sold 7,381 shares mondelez international stock transaction occurred friday september 14th ."
27,they sell,"shares sold average price 43.74 total value 322,844.94 ."
28,they sell,bidaskclub raised mondelez international sell rating hold rating research note saturday september 8th .
29,they buy,ubs group set 51.00 price target mondelez international gave stock buy rating research note monday september 24th .
30,they sell,finally zacks investment research cut mondelez international hold rating sell rating research note tuesday july 17th .
31,they sell,one investment analyst rated stock sell rating six issued hold rating ten given buy rating company .
32,they buy,stock presently consensus rating buy consensus price target 49.21 .
33,they buy,"nicola wealth management ltd. bought new position shares mondelez international first quarter valued approximately 363,000 ."
34,they sell,"news evp daniel p. myers sold 27,963 shares business stock transaction occurred wednesday september 12th ."
35,they sell,"stock sold average price 43.44 total value 1,214,712.72 ."
36,they sell,"also evp maurizio brusadelli sold 7,381 shares business stock transaction occurred friday september 14th ."
37,they sell,"stock sold average price 43.74 total value 322,844.94 ."
38,they sell,bidaskclub raised mondelez international sell rating hold rating report saturday september 8th .
39,they buy,ubs group set 51.00 price target mondelez international gave stock buy rating research note monday september 24th .
40,they sell,finally zacks investment research downgraded mondelez international hold rating sell rating report tuesday july 17th .
41,they sell,one investment analyst rated stock sell rating six issued hold rating ten assigned buy rating company .
42,they buy,mondelez international presently average rating buy average target price 49.21 .
43,they sell,number hedge funds also recently bought sold shares mdlz .
44,they buy,beck mack oliver llc increased holdings mondelez international 19.1 2nd quarter .
45,they sell,group sell-side analysts anticipate mondelez international inc post 2.43 earnings per share current fiscal year .
46,they sell,"related news evp maurizio brusadelli sold 7,381 shares company stock transaction friday september 14th ."
47,they sell,"stock sold average price 43.74 total transaction 322,844.94 ."
48,they sell,"also evp daniel p. myers sold 27,963 shares company stock transaction wednesday september 12th ."
49,they sell,"stock sold average price 43.44 total value 1,214,712.72 ."
50,they buy,bidaskclub upgraded mondelez international hold rating buy rating report tuesday july 10th .
51,they sell,valuengine raised mondelez international sell rating hold rating research note saturday july 14th .
52,they sell,zacks investment research downgraded mondelez international hold rating sell rating research report tuesday july 17th .
53,they sell,one equities research analyst rated stock sell rating six issued hold rating ten issued buy rating company .
54,they buy,stock currently average rating buy average price target 49.21 .
55,they sell,"bitquark reaches market cap 20,115.00 btq envision healthcare corp nyse evhc shares sold xr securities llc handle volatility mondelez international inc. nasdaq mdlz stock watch ."
56,they sell,average consensus rating company 2 scale 5 equates unanimous sell rating .
57,they buy,short mean analyst recommendations calling stock buy .
58,they sell,09/12/2018 myers daniel p. evp integrated supply chain sold 27.96 thousand shares price per share 43.44 .
59,they sell,trian fund management l.p. performs director job sold 18.19 million shares 793.31 million .
60,they sell,ky skyscr adsbygoogle window.adsbygoogle .push technicals front mondelez international inc. nasdaq mdlz overall 72 sell rating .
61,they sell,stock also flashing sell barchart trendspotter trading system .
62,they sell,traders hoping speculate mdlz short-term trajectory know short terms indicators stock averaged 60 sell average daily trading volume past 20 days 6945470 shares .
63,they sell,mdlz stock overall 1 sell signal considering medium term indicators 50-day average daily volume remained almost 6334486 shares .
64,they sell,also worth noting stock whose average daily volume 100 days prior writing 6766640 shares 33 sell basis long term indicators .
65,they sell,09/12/2018 myers daniel p. evp integrated supply chain sold 27.96 thousand shares price per share 43.44 .
66,they sell,trian fund management l.p. performs director job sold 18.19 million shares 793.31 million .
67,they buy,analysts morgan stanley assumed coverage mondelez international inc. nasdaq mdlz equal-weight recommendation according opinion released september 17. consumer edge research analysts downgraded rating mdlz stock outperform neutral separate flash note investors may 21. analysts societe generale issued upgrade hold buy stock research note dated back february 02 .
68,they sell,average consensus rating company 2 scale 5 equates unanimous sell rating .
69,they buy,short mean analyst recommendations calling stock buy .
70,they sell,drop might tempting investor sell point fact would prove short-sighted mistake sell-side analysts think almost 35.72 gain yet come shareholders .
71,they buy,turn street general positives still outweigh negatives see mondelez international inc. mdlz buy 2 analyst consensus rating .
72,they buy,current time stock 14 buy 4 hold ratings .
73,they sell,scale 1-5 1 means strong buy 5 means strong sell .
74,they sell,"nelms david w executive chairman sold 30,000 shares discover financial services nyse dfs exchange happened october 1st 2018. stock sold average price 77.16 per share amounting transaction worth 2,314,800 ."
75,they sell,"consumer banking minetti carlos sold 3,750 shares stock transaction took place october 1st 2018. stock sold average price 77.26 per share total exchange amounting 289,725 ."
76,they sell,according composite indicator trendspotter rated mdlz stock sell .
77,they sell,"short-term mondelez international inc. mdlz 20-day average volume 6,826,380 shares short-term indicators sets mdlz stock 60 sell average basis ."
78,they sell,"medium-term mdlz stock 50-day average volume 6,272,526 shares medium-term indicators gave average rating 50 sell long-term period fb stock 100-day average volume 6,761,041 shares ."
79,they sell,average long-term indicators rated stock 33 sell .
80,they sell,overall picture short medium long-term indicators sets mdlz stock 56 sell average basis .
81,they buy,morgan stanley example resumed rating shares mondelez international inc. equal-weight setting 47 price target shares company stock according research note monday september 17th 2018. giving stock neutral outperform rating stated research report monday may 21st 2018. societe generale hand upgrade hold buy rating stock research note dated friday february 2nd 2018 .
82,they sell,meantime 15 new institutions bought shares mondelez international inc. first time 4 institutions sold holdings company common stock .
83,they buy,73 institutions increased investment mdlz stock 58 institutions decreased investment mondelez international inc. mdlz stock last quarter .
84,they buy,bidaskclub upgraded shares mondelez international hold rating buy rating report tuesday july 10th .
85,they sell,zacks investment research lowered shares mondelez international hold rating sell rating report tuesday july 17th .
86,they buy,dz bank upgraded shares mondelez international hold rating buy rating report friday july 27th .
87,they sell,finally valuengine lowered shares mondelez international hold rating sell rating research note tuesday july 24th .
88,they sell,one investment analyst rated stock sell rating six given hold rating ten given buy rating company stock .
89,they buy,stock consensus rating buy average target price 49.21 .
90,they sell,"mondelez international news evp maurizio brusadelli sold 7,381 shares mondelez international stock transaction friday september 14th ."
91,they sell,"shares sold average price 43.74 total value 322,844.94 ."
92,they sell,"also evp daniel p. myers sold 27,963 shares mondelez international stock transaction wednesday september 12th ."
93,they sell,"stock sold average price 43.44 total transaction 1,214,712.72 ."
94,they buy,bidaskclub upgraded shares mondelez international hold rating buy rating report tuesday july 10th .
95,they sell,zacks investment research lowered shares mondelez international hold rating sell rating report tuesday july 17th .
96,they buy,dz bank upgraded shares mondelez international hold rating buy rating report friday july 27th .
97,they sell,finally valuengine lowered shares mondelez international hold rating sell rating research note tuesday july 24th .
98,they sell,one investment analyst rated stock sell rating six given hold rating ten given buy rating company stock .
99,they buy,stock consensus rating buy average target price 49.21 .
100,they sell,"mondelez international news evp daniel p. myers sold 27,963 shares mondelez international stock transaction wednesday september 12th ."
101,they sell,"shares sold average price 43.44 total value 1,214,712.72 ."
102,they sell,"also evp maurizio brusadelli sold 7,381 shares firm stock transaction friday september 14th ."
103,they sell,"shares sold average price 43.74 total value 322,844.94 ."
104,they buy,citizens financial group cfg price target cut 45.00 chubb ltd nyse cb position raised nisa investment advisors llc bank montreal increased position mondelez international inc nasdaq mdlz 23.8 3rd quarter according recent filing securities exchange commission sec .
105,they buy,"quad cities investment group llc bought new stake mondelez international second quarter valued 111,000 ."
106,they sell,"related news evp daniel p. myers sold 27,963 shares firm stock transaction dated wednesday september 12th ."
107,they sell,"shares sold average price 43.44 total transaction 1,214,712.72 ."
108,they sell,"also evp maurizio brusadelli sold 7,381 shares firm stock transaction dated friday september 14th ."
109,they sell,"stock sold average price 43.74 total transaction 322,844.94 ."
110,they buy,bidaskclub lowered shares mondelez international buy rating hold rating research report thursday july 26th .
111,they buy,dz bank upgraded shares mondelez international hold rating buy rating research report friday july 27th .
112,they buy,ubs group upped target price shares mondelez international 50.00 51.00 gave stock buy rating research report thursday july 26th .
113,they sell,valuengine raised shares mondelez international sell rating hold rating research note saturday july 14th .
114,they buy,finally credit suisse group set 48.00 price target shares mondelez international gave stock buy rating research note thursday september 6th .
115,they sell,one investment analyst rated stock sell rating six issued hold rating ten assigned buy rating stock .
116,they buy,stock average rating buy average target price 49.21 .
117,they buy,"oppenheimer equities analysts boost earnings estimates blackstone group lp bx adams asset advisors llc invests 493,000 celgene co. celg stock st germain j co. inc. bought new stake mondelez international inc nasdaq mdlz third quarter according company recent form 13f filing securities exchange commission ."
118,they buy,"firm bought 4,830 shares company stock valued approximately 207,000 ."
119,they sell,bidaskclub raised shares mondelez international sell rating hold rating report saturday september 8th .
120,they buy,ubs group set 51.00 price target shares mondelez international gave company buy rating report monday september 24th .
121,they sell,finally zacks investment research lowered shares mondelez international hold rating sell rating report tuesday july 17th .
122,they sell,one equities research analyst rated stock sell rating six assigned hold rating ten issued buy rating company .
123,they buy,company average rating buy average price target 49.21 .
124,they sell,"mondelez international news evp daniel p. myers sold 27,963 shares firm stock transaction wednesday september 12th ."
125,they sell,"shares sold average price 43.44 total transaction 1,214,712.72 ."
126,they sell,"also evp maurizio brusadelli sold 7,381 shares firm stock transaction friday september 14th ."
127,they sell,"stock sold average price 43.74 total transaction 322,844.94 ."
128,they sell,number hedge funds institutional investors also bought sold shares stock .
129,they buy,"investec asset management pty ltd bought new stake mondelez international 2nd quarter valued 1,529,000 ."
130,they sell,"related news evp maurizio brusadelli sold 7,381 shares stock transaction friday september 14th ."
131,they sell,"stock sold average price 43.74 total transaction 322,844.94 ."
132,they sell,"also evp daniel p. myers sold 27,963 shares stock transaction wednesday september 12th ."
133,they sell,"shares sold average price 43.44 total value 1,214,712.72 ."
134,they buy,ubs group set 51.00 price objective mondelez international gave company buy rating research note monday september 24th .
