,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"11,692,713","8,830,669","6,779,511","5,504,656"
2,Cost of Revenue,"7,659,666","6,029,901","4,591,476","3,752,760"
3,Gross Profit,"4,033,047","2,800,768","2,188,035","1,751,896"
4,Operating Expenses,,,,
5,Research Development,"1,052,778","852,098","650,788","472,321"
6,Selling General and Administrative,"2,141,590","1,568,877","1,231,421","876,927"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"10,854,034","8,450,876","6,473,685","5,102,008"
10,Operating Income or Loss,"838,679","379,793","305,826","402,648"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-353,358","-119,286","-163,941","-53,279"
13,Earnings Before Interest and Taxes,"838,679","379,793","305,826","402,648"
14,Interest Expense,"-238,204","-150,114","-132,716","-50,219"
15,Income Before Tax,"485,321","260,507","141,885","349,369"
16,Income Tax Expense,"-73,608","73,829","19,244","82,570"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"558,929","186,678","122,641","266,799"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"558,929","186,678","122,641","266,799"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"558,929","186,678","122,641","266,799"
