,Earnings Estimate,Current Qtr. (Aug 2018),Next Qtr. (Nov 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,21.0,17.0,14.0,25.0
1,Avg. Estimate,17.85,11.96,49.98,56.77
2,Low Estimate,16.75,10.53,49.38,49.48
3,High Estimate,18.56,12.64,51.05,59.33
4,Year Ago EPS,15.27,10.0,44.07,49.98
,Revenue Estimate,Current Qtr. (Aug 2018),Next Qtr. (Nov 2018),Current Year (2018),Next Year (2019)
0,No. of Analysts,16,14,21,23
1,Avg. Estimate,3.59B,2.64B,11.25B,11.69B
2,Low Estimate,3.52B,2.58B,11.11B,11.29B
3,High Estimate,3.66B,2.69B,11.34B,11.99B
4,Year Ago Sales,3.51B,2.59B,10.89B,11.25B
5,Sales Growth (year/est),2.20%,1.90%,3.30%,4.00%
,Earnings History,8/30/2017,11/29/2017,2/27/2018,5/30/2018
0,EPS Est.,15.11,9.81,8.93,12.94
1,EPS Actual,15.27,10,8.47,13.42
2,Difference,0.16,0.19,-0.46,0.48
3,Surprise %,1.10%,1.90%,-5.20%,3.70%
,EPS Trend,Current Qtr. (Aug 2018),Next Qtr. (Nov 2018),Current Year (2018),Next Year (2019)
0,Current Estimate,17.85,11.96,49.98,56.77
1,7 Days Ago,17.85,11.96,49.98,56.66
2,30 Days Ago,17.84,11.93,49.93,56.63
3,60 Days Ago,17.81,11.9,49.93,56.53
4,90 Days Ago,17.77,11.85,49.88,56.47
,EPS Revisions,Current Qtr. (Aug 2018),Next Qtr. (Nov 2018),Current Year (2018),Next Year (2019)
0,Up Last 7 Days,N/A,N/A,1,2
1,Up Last 30 Days,1,1,2,3
2,Down Last 7 Days,N/A,N/A,N/A,N/A
3,Down Last 30 Days,N/A,N/A,N/A,N/A
,Growth Estimates,AZO,Industry,Sector,S&P 500
0,Current Qtr.,16.90%,N/A,N/A,0.47
1,Next Qtr.,19.60%,N/A,N/A,0.46
2,Current Year,13.40%,N/A,N/A,0.22
3,Next Year,13.60%,N/A,N/A,0.10
4,Next 5 Years (per annum),11.33%,N/A,N/A,0.11
5,Past 5 Years (per annum),9.90%,N/A,N/A,N/A
