,0,1
0,Market Cap (intraday) 5,963.33B
1,Enterprise Value 3,991.63B
2,Trailing P/E ,16.86
3,Forward P/E 1,15.96
4,PEG Ratio (5 yr expected) 1,1.40
5,Price/Sales (ttm),3.68
6,Price/Book (mrq),8.20
7,Enterprise Value/Revenue 3,3.79
8,Enterprise Value/EBITDA 6,12.47
,0,1
0,Fiscal Year Ends ,"Sep 29, 2018"
1,Most Recent Quarter (mrq),"Dec 29, 2018"
,0,1
0,Profit Margin ,22.72%
1,Operating Margin (ttm),25.98%
,0,1
0,Return on Assets (ttm),10.89%
1,Return on Equity (ttm),46.05%
,0,1
0,Revenue (ttm),261.61B
1,Revenue Per Share (ttm),53.82
2,Quarterly Revenue Growth (yoy),-4.50%
3,Gross Profit (ttm),101.84B
4,EBITDA ,79.52B
5,Net Income Avi to Common (ttm),59.43B
6,Diluted EPS (ttm),12.12
7,Quarterly Earnings Growth (yoy),-0.50%
,0,1
0,Total Cash (mrq),86.43B
1,Total Cash Per Share (mrq),18.33
2,Total Debt (mrq),114.73B
3,Total Debt/Equity (mrq),97.32
4,Current Ratio (mrq),1.30
5,Book Value Per Share (mrq),24.92
,0,1
0,Operating Cash Flow (ttm),75.83B
1,Levered Free Cash Flow (ttm),45.14B
,0,1
0,Beta (3Y Monthly) ,0.91
1,52-Week Change 3,24.22%
2,S&P500 52-Week Change 3,10.50%
3,52 Week High 3,233.47
4,52 Week Low 3,142.00
5,50-Day Moving Average 3,194.37
6,200-Day Moving Average 3,182.22
,0,1
0,Avg Vol (3 month) 3,27.47M
1,Avg Vol (10 day) 3,20.28M
2,Shares Outstanding 5,4.72B
3,Float ,4.46B
4,% Held by Insiders 1,0.07%
5,% Held by Institutions 1,60.95%
6,"Shares Short (Apr 15, 2019) 4",61M
7,"Short Ratio (Apr 15, 2019) 4",2.06
8,"Short % of Float (Apr 15, 2019) 4",1.29%
9,"Short % of Shares Outstanding (Apr 15, 2019) 4",1.29%
10,"Shares Short (prior month Mar 15, 2019) 4",72.75M
,0,1
0,Forward Annual Dividend Rate 4,2.92
1,Forward Annual Dividend Yield 4,1.54%
2,Trailing Annual Dividend Rate 3,2.82
3,Trailing Annual Dividend Yield 3,1.37%
4,5 Year Average Dividend Yield 4,1.69
5,Payout Ratio 4,23.11%
6,Dividend Date 3,"Feb 14, 2019"
7,Ex-Dividend Date 4,"Feb 8, 2019"
8,Last Split Factor (new per old) 2,1/7
9,Last Split Date 3,"Jun 9, 2014"
