,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"8,047,000","6,641,000","5,762,000","5,817,000"
2,Cost of Revenue,"4,617,000","3,790,000","3,324,000","3,308,000"
3,Gross Profit,"3,430,000","2,851,000","2,438,000","2,509,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,038,000","903,000","719,000","714,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,963,000","4,952,000","4,298,000","4,290,000"
10,Operating Income or Loss,"2,084,000","1,689,000","1,464,000","1,527,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-608,000","-641,000","-555,000","-564,000"
13,Earnings Before Interest and Taxes,"2,084,000","1,689,000","1,464,000","1,527,000"
14,Interest Expense,"-481,000","-410,000","-410,000","-446,000"
15,Income Before Tax,"1,476,000","1,048,000","909,000","963,000"
16,Income Tax Expense,"380,000","-298,000","343,000","378,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,096,000","1,346,000","566,000","585,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,096,000","1,346,000","566,000","585,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,096,000","1,346,000","566,000","585,000"
