,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"9,998,000","9,409,000","9,480,000","12,019,000"
2,Cost of Revenue,"5,790,000","5,687,000","5,605,000","7,014,000"
3,Gross Profit,"4,208,000","3,722,000","3,875,000","5,005,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,854,000","1,765,000","1,775,000","3,030,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"8,366,000","7,771,000","7,717,000","10,044,000"
10,Operating Income or Loss,"1,632,000","1,638,000","1,763,000","1,975,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-947,000","-237,000","-335,000","-210,000"
13,Earnings Before Interest and Taxes,"1,632,000","1,638,000","1,763,000","1,975,000"
14,Interest Expense,"-282,000","-282,000","-273,000","-255,000"
15,Income Before Tax,"685,000","1,401,000","1,428,000","1,765,000"
16,Income Tax Expense,"250,000","148,000","175,000","334,000"
17,Minority Interest,"65,000","57,000","57,000","60,000"
18,Net Income From Continuing Ops,"435,000","1,253,000","1,253,000","1,431,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"828,000","177,000","169,000","169,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,226,000","1,396,000","1,385,000","1,397,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,226,000","1,396,000","1,385,000","1,397,000"
