,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,12/26/2015
1,Total Revenue,"70,848,000","62,761,000","59,387,000","55,355,000"
2,Cost of Revenue,"27,111,000","23,608,000","22,767,000","20,676,000"
3,Gross Profit,"43,737,000","39,153,000","36,620,000","34,679,000"
4,Operating Expenses,,,,
5,Research Development,"13,543,000","13,035,000","12,685,000","12,128,000"
6,Selling General and Administrative,"6,750,000","7,566,000","8,636,000","7,930,000"
7,Non Recurring,-,-,-,-
8,Others,"-72,000","-72,000","-72,000","-72,000"
9,Total Operating Expenses,"47,532,000","44,386,000","44,382,000","40,999,000"
10,Operating Income or Loss,"23,316,000","18,375,000","15,005,000","14,356,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"73,000","1,977,000","-2,069,000","-144,000"
13,Earnings Before Interest and Taxes,"23,316,000","18,375,000","15,005,000","14,356,000"
14,Interest Expense,"-459,000","-637,000","-725,000","-345,000"
15,Income Before Tax,"23,317,000","20,352,000","12,936,000","14,212,000"
16,Income Tax Expense,"2,264,000","10,751,000","2,620,000","2,792,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"21,053,000","9,601,000","10,316,000","11,420,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"21,053,000","9,601,000","10,316,000","11,420,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"21,053,000","9,601,000","10,316,000","11,420,000"
