,assoc,values
0,they buy,q4 2018 big money sentiment increased 1.26. change 0.06 2018q3 1.2 .
1,they sell,62 investors sold 121 reduced holdings lululemon athletica inc. ratio increased .
2,they buy,massachusetts-based fmr limited liability invested 0.31 lululemon athletica inc. nasdaq lulu .
3,they buy,"moreover gideon capital advisors inc 0.13 invested lululemon athletica inc. nasdaq lulu 2,713 shs ."
4,they buy,whittier tru nevada invested 0 lululemon athletica inc. nasdaq lulu .
5,they buy,"axiom international investors lc de invested 0.02 3,904 shs ."
6,they buy,"moreover quantitative systematic strategies ltd company 0.07 invested lululemon athletica inc. nasdaq lulu 2,472 shs ."
7,they buy,majesty queen right province alberta represented alberta inv management 0.02 invested lululemon athletica inc. nasdaq lulu .
8,they sell,total analysts 16 positions lululemon athletica nasdaq lulu follows 13 rated buy 0 sell 3 hold .
9,they buy,monday december 17 firm earned buy rating stifel nicolaus .
10,they buy,wednesday october 24 canaccord genuity upgraded lululemon athletica inc. nasdaq lulu buy rating .
11,they buy,monday december 3 stock lululemon athletica inc. nasdaq lulu earned buy rating partners .
12,they buy,wednesday december 12 firm buy rating given citigroup .
13,they buy,wednesday january 9 firm buy rating given buckingham research .
14,they sell,"15/03/2019 broker bidaskscore rating sell downgrade12/03/2019 broker robert w. baird rating buy new target 170 maintain06/03/2019 broker bank america rating buy new target 172 maintain19/02/2019 broker nomura old rating buy new rating neutral new target 157 downgrade09/01/2019 broker buckingham research old rating neutral new rating buy upgrade02/01/2019 broker wells fargo old rating outperform new rating outperform old target 200 new target 175 maintain17/12/2018 broker stifel nicolaus old rating hold new rating buy new target 151 upgrade12/12/2018 broker citigroup old rating neutral new rating buy new target 152 upgrade07/12/2018 broker credit suisse old rating outperform new rating outperform old target 164 new target 170 maintain07/12/2018 broker morgan stanley old rating equal-weight new rating equal-weight old target 133 new target 138 maintain lulu reaching 145.21 last trading session increased 0.61 .currently lululemon athletica inc. uptrending 82.35 change last march 19 2018. lulu 446,709 shares volume ."
15,they buy,titles follows lululemon lulu poised beat q3 earnings estimates nasdaq brought november 28 2018 forget armour uaa lululemon lulu stock looks like strong buy nasdaq october 30 2018 thereâ€™s world qcom stock better buy apple stock investorplace.com publish date march 18 2019 zacks analyst blog highlights jazz pharmaceuticals lululemon athletica abiomed dexcom nasdaq last 5 athletic stocks deserve attention right nasdaq publication date march 12 2019 .
16,they sell,bidaskclub cut shares lululemon athletica nasdaq lulu hold rating sell rating report published friday .
17,they buy,buckingham research raised lululemon athletica neutral rating buy rating research note wednesday january 9th .
18,they buy,mkm partners set 177.00 price target lululemon athletica gave stock buy rating research note sunday december 9th .
19,they buy,cowen set 185.00 price target lululemon athletica gave stock buy rating research note tuesday december 11th .
20,they buy,finally citigroup raised lululemon athletica neutral rating buy rating set 152.00 price target stock research note wednesday december 12th .
21,they sell,one analyst rated stock sell rating eight issued hold rating twenty-five given buy rating one given strong buy rating company .
22,they buy,lululemon athletica presently consensus rating buy average target price 160.94 .
23,they sell,"related news major shareholder dennis j. wilson sold 444,389 shares firm stock transaction dated tuesday january 15th ."
24,they sell,"stock sold average price 140.39 total transaction 62,387,771.71 ."
25,they sell,"also major shareholder dennis j. wilson sold 847,000 shares firm stock transaction dated wednesday january 9th ."
26,they sell,"shares sold average price 136.53 total value 115,640,910.00 ."
27,they sell,"last quarter insiders sold 2,914,928 shares company stock worth 414,622,960 ."
28,they sell,"keyword lululemon athletica nasdaq lulu lulu consumer discretionary downgrade bidaskclubratings:4,32 nasdaq lulu receive news ratings lululemon athletica daily enter email address receive concise daily summary latest news analysts ratings lululemon athletica related companies marketbeat.com free daily email newsletter ."
29,they buy,bidaskclub downgrades mgp ingredients mgpi buy grandeur peak global advisors llc increased stake lululemon athletica inc lulu 27.3 based latest 2018q4 regulatory filing sec .
30,they buy,"grandeur peak global advisors llc bought 67,671 shares company stock rose 14.57 market ."
31,they buy,stock increased 1.75 2.54 last trading session reaching 144.33 .
32,they sell,"tanaka capital management inc sold 25,928 shares company stock rose 13.13 market ."
33,they buy,stock increased 1.89 0.27 last trading session reaching 16.65 .
34,they buy,investors sentiment increased 1.26 2018 q4 .
35,they sell,improved 62 investors sold lulu shares 121 reduced holdings .
36,they buy,tocqueville asset management limited partnership invested 0.01 lululemon athletica inc. nasdaq lulu .
37,they sell,"cim llc sold 2,511 shares company stock rose 14.57 market ."
38,they buy,stock increased 1.31 1.86 last trading session reaching 143.65 .
39,they sell,"thompson investment management inc sold 9,181 shares company stock rose 5.28 market ."
40,they buy,stock increased 1.47 0.72 last trading session reaching 49.88 .
41,they buy,historical zion news 23/04/2018 zions bancorp tangible book value per common share increased 30.76 march 31 2018 12/04/2018 zions bancorp zion.o bernstein raises target price 61 58 23/04/2018 zions bancorp 1q net 231m 23/04/2018 zions bancorp basel lll common equity tier 1 cet1 capital 6.3 billion march 31 2018 14/05/2018 zions banc presenting barclays conference tomorrow 05/04/2018 government review zions bid shed systemically important tag 09/05/2018 zions banc presenting conference may 15 25/05/2018 zions banc presenting deutsche bank conference may 30 23/04/2018 zions banc closes 50-day moving average technicals 10/04/2018 zions bancorp says april 05 terms plan merger co merged unit unit continuing surviving entity notable recent lululemon athletica inc. nasdaq lulu news published nasdaq.com released notable friday option activity enta lulu cbrl nasdaq march 08 2019 also nasdaq.com article lululemon lulu poised beat q3 earnings estimates nasdaq published november 28 2018 streetinsider.com published lululemon athletica lulu gains naming nick foles men line ambassador streetinsider.com march 11 2019. interesting news lululemon athletica inc. nasdaq lulu released nasdaq.com article lululemon athletica lulu stock outpacing consumer discretionary peers year nasdaq published march 08 2019 well nasdaq.com news article titled lululemon athletica lulu outperforming consumer discretionary stocks year nasdaq publication date february 18 2019 .
42,they buy,investors sentiment increased 1.26 q4 2018.
43,they sell,increased 62 investors sold lulu shares 121 reduced holdings .
44,they buy,vident inv advisory limited liability invested 0.04 portfolio lululemon athletica inc. nasdaq lulu .
45,they buy,bnp paribas arbitrage 0 invested lululemon athletica inc. nasdaq lulu .
46,they buy,"also increased holding masco corp com nyse mas 13,791 shares quarter total 162,567 shares risen stake infineon technologies ag spons ."
47,they sell,"cim llc sold 2,511 shares company stock rose 14.57 market ."
48,they buy,stock increased 1.10 1.57 last trading session reaching 143.35 .
49,they sell,"monday december 3 insider chong david cheung hyen sold 53,305 ."
50,they buy,fact recommended entry alongside buy athletics giant nike nyse nke late january .
51,they sell,technical scale tipped favor shorting lulu stock recommendation sell short shares today .
52,they buy,shellback capital lp increased stake lululemon athletica inc lulu 7.41 based latest 2018q4 regulatory filing sec .
53,they buy,"shellback capital lp bought 10,000 shares company stock rose 14.57 market ."
54,they sell,historical lulu news 04/04/2018 vp burgoyne disposes 100 lululemon athletica inc 14/05/2018 bluemountain adds lululemon exits changyou.com 13f 27/03/2018 lululemon 4q eps 88c 16/04/2018 lululemon nabs new cfo vf corp 16/04/2018 athletic apparel maker lululemon names patrick guido cfo 16/04/2018 lululemon athletica inc lulu.o jp morgan raises target price 107 95 16/04/2018 lululemon appoints patrick guido new cfo marketwatch 27/03/2018 lululemon 4q rev 928.8m 27/03/2018 lululemon sees fy rev 2.99b- 3.02b 16/04/2018 lululemon athletica names patrick guido chief financial officer notable recent lululemon athletica inc. nasdaq lulu news published nasdaq.com released lululemon lulu outpaces stock market gains know nasdaq march 11 2019 also seekingalpha.com article lululemon sold seeking alpha published december 20 2018 nasdaq.com published nasdaq 100 movers ea ntes nasdaq february 19 2019. interesting news lululemon athletica inc. nasdaq lulu released nasdaq.com article notable tuesday option activity lulu ospn stmp nasdaq published february 19 2019 well nasdaq.com news article titled lululemon lulu poised beat q3 earnings estimates nasdaq publication date november 28 2018 .
55,they buy,investors sentiment increased 1.26 q4 2018.
56,they sell,improved 62 investors sold lulu shares 121 reduced holdings .
57,they buy,"avalon glob asset limited liability company invested 50,830 shares 3.75 stock ."
58,they buy,axiom investors limited com de invested 0.02 lululemon athletica inc. nasdaq lulu .
59,they buy,livforsakringsbolaget skandia omsesidigt invested 0.02 921 shares .
60,they buy,manchester cap limited liability company owns 0 invested lululemon athletica inc. nasdaq lulu 100 shares .
61,they buy,pennsylvania-based mycio wealth prtnrs limited liability co invested 0.03 lululemon athletica inc. nasdaq lulu .
62,they buy,"jennison associates llc bought new position lululemon athletica fourth quarter valued approximately 314,834,000 ."
63,they buy,cowen set 185.00 price target shares lululemon athletica gave company buy rating research note tuesday december 11th .
64,they buy,mkm partners set 177.00 price target shares lululemon athletica gave company buy rating research note sunday december 9th .
65,they buy,guggenheim reissued buy rating issued 165.00 price objective shares lululemon athletica research report thursday december 6th .
66,they buy,valuengine lowered shares lululemon athletica strong-buy rating buy rating research report wednesday november 21st .
67,they buy,finally canaccord genuity set 161.00 price objective shares lululemon athletica gave stock buy rating research report saturday december 8th .
68,they sell,one equities research analyst rated stock sell rating eight given hold rating twenty-five assigned buy rating one assigned strong buy rating company stock .
69,they buy,stock currently average rating buy average price target 160.94 .
70,they sell,"news major shareholder dennis j. wilson sold 444,389 shares company stock transaction occurred tuesday january 15th ."
71,they sell,"stock sold average price 140.39 total value 62,387,771.71 ."
72,they sell,"also major shareholder dennis j. wilson sold 244,539 shares stock transaction occurred monday january 28th ."
73,they sell,"shares sold average price 149.83 total transaction 36,639,278.37 ."
74,they sell,"insiders sold 2,914,928 shares company stock valued 414,622,960 last ninety days ."
75,they buy,roku inc roku stake raised quinn opportunity partners llc avalon global asset management llc increased stake lululemon athletica inc lulu 12.96 based latest 2018q4 regulatory filing sec .
76,they buy,"avalon global asset management llc bought 5,830 shares company stock rose 14.57 market ."
77,they buy,historical lulu news 27/03/2018 lululemon sales profits rise ceo search continues 27/04/2018 lululemon rises 10 days longest streak since ipo 27/03/2018 lululemon 4q eps 88c 15/05/2018 squarepoint ops adds garmin exits ibm buys lululemon 13f 26/04/2018 lululemon rises 9 days tied longest rally 27/03/2018 lululemon athletica qtrly comparable store sales increased 2 increased 1 constant dollar basis 07/05/2018 lululemon athletica inc lulu.o deutsche bank raises target price 104 96 27/03/2018 lululemon athletica inc lulu.o sees fy 2018 revenue 2.985 bln 3.022 bln 27/03/2018 lululemon athletica inc lulu.o credit suisse raises target price 98 96 11/05/2018 lululemon 5 potential ceo candidates barrons.com cutter company brokerage inc increased stake microsoft corp msft 59.37 based latest 2018q4 regulatory filing sec .
78,they buy,"cutter company brokerage inc bought 3,577 shares company stock rose 1.03 market ."
79,they buy,stock increased 1.15 1.32 last trading session reaching 115.91 .
80,they buy,historical msft news 05/03/2018 stratasys files annual report form 20-f year ended december 31 2017 30/05/2018 mapbox bring al-powered vision sdk microsoft azure iot platform 02/04/2018 delphix honored crn 2018 partner program guide top cloud innovator 16/05/2018 financial post microsoft planning low-cost surface tablet line take ipad 28/03/2018 media-microsoft venture looking iot blockchain investments india economic times 07/04/2018 former chief architect microsoft corp. joins light chief scientist optimistic development light 16/05/2018 hedges company releases annual online auto parts forecast online sales break 10b 2018 02/04/2018 microsoft msft.o says users may unable connect outlook.com service 31/05/2018 source-to-pay pioneer determine inc. teams leading customers drive satisfaction innovation insights annual east region user group 20/04/2018 dgap-news rib microsoft join forces create world no.1 vertical cloud construction real estate industries investors sentiment increased 1.26 2018 q4 .
81,they sell,improved 62 investors sold lulu shares 121 reduced holdings .
82,they buy,whittier trust nevada invested 0 lululemon athletica inc. nasdaq lulu .
83,they buy,florida-based raymond james fincl ser advsr invested 0.02 lululemon athletica inc. nasdaq lulu .
84,they buy,maryland-based sandy spring fincl bank invested 0 lululemon athletica inc. nasdaq lulu .
