,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"29,625,000","28,748,000","26,685,000","26,794,000"
2,Cost of Revenue,"10,758,000","10,432,000","9,391,000","9,365,000"
3,Gross Profit,"18,867,000","18,316,000","17,294,000","17,429,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"7,449,000","6,725,000","6,405,000","6,656,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"18,289,000","17,245,000","15,870,000","16,103,000"
10,Operating Income or Loss,"11,336,000","11,503,000","10,815,000","10,691,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-605,000","-855,000","-797,000","-971,000"
13,Earnings Before Interest and Taxes,"11,336,000","11,503,000","10,815,000","10,691,000"
14,Interest Expense,"-665,000","-1,096,000","-1,069,000","-1,132,000"
15,Income Before Tax,"10,731,000","10,648,000","10,018,000","9,720,000"
16,Income Tax Expense,"2,445,000","4,307,000","2,768,000","2,688,000"
17,Minority Interest,"1,720,000","1,856,000","1,788,000","1,768,000"
18,Net Income From Continuing Ops,"8,286,000","6,341,000","7,250,000","7,032,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"7,911,000","6,035,000","6,967,000","6,873,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"7,895,000","6,021,000","6,948,000","6,849,000"
