,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"13,094,000","10,842,000","9,248,000","8,025,000"
2,Cost of Revenue,"7,077,000","5,701,000","4,529,000","3,807,000"
3,Gross Profit,"6,017,000","5,141,000","4,719,000","4,218,000"
4,Operating Expenses,,,,
5,Research Development,"953,000","834,000","792,000","747,000"
6,Selling General and Administrative,"2,283,000","1,997,000","1,810,000","1,687,000"
7,Non Recurring,-,-,-,-
8,Others,"92,000","92,000","92,000","92,000"
9,Total Operating Expenses,"11,180,000","9,256,000","7,739,000","6,757,000"
10,Operating Income or Loss,"1,914,000","1,586,000","1,509,000","1,268,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"286,000","45,000","-21,000","-7,000"
13,Earnings Before Interest and Taxes,"1,914,000","1,586,000","1,509,000","1,268,000"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"2,200,000","1,631,000","1,488,000","1,261,000"
16,Income Tax Expense,"405,000","230,000","260,000","842,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"1,795,000","1,401,000","1,228,000","419,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"1,795,000","1,401,000","1,228,000","419,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"1,795,000","1,401,000","1,228,000","419,000"
