,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"6,920,948","6,098,037","6,616,632","6,564,721"
2,Cost of Revenue,"5,988,611","5,200,448","5,674,836","5,751,433"
3,Gross Profit,"932,337","897,589","941,796","813,288"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"44,290","41,763","41,990","38,125"
7,Non Recurring,-,-,-,-
8,Others,"142,477","138,867","132,310","131,223"
9,Total Operating Expenses,"6,224,688","5,427,874","5,895,148","5,970,073"
10,Operating Income or Loss,"696,260","670,163","721,484","594,648"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"22,335","16,693","15,205","16,241"
13,Earnings Before Interest and Taxes,"696,260","670,163","721,484","594,648"
14,Interest Expense,-,-,-,-
15,Income Before Tax,"718,595","686,856","736,689","610,889"
16,Income Tax Expense,"228,212","254,323","277,192","231,429"
17,Minority Interest,"2,515","2,575","2,683","3,200"
18,Net Income From Continuing Ops,"490,383","432,533","459,497","379,460"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"489,345","430,807","457,223","376,888"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"489,345","430,807","457,223","376,888"
