,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,-,"11,074,481","10,845,645","11,513,251"
2,Cost of Revenue,"7,164,515","6,775,484","6,442,582","7,443,873"
3,Gross Profit,"3,844,937","4,298,997","4,403,063","4,069,378"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,300","5,900","5,300","7,400"
7,Non Recurring,-,-,-,-
8,Others,"1,331,509","891,340","1,014,170","1,074,998"
9,Total Operating Expenses,"9,868,766","9,062,702","8,809,239","9,867,547"
10,Operating Income or Loss,"1,140,686","2,011,779","2,036,406","1,645,704"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,328,851","-1,057,597","-3,437,283","-2,465,193"
13,Earnings Before Interest and Taxes,"1,140,686","2,011,779","2,036,406","1,645,704"
14,Interest Expense,"-782,543","-721,756","-719,660","-689,924"
15,Income Before Tax,-,"954,182","-1,400,877","-819,489"
16,Income Tax Expense,-,"542,570","-817,259","-642,927"
17,Minority Interest,-,"197,803","203,185","318,185"
18,Net Income From Continuing Ops,-,"411,612","-583,618","-176,562"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,-,"411,612","-583,618","-176,562"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,-,"411,612","-583,618","-176,562"
