,0,1,2,3,4
0,Revenue,9/30/2018,9/30/2017,9/30/2016,9/30/2015
1,Total Revenue,"31,400,000","30,172,000","20,837,000","17,100,000"
2,Cost of Revenue,"22,020,000","20,833,000","15,183,000","12,569,000"
3,Gross Profit,"9,380,000","9,339,000","5,654,000","4,531,000"
4,Operating Expenses,,,,
5,Research Development,"380,000","360,000","158,000","134,000"
6,Selling General and Administrative,"5,369,000","5,591,000","4,046,000","3,048,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"27,769,000","26,784,000","19,387,000","15,751,000"
10,Operating Income or Loss,"3,631,000","3,388,000","1,450,000","1,349,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-730,000","-830,000","-389,000","-418,000"
13,Earnings Before Interest and Taxes,"3,631,000","3,388,000","1,450,000","1,349,000"
14,Interest Expense,"-437,000","-466,000","-293,000","-275,000"
15,Income Before Tax,"2,901,000","2,558,000","1,061,000","931,000"
16,Income Tax Expense,"518,000","705,000","197,000","71,000"
17,Minority Interest,"1,294,000","1,131,000","1,206,000","375,000"
18,Net Income From Continuing Ops,"2,383,000","1,853,000","864,000","860,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"-43,000","-1,600,000","749,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,162,000","1,611,000","-868,000","1,563,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,162,000","1,611,000","-868,000","1,563,000"
