,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"32,679,000","32,340,000","31,480,000","18,968,000"
2,Cost of Revenue,"24,569,000","24,795,000","22,475,000","12,890,000"
3,Gross Profit,"8,110,000","7,545,000","9,005,000","6,078,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,886,000","2,949,000","3,263,000","2,348,000"
7,Non Recurring,-,-,-,-
8,Others,"-41,000","65,000","53,000","43,000"
9,Total Operating Expenses,"27,753,000","28,069,000","25,810,000","15,452,000"
10,Operating Income or Loss,"4,926,000","4,271,000","5,670,000","3,516,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-269,000","-549,000","-720,000","-220,000"
13,Earnings Before Interest and Taxes,"4,926,000","4,271,000","5,670,000","3,516,000"
14,Interest Expense,"-641,000","-607,000","-605,000","-300,000"
15,Income Before Tax,"4,657,000","3,722,000","4,950,000","3,296,000"
16,Income Tax Expense,"695,000","-139,000","815,000","462,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,962,000","3,861,000","4,135,000","2,834,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,962,000","3,861,000","4,135,000","2,834,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,962,000","3,861,000","4,135,000","2,834,000"
