,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"9,587,300","7,409,400","7,162,800","8,895,300"
2,Cost of Revenue,"8,137,900","6,566,600","6,352,800","7,177,400"
3,Gross Profit,"1,449,400","842,800","810,000","1,717,900"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"341,100","301,300","304,200","350,200"
7,Non Recurring,-,-,-,-
8,Others,"57,900","41,300","55,800","51,300"
9,Total Operating Expenses,"8,536,900","6,909,200","6,712,800","7,578,900"
10,Operating Income or Loss,"1,050,400","500,200","450,000","1,316,400"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-503,400","-109,500","-223,000","-215,500"
13,Earnings Before Interest and Taxes,"1,050,400","500,200","450,000","1,316,400"
14,Interest Expense,"-215,800","-171,300","-140,600","-133,600"
15,Income Before Tax,"547,000","390,700","227,000","1,100,900"
16,Income Tax Expense,"77,100","494,900","-74,200","99,100"
17,Minority Interest,"207,400","21,600","37,900","33,200"
18,Net Income From Continuing Ops,"469,900","-104,200","301,200","1,001,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"470,000","-107,200","297,800","1,000,400"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"470,000","-107,200","297,800","1,000,400"
