,assoc,values
0,they buy,ctrip.com international nasdaq ctrp downgraded investment analysts bidaskclub buy rating hold rating note issued investors friday april 26th bidaskclub reports .
1,they sell,zacks investment research upgraded ctrip.com international sell rating buy rating set 45.00 target price stock research report friday march 8th .
2,they buy,nomura increased price objective ctrip.com international 36.00 44.00 gave stock neutral rating research report thursday march 7th .
3,they buy,barclays increased price objective ctrip.com international 38.00 48.00 gave stock overweight rating research report wednesday march 6th .
4,they sell,one investment analyst rated stock sell rating eight given hold rating thirteen issued buy rating company stock .
5,they buy,ctrip.com international presently average rating buy consensus target price 42.36 .
6,they buy,"norges bank bought new position shares ctrip.com international fourth quarter valued 120,953,000 ."
7,they buy,"rwc asset advisors us llc bought new stake shares ctrip.com international fourth quarter worth 62,012,000 ."
8,they buy,"harris associates l p bought new stake shares ctrip.com international fourth quarter worth 41,020,000 ."
9,they buy,"finally janus henderson group plc bought new stake shares ctrip.com international first quarter worth 51,867,000 ."
10,they sell,"keyword ctrip.com international nasdaq ctrp ctrp retail/wholesale downgrade bidaskclubratings:4,19 nasdaq ctrprefreshed1 receive news ratings ctrip.com international daily enter email address receive concise daily summary latest news analysts ratings ctrip.com international related companies marketbeat.com free daily email newsletter ."
11,they buy,concrete pumping bbcp obayashi obycf financial review hightower advisors llc increased stake ctrip com intl ltd ctrp 40.01 based latest 2018q4 regulatory filing sec .
12,they buy,"hightower advisors llc bought 35,580 shares company stock rose 21.24 market ."
13,they buy,stock increased 2.06 0.89 last trading session reaching 44.18 .
14,they buy,1.05b 30/03/2018 ctrip leads travel agency brands brandz 2018 top 100 valuable chinese brands 26/03/2018 ctrip launches responsible travel tourism toronto china southern airlines diamond hill capital management inc increased stake texas instruments inc. txn 8.5 based latest 2018q4 regulatory filing sec .
15,they buy,"diamond hill capital management inc bought 168,943 shares company stock rose 9.30 market ."
16,they buy,stock increased 0.67 0.78 last trading session reaching 117.47 .
