,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"28,216,000","25,638,000","22,859,000","19,960,000"
2,Cost of Revenue,"6,686,000","5,794,000","4,239,000","4,389,000"
3,Gross Profit,"21,530,000","19,844,000","18,620,000","15,571,000"
4,Operating Expenses,,,,
5,Research Development,"4,982,000","4,366,000","4,101,000","3,297,000"
6,Selling General and Administrative,"5,905,000","5,855,000","5,663,000","6,024,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,"750,000"
9,Total Operating Expenses,"17,573,000","16,015,000","14,003,000","14,460,000"
10,Operating Income or Loss,"10,643,000","9,623,000","8,856,000","5,500,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-2,916,000","-1,739,000","-2,211,000","-3,131,000"
13,Earnings Before Interest and Taxes,"10,643,000","9,623,000","8,856,000","5,500,000"
14,Interest Expense,"-1,150,000","-1,047,000","-719,000","-429,000"
15,Income Before Tax,"7,727,000","7,884,000","6,645,000","2,369,000"
16,Income Tax Expense,"2,418,000","1,931,000","1,501,000","595,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"5,309,000","5,953,000","5,144,000","1,774,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,309,000","5,953,000","5,144,000","1,774,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,283,000","5,923,000","5,118,000","1,765,000"
