,assoc,values
0,they buy,fmr llc reduced position accenture plc nyse acn 13.1 2nd quarter according company recent form 13f filing securities exchange commission .
1,they buy,"fund owned 4,594,583 shares information technology services provider stock selling 691,585 shares quarter ."
2,they buy,"fmr llc owned approximately 0.68 accenture worth 751,627,000 end recent quarter ."
3,they buy,institutional investors also recently made changes positions company .
4,they buy,"charles schwab investment advisory inc. acquired new position shares accenture second quarter worth approximately 270,434,000 ."
5,they buy,blackrock inc. boosted position shares accenture 2.0 second quarter .
6,they buy,"blackrock inc. owns 43,175,666 shares information technology services provider stock worth 7,063,106,000 buying additional 826,900 shares period ."
7,they buy,findlay park partners llp boosted position shares accenture 18.3 second quarter .
8,they buy,"findlay park partners llp owns 3,384,829 shares information technology services provider stock worth 553,724,000 buying additional 524,190 shares period ."
9,they buy,janus henderson group plc boosted position shares accenture 13.6 second quarter .
10,they buy,"janus henderson group plc owns 3,887,804 shares information technology services provider stock worth 636,010,000 buying additional 466,745 shares period ."
11,they buy,finally swedbank boosted position shares accenture 103.5 second quarter .
12,they buy,"swedbank owns 677,168 shares information technology services provider stock worth 110,778,000 buying additional 344,481 shares period ."
13,they buy,70.17 stock owned hedge funds institutional investors .
14,they buy,acn stock traded 0.06 mid-day trading friday reaching 174.19 .
15,they buy,"4,733,791 shares stock traded hands compared average volume 1,713,846. accenture plc 52 week low 132.27 52 week high 175.64 ."
16,they buy,stock market capitalization 117.48 billion price-to-earnings ratio 29.47 price-to-earnings-growth ratio 2.34 beta 0.97 .
17,they buy,number research firms weighed acn .
18,they buy,cantor fitzgerald upped target price accenture 180.00 185.00 gave stock overweight rating research report friday june 29th .
19,they sell,zacks investment research upgraded accenture sell rating hold rating research report monday september 17th .
20,they buy,deutsche bank increased price objective accenture 170.00 180.00 gave company buy rating research report thursday .
21,they buy,bmo capital markets increased price objective accenture 170.00 gave company market perform rating research report friday june 29th .
22,they buy,finally citigroup increased price objective accenture 159.00 163.00 gave company neutral rating research report friday june 29th .
23,they sell,two equities research analysts rated stock sell rating nine issued hold rating fifteen given buy rating stock .
24,they buy,stock consensus rating buy consensus target price 163.07 .
25,they sell,news general counsel chad t. jerdee sold 788 shares firm stock transaction occurred monday july 23rd .
26,they sell,"shares sold average price 166.02 total transaction 130,823.76 ."
27,they buy,"following completion sale general counsel owns 9,433 shares company stock valued 1,566,066.66 ."
28,they buy,transaction disclosed document filed sec accessible link .
29,they sell,"also insider richard lumb sold 2,000 shares firm stock transaction occurred monday august 13th ."
30,they sell,"stock sold average price 160.86 total transaction 321,720.00 ."
31,they buy,"following sale insider directly owns 117,807 shares company stock valued approximately 18,950,434.02 ."
32,they buy,disclosure sale found .
33,they sell,"last quarter insiders sold 54,357 shares company stock valued 8,865,112 ."
34,they buy,0.21 stock owned corporate insiders .
35,they buy,accenture accenture plc provides consulting technology outsourcing services worldwide .
36,they buy,communications media technology segment provides professional services help clients accelerate deliver digital transformation enhance business results industry-specific solutions communications media high tech industries well software platforms .
37,they buy,"featured story marijuana stocks investing considerations viewcount type=f id=3948626 keyword accenture nyse acn acn business service g1151c10 sec filings,13f hedge fund holdings institutional investor holdingsratings:3,24 nyse acnrefreshed3 receive news ratings accenture daily enter email address receive concise daily summary latest news analysts ratings accenture related companies marketbeat.com free daily email newsletter ."
38,they buy,"164,518 shares capital senior living co. nyse csu acquired first washington corp piper jaffray companies equities analysts reduce earnings estimates catalent inc ctlt riverhead capital management llc lowered position accenture plc nyse acn 14.0 2nd quarter according company recent form 13f filing securities exchange commission sec ."
39,they buy,"fund owned 92,972 shares information technology services provider stock selling 15,109 shares period ."
40,they buy,accenture comprises 0.6 riverhead capital management llc portfolio making stock 23rd largest position .
41,they buy,"riverhead capital management llc holdings accenture worth 15,209,000 end recent reporting period ."
42,they buy,hedge funds also recently made changes positions company .
43,they buy,"wp advisors llc purchased new stake accenture second quarter worth 106,000 ."
44,they buy,bdo wealth advisors llc increased holdings accenture 105.3 first quarter .
45,they buy,"bdo wealth advisors llc owns 739 shares information technology services provider stock worth 113,000 buying additional 379 shares last quarter ."
46,they buy,"mufg securities emea plc purchased new stake accenture second quarter worth 118,000 ."
47,they buy,"penserra capital management llc purchased new stake accenture first quarter worth 127,000 ."
48,they buy,"finally well done llc purchased new stake accenture first quarter worth 161,000 ."
49,they buy,institutional investors 70.17 company stock .
50,they buy,shares acn stock traded 0.99 trading hours thursday reaching 174.13 .
51,they buy,"stock trading volume 1,692,900 shares compared average volume 2,164,286. accenture plc 12 month low 132.27 12 month high 174.39 ."
52,they buy,firm market capitalization 116.32 billion p/e ratio 29.47 price-to-earnings-growth ratio 2.32 beta 0.97 .
53,they sell,"accenture news insider richard lumb sold 2,000 shares accenture stock transaction occurred monday august 13th ."
54,they sell,"shares sold average price 160.86 total transaction 321,720.00 ."
55,they buy,"following transaction insider directly owns 117,807 shares company stock valued 18,950,434.02 ."
56,they buy,transaction disclosed legal filing securities exchange commission available hyperlink .
57,they sell,"also insider ellyn shook sold 4,375 shares accenture stock transaction occurred monday july 16th ."
58,they sell,"stock sold average price 168.02 total transaction 735,087.50 ."
59,they buy,"following transaction insider directly owns 31,707 shares company valued 5,327,410.14 ."
60,they buy,disclosure sale found .
61,they sell,"insiders sold 54,357 shares company stock valued 8,865,112 last 90 days ."
62,they buy,0.21 stock owned company insiders .
63,they buy,number analysts recently issued reports acn shares .
64,they sell,zacks investment research downgraded shares accenture hold rating sell rating report wednesday september 5th .
65,they buy,stifel nicolaus raised price objective shares accenture 170.00 179.00 gave stock buy rating report thursday june 21st .
66,they buy,credit suisse group raised price objective shares accenture 151.00 160.00 gave stock neutral rating report friday june 29th .
67,they buy,bmo capital markets raised price objective shares accenture 170.00 gave stock market perform rating report friday june 29th .
68,they buy,finally citigroup increased target price shares accenture 163.00 172.00 gave stock neutral rating research report tuesday .
69,they sell,two research analysts rated stock sell rating nine issued hold rating sixteen given buy rating company .
70,they buy,company presently consensus rating buy average price target 162.93 .
71,they buy,accenture profile accenture plc provides consulting technology outsourcing services worldwide .
72,they buy,communications media technology segment provides professional services help clients accelerate deliver digital transformation enhance business results industry-specific solutions communications media high tech industries well software platforms .
73,they buy,"featured article stock ratings recommendations understanding analyst upgrades downgradesviewcount type=f id=3952569 keyword accenture nyse acn acn business service g1151c10 sec filings,13f hedge fund holdings institutional investor holdingsratings:4,25 nyse acnrefreshed3 receive news ratings accenture daily enter email address receive concise daily summary latest news analysts ratings accenture related companies marketbeat.com free daily email newsletter ."
74,they buy,"ishares jp morgan usd emerging markets bond etf nasdaq emb holdings cut mosaic family wealth llc riverhead capital management llc buys 12,672 shares general motors nyse gm point72 hong kong ltd bought new position shares accenture plc nyse acn second quarter according company recent 13f filing securities exchange commission ."
75,they buy,"firm bought 3,052 shares information technology services provider stock valued approximately 499,000 ."
76,they buy,hedge funds institutional investors also recently added reduced stakes company .
77,they buy,"wp advisors llc bought new stake accenture second quarter worth 106,000 ."
78,they buy,"mufg securities emea plc bought new stake shares accenture second quarter worth 118,000 ."
79,they buy,bdo wealth advisors llc lifted position shares accenture 105.3 first quarter .
80,they buy,"bdo wealth advisors llc owns 739 shares information technology services provider stock worth 113,000 purchasing additional 379 shares last quarter ."
81,they buy,"fort l.p. bought new stake shares accenture second quarter worth 124,000 ."
82,they buy,"finally penserra capital management llc bought new stake shares accenture first quarter worth 127,000 ."
83,they buy,institutional investors 70.17 company stock .
84,they sell,"related news insider ellyn shook sold 4,375 shares company stock transaction occurred monday july 16th ."
85,they sell,"stock sold average price 168.02 total value 735,087.50 ."
86,they buy,"following sale insider owns 31,707 shares company valued 5,327,410.14 ."
87,they buy,sale disclosed legal filing sec available link .
88,they sell,"also coo johan deblaere sold 5,000 shares company stock transaction occurred monday july 2nd ."
89,they sell,"shares sold average price 162.36 total value 811,800.00 ."
90,they buy,disclosure sale found .
91,they sell,"last quarter insiders sold 54,357 shares company stock worth 8,865,112 ."
92,they buy,0.21 stock owned insiders .
93,they buy,shares acn stock traded 1.33 trading hours tuesday reaching 172.37 .
94,they buy,"108,708 shares company stock exchanged compared average volume 1,606,931. accenture plc 1 year low 132.27 1 year high 172.51 ."
95,they buy,firm market capitalization 115.80 billion price-to-earnings ratio 28.97 peg ratio 2.31 beta 0.97 .
96,they buy,accenture nyse acn last issued quarterly earnings results thursday june 28th .
97,they buy,information technology services provider reported 1.79 earnings per share quarter topping zacks consensus estimate 1.72 0.07 .
98,they buy,business revenue 10.32 billion quarter compared analyst estimates 10.04 billion .
99,they buy,accenture return equity 42.01 net margin 9.76 .
100,they buy,company revenue 16.3 year-over-year basis .
101,they sell,quarter previous year firm earned 1.52 earnings per share .
102,they sell,equities analysts expect accenture plc post 6.71 earnings per share current year .
103,they buy,accenture profile accenture plc provides consulting technology outsourcing services worldwide .
104,they buy,communications media technology segment provides professional services help clients accelerate deliver digital transformation enhance business results industry-specific solutions communications media high tech industries well software platforms .
105,they buy,"read understanding compound annual growth rate cagr viewcount type=f id=4011005 keyword accenture nyse acn acn business service g1151c10 sec filings,13f hedge fund holdings institutional investor holdingsratings:4,25 nyse acnrefreshed1 receive news ratings accenture daily enter email address receive concise daily summary latest news analysts ratings accenture related companies marketbeat.com free daily email newsletter ."
106,they buy,name required mail published required valeo financial advisors llc grew stake shares accenture plc nyse acn 48.3 second quarter according company recent disclosure securities exchange commission .
107,they buy,"institutional investor owned 1,010 shares information technology services provider stock purchasing additional 329 shares quarter ."
108,they buy,"valeo financial advisors llc holdings accenture worth 162,000 recent filing securities exchange commission ."
109,they buy,hedge funds also recently added reduced stakes company .
110,they buy,"wp advisors llc purchased new position shares accenture second quarter worth approximately 106,000 ."
111,they buy,"mufg securities emea plc purchased new position shares accenture second quarter worth approximately 118,000 ."
112,they buy,bdo wealth advisors llc grew position shares accenture 105.3 first quarter .
113,they buy,"bdo wealth advisors llc owns 739 shares information technology services provider stock worth 113,000 acquiring additional 379 shares last quarter ."
114,they buy,"fort l.p. purchased new position shares accenture second quarter worth approximately 124,000 ."
115,they buy,"finally penserra capital management llc purchased new position shares accenture first quarter worth approximately 127,000 ."
116,they buy,70.17 stock currently owned institutional investors .
117,they buy,nyse acn traded 0.70 trading hours wednesday hitting 173.11 .
118,they buy,"company trading volume 64,448 shares compared average volume 2,170,423. accenture plc fifty-two week low 132.27 fifty-two week high 172.82 ."
119,they buy,firm market capitalization 115.80 billion pe ratio 29.22 p/e/g ratio 2.31 beta 0.97 .
120,they buy,accenture nyse acn last released quarterly earnings results thursday june 28th .
121,they buy,information technology services provider reported 1.79 earnings per share eps quarter topping thomson reuters consensus estimate 1.72 0.07 .
122,they buy,accenture return equity 42.01 net margin 9.76 .
123,they buy,company revenue 10.32 billion quarter compared analysts expectations 10.04 billion .
124,they sell,quarter prior year business posted 1.52 earnings per share .
125,they buy,company revenue quarter 16.3 compared quarter last year .
126,they sell,equities research analysts predict accenture plc post 6.71 earnings per share current year .
127,they buy,number equities analysts recently weighed stock .
128,they buy,bank america reiterated neutral rating issued 79.00 price objective shares accenture research report friday june 29th .
129,they buy,citigroup boosted target price shares accenture 163.00 172.00 gave stock neutral rating research report tuesday .
130,they buy,pivotal research set 180.00 target price shares accenture gave stock buy rating research report friday june 29th .
131,they buy,cantor fitzgerald lifted price target accenture 180.00 185.00 gave stock overweight rating research note friday june 29th .
132,they buy,finally zacks investment research raised accenture hold rating buy rating set 176.00 price target company research note tuesday may 22nd .
133,they sell,two equities research analysts rated stock sell rating nine assigned hold rating sixteen assigned buy rating stock .
134,they buy,stock average rating buy consensus target price 162.50 .
135,they sell,"news ceo pierre nanterme sold 32,376 shares firm stock transaction dated monday july 2nd ."
136,they sell,"stock sold average price 162.39 total transaction 5,257,538.64 ."
137,they buy,transaction disclosed filing securities exchange commission available sec website .
138,they sell,"also insider daniel t. london sold 1,930 shares stock transaction dated monday august 6th ."
139,they sell,"shares sold average price 160.36 total value 309,494.80 ."
140,they buy,disclosure sale found .
141,they sell,"insiders sold 54,357 shares company stock valued 8,865,112 last ninety days ."
142,they buy,company insiders 0.21 company stock .
