,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"111,461,000","89,300,000","70,898,000","85,228,000"
2,Cost of Revenue,"102,810,000","71,054,000","53,362,000","63,913,000"
3,Gross Profit,"8,651,000","18,246,000","17,536,000","21,315,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,677,000","1,695,000","1,638,000","1,670,000"
7,Non Recurring,-,-,-,-
8,Others,"463,000","13,457,000","13,680,000","14,040,000"
9,Total Operating Expenses,"106,306,000","87,524,000","69,848,000","80,701,000"
10,Operating Income or Loss,"5,155,000","1,776,000","1,050,000","4,527,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"2,290,000","1,779,000","1,141,000","1,517,000"
13,Earnings Before Interest and Taxes,"5,155,000","1,776,000","1,050,000","4,527,000"
14,Interest Expense,"-504,000","-438,000","-338,000","-310,000"
15,Income Before Tax,"7,445,000","3,555,000","2,191,000","6,044,000"
16,Income Tax Expense,"1,572,000","-1,693,000","547,000","1,764,000"
17,Minority Interest,"2,500,000","2,343,000","1,335,000","838,000"
18,Net Income From Continuing Ops,"5,873,000","5,248,000","1,644,000","4,280,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"5,595,000","5,106,000","1,555,000","4,227,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"5,589,000","5,100,000","1,549,000","4,221,000"
