,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"10,132,000","8,618,000","7,462,000","6,305,000"
2,Cost of Revenue,"242,000","231,000","237,000","233,000"
3,Gross Profit,"9,890,000","8,387,000","7,225,000","6,072,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,709,000","4,200,000","3,779,000","3,409,000"
7,Non Recurring,-,-,-,-
8,Others,"313,000","268,000","235,000","235,000"
9,Total Operating Expenses,"5,570,000","4,968,000","4,485,000","4,101,000"
10,Operating Income or Loss,"4,562,000","3,650,000","2,977,000","2,204,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,-,-,"16,000","75,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"4,562,000","3,650,000","2,993,000","2,279,000"
16,Income Tax Expense,"1,055,000","1,296,000","1,104,000","832,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"3,507,000","2,354,000","1,889,000","1,447,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,507,000","2,354,000","1,889,000","1,447,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,329,000","2,180,000","1,746,000","1,364,000"
