,0,1,2,3,4
0,Revenue,12/29/2018,12/30/2017,12/31/2016,12/26/2015
1,Total Revenue,"13,201,995","12,461,543","11,571,668","10,629,719"
2,Cost of Revenue,"9,606,911","9,062,440","8,345,195","7,622,765"
3,Gross Profit,"3,595,084","3,399,103","3,226,473","3,006,954"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,701,876","2,534,409","2,409,008","2,238,051"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"12,308,787","11,596,849","10,754,203","9,860,816"
10,Operating Income or Loss,"893,208","864,694","817,465","768,903"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-175,590","-42,895","-43,112","-34,085"
13,Earnings Before Interest and Taxes,"893,208","864,694","817,465","768,903"
14,Interest Expense,"-78,786","-53,654","-31,893","-26,008"
15,Income Before Tax,"717,618","821,799","774,353","734,818"
16,Income Tax Expense,"155,492","362,506","217,958","211,391"
17,Minority Interest,"892,612","845,049","615,374","544,752"
18,Net Income From Continuing Ops,"562,126","459,293","556,395","523,427"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"535,881","406,299","506,778","479,058"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"535,881","406,299","506,778","479,058"
