,assoc,values
0,they buy,"whiddon thomas e director bought 2,250 shares dollar tree inc. nasdaq dltr exchange happened june 18th 2018. stock bought average price 88.78 per share amounting transaction worth 199,755 ."
1,they buy,purchase made public document filed sec .
2,they buy,"additionally director naylor jeffrey g bought 3,000 shares stock transaction took place june 5th 2018. stock bought average price 82.08 per share total exchange amounting 246,230 ."
3,they buy,"transaction director naylor jeffrey g currently holds 9,000 shares company stock worth approximately 847530 ."
4,they buy,stock price latest movement away 1-year high 27.50 higher 1-year low price .
5,they buy,past seven days stock price volatility dollar tree inc. 1.67 whereas volatility past 30 days 1.89 .
6,they buy,public company stock also beta score 0.84. beta value less/more 1 imply stock less/more volatile wider stock market metric traders surely keeping tabs .
7,they buy,dollar tree inc. nasdaq dltr recently published quarterly earnings results thursday 05/31/2018 .
8,they buy,"publicly-traded organization reported revenue 5,553.70 million quarter compared average analyst forecast calling 5,561.46 million missing analyst consensus estimate ."
9,they buy,shares dollar tree inc. dltr surged 0.91 amounting gain 0.85000000000001 per share finish regular trading session 94.17 thursday 08/23/2018 .
10,they buy,beginning session 93.14 shares dollar tree inc. reached high 94.76 day hitting 1-day low 92.5 .
11,they buy,"trade volume reached 3,090,778 shares stock average daily volume 3.14m shares total float 231.13m ."
12,they buy,consequence price increase dollar tree inc. current market value 22.07b .
13,they buy,mannkind corporation nasdaq mnkd added 0.91 trading price close recent session jumping previous closing price 1.10 1.11 .
14,they buy,stock decreased value last 7-day period experienced loss past 30-day period .
15,they buy,past three months stock price lost subtracted price last six months trading .
16,they buy,mnkd demonstrated yearly price loss year-to-date ytd price performance .
17,they buy,stock price changed compared 90-day low moved comparing 90-day high price .
18,they buy,quick look short medium long-term indicators .
19,they sell,according composite indicator trendspotter rated mnkd stock sell .
20,they sell,"short-term mannkind corporation mnkd 20-day average volume 2,400,860 shares short-term indicators sets mnkd stock 60 sell average basis ."
21,they sell,"medium-term mnkd stock 50-day average volume 2,233,266 shares medium-term indicators gave average rating 75 sell long-term period fb stock 100-day average volume 2,278,434 shares ."
22,they sell,average long-term indicators rated stock 100 sell .
23,they sell,overall picture short medium long-term indicators sets mnkd stock 80 sell average basis .
24,they buy,dollar tree nasdaq dltr downgraded investment analysts otr global positive rating report issued wednesday fly reports .
25,they buy,dltr subject several research reports .
26,they buy,bidaskclub raised shares dollar tree hold rating buy rating research report thursday august 2nd .
27,they buy,citigroup started coverage shares dollar tree research report friday july 6th .
28,they buy,issued neutral rating company .
29,they buy,loop capital set 120.00 price objective shares dollar tree gave company buy rating research report friday june 1st .
30,they buy,telsey advisory group lowered price objective shares dollar tree 105.00 100.00 set outperform rating company research report friday june 1st .
31,they buy,finally moffett nathanson downgraded shares dollar tree buy rating neutral rating research report friday may 11th .
32,they buy,eleven analysts rated stock hold rating nineteen assigned buy rating one given strong buy rating company stock .
33,they buy,stock currently consensus rating buy consensus price target 106.29 .
34,they buy,shares nasdaq dltr opened 94.17 wednesday .
35,they buy,company debt-to-equity ratio 0.69 current ratio 2.11 quick ratio 0.41. dollar tree 52-week low 77.57 52-week high 116.65 .
36,they buy,company market capitalization 22.59 billion price-to-earnings ratio 18.70 peg ratio 1.14 beta 0.84 .
37,they buy,dollar tree nasdaq dltr last issued quarterly earnings data thursday may 31st .
38,they buy,company reported 1.19 earnings per share eps quarter missing thomson reuters consensus estimate 1.23 0.04 .
39,they buy,dollar tree net margin 7.44 return equity 18.23 .
40,they buy,firm revenue 5.55 billion quarter compared analyst estimates 5.56 billion .
41,they buy,period last year business earned 0.98 eps .
42,they buy,firm revenue 5.0 compared quarter last year .
43,they buy,analysts anticipate dollar tree post 5.54 eps current fiscal year .
44,they buy,"news director thomas e. whiddon acquired 2,250 shares dollar tree stock transaction occurred monday june 18th ."
45,they buy,"shares purchased average cost 88.78 per share total transaction 199,755.00 ."
46,they buy,"following completion purchase director directly owns 26,121 shares company stock valued approximately 2,319,022.38 ."
