,assoc,values
0,they buy,first trust advisors lp reduced position shares cooper companies inc nyse coo 17.8 2nd quarter according company recent 13f filing securities exchange commission .
1,they buy,"fund owned 48,164 shares medical device company stock selling 10,435 shares period ."
2,they buy,"first trust advisors lp owned approximately 0.10 cooper companies worth 11,340,000 recent filing securities exchange commission ."
3,they buy,number large investors also recently added reduced stakes coo .
4,they buy,blackrock inc. increased stake cooper companies 0.9 1st quarter .
5,they buy,"blackrock inc. owns 3,647,931 shares medical device company stock worth 834,681,000 acquiring additional 31,592 shares period ."
6,they buy,massachusetts financial services co. increased stake shares cooper companies 11.8 2nd quarter .
7,they buy,"massachusetts financial services co. owns 3,054,418 shares medical device company stock valued 719,163,000 purchasing additional 323,559 shares last quarter ."
8,they buy,bessemer group inc. increased stake shares cooper companies 17.8 2nd quarter .
9,they buy,"bessemer group inc. owns 755,727 shares medical device company stock valued 177,935,000 purchasing additional 113,964 shares last quarter ."
10,they buy,westfield capital management co. lp increased stake shares cooper companies 19.9 1st quarter .
11,they buy,"westfield capital management co. lp owns 710,938 shares medical device company stock valued 162,670,000 purchasing additional 117,982 shares last quarter ."
12,they buy,finally frontier capital management co. llc increased stake shares cooper companies 6.6 1st quarter .
13,they buy,"frontier capital management co. llc owns 699,460 shares medical device company stock valued 160,043,000 purchasing additional 43,009 shares last quarter ."
14,they buy,97.03 stock owned institutional investors hedge funds .
15,they buy,number equities research analysts recently weighed coo shares .
16,they buy,zacks investment research upgraded cooper companies hold rating buy rating set 265.00 price objective stock research report tuesday may 22nd .
17,they sell,valuengine upgraded cooper companies sell rating hold rating research report friday june 15th .
18,they buy,oppenheimer set 265.00 target price cooper companies gave stock hold rating report friday june 8th .
19,they buy,thestreet raised cooper companies c+ rating b- rating report friday june 15th .
20,they buy,finally raymond james dropped price objective cooper companies 275.00 270.00 set outperform rating stock research note tuesday june 5th .
21,they buy,eight equities research analysts rated stock hold rating six given buy rating company .
22,they buy,stock average rating hold average target price 267.45 .
23,they buy,shares coo stock traded 3.12 trading wednesday hitting 266.69 .
24,they buy,"company stock trading volume 9,262 shares compared average volume 271,015. firm market cap 12.77 billion pe ratio 27.22 p/e/g ratio 2.05 beta 0.65. company quick ratio 1.67 current ratio 2.76 debt-to-equity ratio 0.77. cooper companies inc 52 week low 216.47 52 week high 265.33 ."
25,they buy,cooper companies nyse coo last released earnings results thursday june 7th .
26,they buy,medical device company reported 2.86 earnings per share eps quarter beating consensus estimate 2.84 0.02 .
27,they buy,cooper companies return equity 17.14 net margin 5.58 .
28,they buy,company revenue 631.30 million quarter compared analyst estimates 627.49 million .
29,they sell,period prior year company posted 2.50 earnings per share .
30,they buy,cooper companies quarterly revenue 20.8 year-over-year basis .
31,they sell,research analysts expect cooper companies inc post 11.81 earnings per share current year .
32,they buy,company also recently disclosed semiannual dividend paid tuesday august 7th .
33,they buy,investors record monday july 23rd paid 0.03 dividend .
34,they buy,ex-dividend date friday july 20th .
35,they buy,represents yield 0.02 .
36,they buy,cooper companies payout ratio 0.62 .
37,they sell,"related news coo daniel g. mcbride sold 2,147 shares stock transaction friday june 29th ."
38,they sell,"stock sold average price 235.13 total value 504,824.11 ."
39,they buy,"following transaction chief operating officer owns 28,395 shares company stock valued 6,676,516.35 ."
40,they buy,transaction disclosed legal filing sec accessed hyperlink .
41,they sell,also director gary s. petersmeyer sold 430 shares stock transaction friday june 22nd .
42,they sell,"shares sold average price 234.33 total value 100,761.90 ."
43,they buy,disclosure sale found .
44,they sell,"last quarter insiders sold 10,077 shares company stock worth 2,390,836 ."
45,they buy,1.60 stock owned company insiders .
46,they buy,cooper companies cooper companies inc operates medical device company worldwide .
47,they buy,operates coopervision coopersurgical business units .
48,they buy,company develops manufactures markets range contact lenses including spherical lenses toric multifocal lenses correct near- farsightedness well addresses various complex visual defects astigmatism presbyopia .
49,they buy,"see also trading strategyviewcount type=f id=3817544 keyword cooper companies nyse coo coo medical,21664840 sec filings,13f hedge fund holdings institutional investor holdingsratings:3,12 nyse coorefreshed1 receive news ratings cooper companies daily enter email address receive concise daily summary latest news analysts ratings cooper companies related companies marketbeat.com free daily email newsletter ."
50,they buy,somewhat positive news coverage somewhat unlikely impact portland general electric por stock price oppenheimer co. inc. 5.16 million holdings ishares u.s. aerospace defense etf ita findlay park partners llp bought new stake cooper companies inc nyse coo second quarter according recent form 13f filing sec .
51,they buy,"institutional investor bought 227,306 shares medical device company stock valued approximately 53,519,000 ."
52,they buy,findlay park partners llp owned 0.46 cooper companies recent sec filing .
53,they buy,several hedge funds institutional investors also recently made changes positions stock .
54,they buy,sumitomo life insurance co. boosted position shares cooper companies 4.2 2nd quarter .
55,they buy,"sumitomo life insurance co. owns 5,143 shares medical device company stock valued 1,211,000 purchasing additional 206 shares period ."
56,they buy,nomura asset management co. ltd. boosted position shares cooper companies 1.3 2nd quarter .
57,they buy,"nomura asset management co. ltd. owns 19,770 shares medical device company stock valued 4,655,000 purchasing additional 262 shares period ."
58,they buy,washington capital management inc. boosted position shares cooper companies 16.2 2nd quarter .
59,they buy,"washington capital management inc. owns 2,150 shares medical device company stock valued 506,000 purchasing additional 300 shares period ."
60,they buy,oppenheimer asset management inc. boosted position shares cooper companies 3.7 1st quarter .
61,they buy,"oppenheimer asset management inc. owns 9,239 shares medical device company stock valued 2,114,000 purchasing additional 333 shares period ."
62,they buy,finally atria investments llc boosted position shares cooper companies 12.4 2nd quarter .
63,they buy,"atria investments llc owns 3,773 shares medical device company stock valued 888,000 purchasing additional 416 shares period ."
64,they buy,97.03 stock owned hedge funds institutional investors .
65,they buy,cooper companies stock opened 263.57 wednesday .
66,they buy,cooper companies inc twelve month low 216.47 twelve month high 265.33 .
67,they buy,company quick ratio 1.67 current ratio 2.76 debt-to-equity ratio 0.77. company market cap 12.77 billion price-to-earnings ratio 27.09 p/e/g ratio 2.05 beta 0.65 .
68,they buy,cooper companies nyse coo last posted quarterly earnings data thursday june 7th .
69,they sell,medical device company reported 2.86 earnings per share quarter topping analysts consensus estimates 2.84 0.02 .
70,they buy,company revenue 631.30 million quarter compared analysts expectations 627.49 million .
71,they buy,cooper companies return equity 17.14 net margin 5.58 .
72,they buy,firm revenue quarter 20.8 year-over-year basis .
73,they buy,period last year firm earned 2.50 eps .
74,they buy,research analysts forecast cooper companies inc post 11.81 eps current year .
75,they buy,firm also recently declared semiannual dividend paid tuesday august 7th .
76,they buy,stockholders record monday july 23rd issued 0.03 dividend .
77,they buy,ex-dividend date friday july 20th .
78,they buy,represents dividend yield 0.02 .
79,they buy,cooper companies dividend payout ratio currently 0.62 .
80,they buy,number analysts recently issued reports coo shares .
81,they buy,zacks investment research cut cooper companies buy rating hold rating research report thursday august 16th .
82,they sell,valuengine raised cooper companies sell rating hold rating research report friday june 15th .
83,they buy,thestreet raised cooper companies c+ rating b- rating research report friday june 15th .
84,they buy,oppenheimer set 265.00 price objective cooper companies gave stock hold rating research report friday june 8th .
85,they buy,finally raymond james decreased price objective cooper companies 275.00 270.00 set outperform rating company research report tuesday june 5th .
86,they buy,eight research analysts rated stock hold rating six given buy rating company stock .
87,they buy,company currently consensus rating hold consensus target price 267.45 .
88,they sell,"news director stanley md zinberg sold 6,500 shares firm stock transaction occurred thursday july 5th ."
89,they sell,"stock sold average price 238.48 total value 1,550,120.00 ."
90,they buy,transaction disclosed legal filing securities exchange commission available link .
91,they sell,"also director allan e. rubenstein sold 1,000 shares firm stock transaction occurred friday june 15th ."
92,they sell,"shares sold average price 235.13 total value 235,130.00 ."
93,they buy,"following completion sale director directly owns 4,568 shares company stock valued 1,074,073.84 ."
94,they buy,disclosure sale found .
95,they sell,"insiders sold total 10,077 shares company stock valued 2,390,836 last three months ."
96,they buy,insiders 1.60 company stock .
97,they buy,cooper companies cooper companies inc operates medical device company worldwide .
98,they buy,operates coopervision coopersurgical business units .
99,they buy,company develops manufactures markets range contact lenses including spherical lenses toric multifocal lenses correct near- farsightedness well addresses various complex visual defects astigmatism presbyopia .
100,they buy,"featured article closed-end mutual fundsviewcount type=f id=3869850 keyword cooper companies nyse coo coo medical,21664840 sec filings,13f hedge fund holdings institutional investor holdingsratings:3,12 nyse coorefreshed2 receive news ratings cooper companies daily enter email address receive concise daily summary latest news analysts ratings cooper companies related companies marketbeat.com free daily email newsletter ."
101,they buy,martin marietta materials inc. nyse mlm holdings increased findlay park partners llp essex financial services inc. takes 1.95 million position invesco p 500 equal weight etf nysearca rsp wall street analysts expect cooper companies inc nyse coo post earnings 3.08 per share current quarter zacks reports .
102,they buy,ten analysts made estimates cooper companies earnings .
103,they buy,highest eps estimate 3.14 lowest 3.03 .
104,they buy,cooper companies reported earnings 2.64 per share quarter last year would indicate positive year-over-year growth rate 16.7 .
105,they buy,firm expected report next earnings results market closes thursday august 30th .
106,they sell,average analysts expect cooper companies report full year earnings 11.81 per share current financial year eps estimates ranging 11.74 11.87 .
107,they sell,next fiscal year analysts forecast business post earnings 12.63 per share eps estimates ranging 12.24 12.94 .
108,they buy,zacks investment research eps averages mean average based survey research firms cover cooper companies .
109,they buy,cooper companies nyse coo last announced quarterly earnings data thursday june 7th .
110,they buy,medical device company reported 2.86 earnings per share eps quarter topping consensus estimate 2.84 0.02 .
111,they buy,business revenue 631.30 million quarter compared consensus estimate 627.49 million .
112,they buy,cooper companies net margin 5.58 return equity 17.14 .
113,they buy,cooper companies quarterly revenue 20.8 year-over-year basis .
114,they sell,quarter last year company posted 2.50 earnings per share .
115,they buy,several research analysts recently commented company .
116,they buy,zacks investment research raised cooper companies hold rating buy rating set 263.00 target price company research report tuesday may 15th .
117,they buy,raymond james reduced target price cooper companies 275.00 270.00 set outperform rating company research report tuesday june 5th .
118,they buy,thestreet raised cooper companies c+ rating b- rating research report friday june 15th .
119,they buy,oppenheimer set 265.00 target price cooper companies gave stock hold rating research report friday june 8th .
120,they sell,finally valuengine cut cooper companies hold rating sell rating research report wednesday june 6th .
121,they buy,eight equities research analysts rated stock hold rating six assigned buy rating stock .
122,they buy,stock average rating hold average target price 267.45 .
123,they buy,coo stock traded 1.16 midday trading friday hitting 262.99 .
124,they buy,"stock trading volume 12,329 shares compared average volume 271,015. stock market cap 12.77 billion p/e ratio 27.09 price-to-earnings-growth ratio 2.05 beta 0.65. cooper companies 52 week low 216.47 52 week high 261.99 ."
125,they buy,company debt-to-equity ratio 0.77 current ratio 2.76 quick ratio 1.67 .
126,they buy,company also recently disclosed semiannual dividend paid tuesday august 7th .
127,they buy,investors record monday july 23rd given 0.03 dividend .
128,they buy,ex-dividend date dividend friday july 20th .
129,they buy,represents yield 0.02 .
130,they buy,cooper companies payout ratio 0.62 .
131,they sell,"related news director stanley md zinberg sold 6,500 shares cooper companies stock transaction dated thursday july 5th ."
132,they sell,"stock sold average price 238.48 total value 1,550,120.00 ."
133,they buy,sale disclosed document filed securities exchange commission available hyperlink .
134,they sell,also director gary s. petersmeyer sold 430 shares cooper companies stock transaction dated friday june 22nd .
135,they sell,"stock sold average price 234.33 total value 100,761.90 ."
136,they buy,disclosure sale found .
137,they sell,"last quarter insiders sold 10,077 shares company stock valued 2,390,836 ."
138,they buy,corporate insiders 1.60 company stock .
139,they buy,hedge funds recently made changes positions stock .
140,they buy,"signaturefd llc acquired new stake cooper companies first quarter worth 144,000 ."
141,they buy,"archford capital strategies llc acquired new stake cooper companies first quarter worth 156,000 ."
142,they buy,"first allied advisory services inc. acquired new stake cooper companies first quarter worth 200,000 ."
143,they buy,"gwm advisors llc acquired new stake cooper companies second quarter worth 200,000 ."
144,they buy,"finally ifm investors pty ltd acquired new stake cooper companies first quarter worth 208,000 ."
145,they buy,hedge funds institutional investors 97.03 company stock .
146,they buy,cooper companies cooper companies inc operates medical device company worldwide .
147,they buy,operates coopervision coopersurgical business units .
148,they buy,company develops manufactures markets range contact lenses including spherical lenses toric multifocal lenses correct near- farsightedness well addresses various complex visual defects astigmatism presbyopia .
149,they buy,"reading diversificationviewcount articlehistoryid=23534410 postdate=2018-8-28 type=c secondary=1 id=458572keyword cooper companies nyse coo coo medical,21664840 ratings consensusratings:3,12 nyse coo get free copy zacks research report cooper companies coo information research offerings zacks investment research visit zacks.com receive news ratings cooper companies daily enter email address receive concise daily summary latest news analysts ratings cooper companies related companies marketbeat.com free daily email newsletter ."
150,they buy,"delta air lines inc. dal shares bought riverhead capital management llc polyswarm 1-day trading volume tops 7,097.00 nct c bidwell associates ltd decreased stake cooper companies inc coo 90.31 based latest 2018q1 regulatory filing sec ."
151,they sell,"c bidwell associates ltd sold 1,445 shares company stock declined 2.19 market ."
152,they buy,"institutional investor held 155 shares health care company end 2018q1 valued 35,000 1,600 end previous reported quarter ."
153,they sell,c bidwell associates ltd investing cooper companies inc number months seems less bullish one 12.91 billion market cap company .
154,they buy,stock increased 0.38 1 last trading session reaching 262.83 .
155,they buy,"26,344 shares traded ."
156,they buy,cooper companies inc. nyse coo risen 4.32 since august 28 2017 uptrending .
157,they buy,underperformed 8.25 p500 .
158,they buy,historical coo news 03/04/2018 cooper sees purchase neutral eps 2018 adding thereafter 26/04/2018 generation investment management llp reports 5.2 pct passive stake cooper companies inc april 16 sec filing 08/03/2018 albert white succeed robert weiss ceo cooper companies 03/05/2018 cooper companies announces release date second quarter 2018 08/03/2018 cooper cos sees fy18 adj eps 11.70-adj eps 11.90 23/05/2018 cooper cos. reports executive management changes 23/04/2018 cooper companies inc andrews succeed albert white 23/05/2018 cooper companies announces executive management changes 03/04/2018 cooper cos. buys lifeglobal group assets 125m 03/04/2018 cooper companies acquires lifeglobal group expanding fertility solutions portfolio since march 12 2018 0 insider buys 7 selling transactions 14.94 million activity .
159,they sell,"wednesday april 11 insider kalkstein michael sold 380,147 ."
160,they sell,"6,500 shares sold zinberg stanley md worth 1.55m ."
161,they sell,"mcbride daniel g also sold 504,820 worth cooper companies inc. nyse coo friday june 29. petersmeyer gary also sold 100,764 worth cooper companies inc. nyse coo friday june 22. weiss robert sold 8.91 million worth stock ."
162,they sell,"235,130 worth cooper companies inc. nyse coo sold rubenstein allan e friday june 15 ."
163,they buy,"c bidwell associates ltd manages 447.15m 109.30m us long portfolio upped stake vanguard msci eafe etf vea 14,396 shares 52,961 shares valued 2.34 million 2018q1 according filing ."
164,they buy,"also increased holding vanguard st tip etf vtip 16,355 shares quarter total 20,522 shares risen stake old dominion freight nasdaq odfl ."
165,they sell,among 16 analysts covering cooper nyse coo 10 buy rating 0 sell 6 hold .
166,they buy,therefore 63 positive .
167,they buy,cooper 64 analyst reports since august 26 2015 according sratingsintel .
168,they buy,rating maintained jefferies buy friday june 3. stock buy rating jefferies thursday march 8. stock cooper companies inc. nyse coo buy rating given tuesday august 22 cleveland .
169,they buy,rating maintained robert w. baird friday december 8 buy .
170,they buy,stephens maintained hold rating 270.0 target friday march 9 report .
171,they buy,stock cooper companies inc. nyse coo buy rating given thursday august 17 jefferies .
