,assoc,values
0,they buy,gwm advisors llc bought new stake kohl co. nyse kss second quarter according recent filing securities exchange commission .
1,they buy,"firm bought 4,746 shares company stock valued approximately 339,000 ."
2,they buy,number large investors also recently added reduced stakes stock .
3,they buy,"nuwave investment management llc increased position kohl 6,537.0 1st quarter ."
4,they buy,"nuwave investment management llc owns 1,792 shares company stock worth 117,000 purchasing additional 1,765 shares period ."
5,they buy,avestar capital llc increased position kohl 987.3 1st quarter .
6,they buy,"avestar capital llc owns 2,218 shares company stock worth 129,000 purchasing additional 2,014 shares period ."
7,they buy,"loomis sayles co. l p acquired new stake kohl 1st quarter valued 182,000 ."
8,they buy,"smithfield trust co. increased holdings kohl 5,170.0 2nd quarter ."
9,they buy,"smithfield trust co. owns 2,635 shares company stock valued 192,000 purchasing additional 2,585 shares last quarter ."
10,they buy,"finally parametrica management ltd acquired new stake shares kohl first quarter valued 203,000 ."
11,they buy,shares nyse kss traded 0.36 trading hours thursday hitting 74.75 .
12,they buy,"stock trading volume 3,435,600 shares compared average volume 3,819,543. kohl co. 1-year low 36.50 1-year high 79.92 ."
13,they buy,firm market capitalization 12.64 billion p/e ratio 17.67 peg ratio 2.10 beta 1.26. company current ratio 1.76 quick ratio 0.44 debt-to-equity ratio 0.72 .
14,they buy,several brokerages recently weighed kss .
15,they buy,susquehanna bancshares restated neutral rating shares kohl research note thursday june 7th .
16,they buy,guggenheim restated buy rating shares kohl research note friday june 8th .
17,they buy,robert w. baird raised target price kohl 73.00 85.00 gave company outperform rating research note friday june 8th .
18,they buy,ubs group assumed coverage shares kohl research report thursday june 21st .
19,they buy,set neutral rating 75.00 price target stock .
20,they buy,finally valuengine raised shares kohl hold rating buy rating research report monday .
21,they sell,three analysts rated stock sell rating twelve given hold rating nine issued buy rating stock .
22,they buy,company presently consensus rating hold average price target 73.32 .
23,they sell,"kohl news insider richard d. schepp sold 15,000 shares kohl stock transaction occurred tuesday june 12th ."
24,they sell,"shares sold average price 78.52 total value 1,177,800.00 ."
25,they buy,"following transaction insider owns 161,050 shares company valued 12,645,646 ."
26,they buy,transaction disclosed document filed sec available link .
27,they sell,"also insider richard d. schepp sold 20,000 shares kohl stock transaction occurred monday june 4th ."
28,they sell,"stock sold average price 68.80 total transaction 1,376,000.00 ."
29,they buy,disclosure sale found .
30,they sell,"insiders sold 42,805 shares company stock worth 3,148,177 last quarter ."
31,they buy,company insiders 1.20 company stock .
32,they buy,kohl profile kohl corporation operates omni-channel retailer united states .
33,they buy,stores website offer apparel footwear accessories beauty home products .
