,0,1,2,3,4
0,Revenue,9/30/2017,9/30/2016,9/30/2015,9/30/2014
1,Total Revenue,"8,187,600","7,503,700","7,824,300","10,439,000"
2,Cost of Revenue,"5,753,400","5,176,600","5,598,200","7,629,900"
3,Gross Profit,"2,434,200","2,327,100","2,226,100","2,809,100"
4,Operating Expenses,,,,
5,Research Development,"57,800","71,600","76,400","139,800"
6,Selling General and Administrative,"715,600","685,000","773,000","1,054,700"
7,Non Recurring,-,-,-,-
8,Others,"-52,500","-41,700","-27,600","-38,600"
9,Total Operating Expenses,"6,474,300","5,891,500","6,420,000","8,785,800"
10,Operating Income or Loss,"1,713,300","1,612,200","1,404,300","1,653,200"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-297,200","-57,600","-138,200","-287,800"
13,Earnings Before Interest and Taxes,"1,713,300","1,612,200","1,404,300","1,653,200"
14,Interest Expense,"-120,600","-115,200","-102,800","-125,100"
15,Income Before Tax,"1,416,100","1,554,600","1,266,100","1,365,400"
16,Income Tax Expense,"260,900","432,600","300,200","369,400"
17,Minority Interest,"99,300","133,800","132,100","442,800"
18,Net Income From Continuing Ops,"1,155,200","1,122,000","965,900","996,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"1,866,000","-468,400","344,600","-2,900"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"3,000,400","631,100","1,277,900","991,700"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"3,000,400","631,100","1,277,900","991,700"
