,assoc,values
0,they sell,institutional investors hedge funds also recently bought sold shares company .
1,they sell,goldman sachs group downgraded chesapeake energy neutral rating sell rating cut target price stock 2.75 2.50 research note friday april 12th .
2,they buy,raymond james set 5.00 target price chesapeake energy gave stock buy rating research note tuesday march 19th .
3,they buy,finally citigroup increased target price chesapeake energy 2.50 3.50 gave stock neutral rating research note wednesday march 6th .
4,they sell,nine research analysts rated stock sell rating eight given hold rating two issued buy rating company .
5,they sell,"chesapeake energy news major shareholder ngp energy capital management sold 5,913,736 shares stock transaction thursday march 21st ."
6,they sell,"stock sold average price 3.29 total transaction 19,456,191.44 ."
7,they sell,zacks investment research lowered chesapeake energy hold rating sell rating research note tuesday january 15th .
8,they sell,goldman sachs group lowered chesapeake energy neutral rating sell rating dropped price objective company 2.75 2.50 research note friday april 12th .
9,they buy,raymond james set 5.00 price objective chesapeake energy gave company buy rating research note tuesday march 19th .
10,they sell,finally ubs group set 2.00 price target chesapeake energy gave stock sell rating research note monday january 14th .
11,they sell,nine analysts rated stock sell rating eight issued hold rating two issued buy rating company .
12,they sell,"chesapeake energy news major shareholder ngp energy capital management sold 568,424 shares firm stock transaction tuesday march 26th ."
13,they sell,"stock sold average price 3.25 total transaction 1,847,378.00 ."
14,they buy,cohen steers infrastructure fund inc. utf holdings cut cwm llc chesapeake energy co. nyse chk suntrust banks increased fy2019 eps estimates shares chesapeake energy report issued monday april 29th .
15,they sell,ubs group set 2.00 price target shares chesapeake energy gave stock sell rating research note monday january 14th .
16,they buy,citigroup increased price target shares chesapeake energy 2.50 3.50 gave stock neutral rating research note wednesday march 6th .
17,they buy,raymond james increased price target shares chesapeake energy 3.50 4.00 gave stock outperform rating research note friday january 11th .
18,they sell,nine research analysts rated stock sell rating eight assigned hold rating two assigned buy rating stock .
19,they buy,financial advocates investment management increased stake shares chesapeake energy 158.3 fourth quarter .
20,they buy,sigma planning corp increased stake shares chesapeake energy 34.5 first quarter .
21,they sell,"chesapeake energy news major shareholder ngp energy capital management sold 568,424 shares firm stock transaction occurred tuesday march 26th ."
22,they sell,"shares sold average price 3.25 total transaction 1,847,378.00 ."
23,they buy,investors sentiment increased 0.97 q4 2018.
24,they sell,increased 82 investors sold aapl shares 860 reduced holdings .
25,they buy,perkins coie tru communication invested 2.03 portfolio apple inc. nasdaq aapl .
26,they buy,maine-based portland glob ltd llc invested 0.95 apple inc. nasdaq aapl .
27,they buy,independent franchise prtn llp invested 5.98 portfolio apple inc. nasdaq aapl .
28,they buy,armstrong henry h assoc incorporated invested 0.51 portfolio apple inc. nasdaq aapl .
29,they buy,"smithfield tru invested 0.86 46,562 shares ."
30,they buy,nwam llc increased holdings chesapeake energy 8.2 fourth quarter .
31,they buy,"magnus financial group llc bought new position shares chesapeake energy fourth quarter valued approximately 141,000 ."
32,they sell,goldman sachs group lowered shares chesapeake energy neutral rating sell rating dropped target price company 2.75 2.50 research report friday april 12th .
33,they buy,finally raymond james set 5.00 target price shares chesapeake energy gave company buy rating research report tuesday march 19th .
34,they sell,nine equities research analysts rated stock sell rating eight given hold rating two issued buy rating stock .
35,they sell,"related news major shareholder ngp energy capital management sold 568,424 shares chesapeake energy stock transaction tuesday march 26th ."
36,they sell,"shares sold average price 3.25 total value 1,847,378.00 ."
37,they sell,"oarsman capital inc sold 161,950 shares company stock rose 5.98 market ."
38,they buy,stock increased 2.93 0.08 last trading session reaching 2.81 .
39,they sell,historical chk news 09/04/2018 enviva partners lp provides update previously reported incident chesapeake terminal 28/03/2018 chesapeake moving 4th rig powder river basin april 09/04/2018 enviva partners substantially costs incident chesapeake terminal expected recoverable 18/05/2018 chesapeake 202m votes compensation resolution 166.4m favor 28/03/2018 chesapeake energy desperate sell assets 07/04/2018 federal register special local regulation chesapeake bay sandy point kent island md 03/05/2018 enviva partners believe substantially costs resulting chesapeake incident recoverable insurance contractual rights 08/03/2018 chesapeake louisiana fields located haynesville shale formation 08/03/2018 tellurian chesapeake energy held talks louisiana fields 28/03/2018 chesapeake says desperate sell assets moon capital management llc increased stake cincinnati finl corp cinf 0.72 based latest 2018q4 regulatory filing sec .
40,they buy,moon capital management llc bought 46 shares company stock rose 5.21 market .
41,they buy,stock increased 0.26 0.25 last trading session reaching 96.2 .
42,they buy,"since february 15 2019 1 buy 0 sales 30,003 activity ."
43,they buy,notable recent chesapeake energy corporation nyse chk news published seekingalpha.com released chesapeake energy painful double-edged sword seeking alpha march 11 2019 also investorplace.com article serious question would anyone buy chesapeake energy stock investorplace.com published april 03 2019 finance.yahoo.com published hedge funds drop ball chesapeake energy corporation chk yahoo finance april 30 2019. interesting news chesapeake energy corporation nyse chk released nasdaq.com article 3 top oil stocks coming boom eagle ford shale nasdaq published april 13 2019 well seekingalpha.com news article titled chesapeake preferred stock declares 1.125 dividend seeking alpha publication date april 22 2019 .
44,they sell,ratio dived 153 funds increased opened new equity positions 145 sold trimmed stakes chesapeake energy corp. funds database reported 532.66 million shares 541.62 million shares 2018q3 .
45,they sell,also number funds holding chesapeake energy corp top ten equity positions decreased 5 1 decrease 4. sold 53 reduced 92 increased 95 new position 58 .
46,they sell,historical chk news 03/04/2018 fitch expects rate chesapeake funding ii llc series 2018-1 presale issued 22/03/2018 usda-oce officials view producer efforts improve quality chesapeake bay 04/04/2018 chesapeake urology expands geographic presence tennessee urology associates partnership 27/03/2018 chesapeake energy corp chk.n bernstein cuts underperform market perform 08/03/2018 tellurian held talks chesapeake energy buy louisiana drilling fields 28/03/2018 chesapeake says desperate sell assets 15/05/2018 saba added chk sn ne 1q 13f 28/03/2018 chesapeake energy chk.n ceo says knows need improve company balance sheet sell assets without getting good value 02/05/2018 chk powder river production target rival eagle ford 19/03/2018 rep. sarbanes sarbanes leads bipartisan effort continue funding programs protect chesapeake bay since january 1 0001 11 insider buys 2 selling transactions 10.92 million activity .
47,they buy,moreover huber capital management llc 1.61 invested company 8.39 million shares .
48,they buy,connecticut-based ellington management group llc invested 0.63 stock .
49,they sell,similarly research note sent april 12th 2019 goldman analysts downgrade shares stock sell set price target 2.50.additionally research note made public january 10th 2019 analysts imperial capital reiterated common shares chk stock in-line combined 12-month price target 3 .
50,they buy,average analysts currently moderate buy recommendation mean rating 4.07. comparison average recommendation month ago moderate buy average rating 4.07. similarly average rating observed 2 months ago moderate buy mean numerical rating 4.07 average rating observed 3 months ago moderate buy mean numerical rating 4.15 .
51,they sell,goldman advised investors research note published april 12th 2019 sell chk stock also putting 2.50 price target .
52,they sell,stock given underperform rating bofa/merrill report released january 4th 2019. capitalone view chk underweight latest report december 20th 2018. jp morgan thinks chk worth underweight rating .
53,they sell,amongst analysts rated stock 3 recommended investors sell 11 believe potential growth thus rating hold 0 advised investors purchase stock .
54,they sell,goldman also rated coty downgrade april 12th 2019 price target 2.50 suggesting coty could surge 3.3 current share price .
55,they sell,analyses consensus rating score stands 3.4. next one year period average individual price target estimates referred covering sell-side analysts 3.07 .
56,they buy,notable recent micron technology inc. nasdaq mu news published nasdaq.com released pre-market active apr 26 2019 f amd sqqq petx chk intc iq xom tal acb mu ts nasdaq april 26 2019 also benzinga.com article cowen projects profit declines micron nasdaq mu 2020 benzinga published april 08 2019 nasdaq.com published buy cheap micron mu stock earnings despite chip price worries nasdaq march 18 2019. interesting news micron technology inc. nasdaq mu released fool.com article time buy micron technology stock motley fool published april 07 2019 well nasdaq.com news article titled buy micron mu stock momentum analyst positivity despite headwinds nasdaq publication date march 29 2019 .
57,they sell,worsened 103 investors sold mu shares 274 reduced holdings .
58,they buy,moreover north star inv mgmt 0 invested micron technology inc. nasdaq mu .
59,they sell,goldman sachs group cut shares chesapeake energy neutral rating sell rating cut price target company 2.75 2.50 research note friday april 12th .
60,they buy,citigroup increased price target shares chesapeake energy 2.50 3.50 gave company neutral rating research note wednesday march 6th .
61,they buy,finally raymond james set 5.00 price target shares chesapeake energy gave company buy rating research note tuesday march 19th .
62,they sell,nine equities research analysts rated stock sell rating eight given hold rating two issued buy rating company .
63,they buy,"sigma planning corp bought new position chesapeake energy fourth quarter worth 25,000 ."
64,they buy,"garrison point advisors llc bought new position chesapeake energy fourth quarter worth 25,000 ."
65,they buy,"bessemer group inc. increased position chesapeake energy 1,081.8 fourth quarter ."
66,they buy,"peak asset management llc bought new position chesapeake energy fourth quarter worth 26,000 ."
67,they buy,finally ftb advisors inc. increased position chesapeake energy 193.4 first quarter .
68,they sell,"news major shareholder ngp energy capital management sold 568,424 shares firm stock transaction dated tuesday march 26th ."
69,they sell,"shares sold average price 3.25 total transaction 1,847,378.00 ."
70,they sell,among 8 analysts covering chesapeake energy nyse chk 3 buy rating 2 sell 3 hold .
71,they buy,rating maintained deutsche bank buy tuesday march 19. firm earned buy rating tuesday march 19 raymond james .
72,they sell,stock chesapeake energy corporation nyse chk sell rating given friday april 12 goldman sachs .
73,they sell,see chesapeake energy corporation nyse chk latest ratings 12/04/2019 broker goldman sachs old rating neutral new rating sell old target 2.75 new target 2.5 downgrade10/04/2019 broker bidaskscore rating buy upgrade19/03/2019 broker deutsche bank rating buy new target 4.5 maintain19/03/2019 broker raymond james rating buy new target 4.5 maintain06/03/2019 broker citigroup old rating neutral new rating neutral old target 2.5 new target 3.5 maintain05/03/2019 broker partners rating hold new target 3 maintain27/02/2019 broker suntrust rating hold new target 3 maintain26/02/2019 broker bidaskscore rating sell downgrade11/01/2019 broker raymond james old rating outperform new rating outperform old target 3.5 new target 4 maintain07/12/2018 broker jp morgan old rating neutral new rating underweight downgrade southeast asset advisors inc decreased schein henry inc hsic stake 19.32 reported 2018q4 sec filing .
74,they sell,"southeast asset advisors inc sold 5,310 shares schein henry inc hsic stock declined 13.57 ."
75,they buy,stock increased 0.57 0.36 last trading session reaching 63.85 .
76,they sell,negative 53 investors sold chesapeake energy corporation shares 92 reduced holdings .
77,they buy,amalgamated commercial bank invested 0.01 chesapeake energy corporation nyse chk .
78,they buy,murphy pohlad asset mngmt invested 0.11 chesapeake energy corporation nyse chk .
79,they buy,"mitsubishi ufj trust invested 30,675 shares 0 stock ."
80,they buy,"11,000 chesapeake energy corporation nyse chk shares value 21,230 bought pigott m. jason ."
81,they sell,"154,080 worth chesapeake energy corporation nyse chk bought patterson frank j.. dunham archie w bought 2.66m worth chesapeake energy corporation nyse chk tuesday december 18. shares 19.47m sold ngp energy capital management l.l.c ."
82,they buy,"186,000 worth chesapeake energy corporation nyse chk bought lawler robert d. thursday december 20. webb james r also bought 176,750 worth chesapeake energy corporation nyse chk thursday november 1 ."
83,they buy,"110,000 shares valued 291,500 bought martin r brad tuesday december 11 ."
