,0,1
0,Market Cap (intraday) 5,17.6B
1,Enterprise Value 3,19.43B
2,Trailing P/E ,51.63
3,Forward P/E 1,25.42
4,PEG Ratio (5 yr expected) 1,16.73
5,Price/Sales (ttm),2.43
6,Price/Book (mrq),1.68
7,Enterprise Value/Revenue 3,2.68
8,Enterprise Value/EBITDA 6,7.10
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,4.70%
1,Operating Margin (ttm),15.87%
,0,1
0,Return on Assets (ttm),3.48%
1,Return on Equity (ttm),2.77%
,0,1
0,Revenue (ttm),7.25B
1,Revenue Per Share (ttm),13.61
2,Quarterly Revenue Growth (yoy),5.80%
3,Gross Profit (ttm),3B
4,EBITDA ,2.74B
5,Net Income Avi to Common (ttm),280M
6,Diluted EPS (ttm),0.64
7,Quarterly Earnings Growth (yoy),N/A
,0,1
0,Total Cash (mrq),3.44B
1,Total Cash Per Share (mrq),6.47
2,Total Debt (mrq),4.26B
3,Total Debt/Equity (mrq),37.01
4,Current Ratio (mrq),2.95
5,Book Value Per Share (mrq),19.70
,0,1
0,Operating Cash Flow (ttm),1.83B
1,Levered Free Cash Flow (ttm),873M
,0,1
0,Beta (3Y Monthly) ,-0.26
1,52-Week Change 3,-16.76%
2,S&P500 52-Week Change 3,8.62%
3,52 Week High 3,41.49
4,52 Week Low 3,29.06
5,50-Day Moving Average 3,34.85
6,200-Day Moving Average 3,33.44
,0,1
0,Avg Vol (3 month) 3,12.82M
1,Avg Vol (10 day) 3,25.8M
2,Shares Outstanding 5,532.67M
3,Float ,530.59M
4,% Held by Insiders 1,0.55%
5,% Held by Institutions 1,90.95%
6,"Shares Short (Mar 29, 2019) 4",46.46M
7,"Short Ratio (Mar 29, 2019) 4",2.99
8,"Short % of Float (Mar 29, 2019) 4",11.79%
9,"Short % of Shares Outstanding (Mar 29, 2019) 4",8.69%
10,"Shares Short (prior month Feb 28, 2019) 4",30.23M
,0,1
0,Forward Annual Dividend Rate 4,0.56
1,Forward Annual Dividend Yield 4,1.57%
2,Trailing Annual Dividend Rate 3,0.56
3,Trailing Annual Dividend Yield 3,1.64%
4,5 Year Average Dividend Yield 4,0.97
5,Payout Ratio 4,105.66%
6,Dividend Date 3,"May 1, 2019"
7,Ex-Dividend Date 4,"Apr 16, 2019"
8,Last Split Factor (new per old) 2,4/5
9,Last Split Date 3,"Apr 22, 1994"
