,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"9,005,000","8,471,000","8,160,000","7,867,000"
2,Cost of Revenue,-,-,-,-
3,Gross Profit,"9,005,000","8,471,000","8,160,000","7,867,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"4,930,000","5,048,000","4,756,000","4,551,000"
7,Non Recurring,-,-,-,-
8,Others,"544,000","476,000","490,000","430,000"
9,Total Operating Expenses,"5,474,000","5,524,000","5,246,000","4,981,000"
10,Operating Income or Loss,"3,531,000","2,969,000","2,914,000","2,886,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-199,000","-155,000","-222,000","-179,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"3,332,000","2,814,000","2,692,000","2,707,000"
16,Income Tax Expense,"548,000","532,000","805,000","764,000"
17,Minority Interest,-,"103,000","103,000","108,000"
18,Net Income From Continuing Ops,"2,784,000","2,282,000","1,887,000","1,943,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,775,000","2,273,000","1,878,000","1,933,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,668,000","2,179,000","1,811,000","1,863,000"
