,0,1,2,3,4
0,Revenue,9/30/2017,9/30/2016,9/30/2015,9/30/2014
1,Total Revenue,"6,822,000","5,259,000","5,244,000","4,979,000"
2,Cost of Revenue,"4,868,000","3,609,000","3,630,000","3,465,000"
3,Gross Profit,"1,954,000","1,650,000","1,614,000","1,514,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"732,000","626,000","606,000","581,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"5,600,000","4,235,000","4,236,000","4,046,000"
10,Operating Income or Loss,"1,222,000","1,024,000","1,008,000","933,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-291,000","-89,000","-46,000","-51,000"
13,Earnings Before Interest and Taxes,"1,222,000","1,024,000","1,008,000","933,000"
14,Interest Expense,"-187,000","-64,000","-61,000","-59,000"
15,Income Before Tax,"931,000","935,000","962,000","882,000"
16,Income Tax Expense,"226,000","208,000","268,000","264,000"
17,Minority Interest,"7,000","6,000","5,000","5,000"
18,Net Income From Continuing Ops,"705,000","727,000","694,000","618,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,"1,000","-8,000","-14,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"705,000","728,000","686,000","604,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"705,000","728,000","686,000","604,000"
