,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"6,839,000","2,982,000","8,889,000","9,446,000"
2,Cost of Revenue,"4,974,000","5,439,000","5,309,000","5,721,000"
3,Gross Profit,"1,865,000","-2,457,000","3,580,000","3,725,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"13,000","47,000","56,000","56,000"
7,Non Recurring,-,-,-,-
8,Others,"2,317,000","1,901,000","1,894,000","2,027,000"
9,Total Operating Expenses,"7,304,000","7,387,000","7,259,000","7,755,000"
10,Operating Income or Loss,"-465,000","-4,405,000","1,630,000","1,691,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-150,000","-300,000","-168,000","-163,000"
13,Earnings Before Interest and Taxes,"-465,000","-4,405,000","1,630,000","1,691,000"
14,Interest Expense,"-150,000","-139,000","-168,000","-163,000"
15,Income Before Tax,"-615,000","-4,705,000","1,462,000","1,528,000"
16,Income Tax Expense,"-237,000","-1,766,000","343,000","369,000"
17,Minority Interest,"65,000","65,000","65,000","65,000"
18,Net Income From Continuing Ops,"-378,000","-2,939,000","1,119,000","1,159,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-378,000","-2,939,000","1,119,000","1,159,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-378,000","-2,939,000","1,119,000","1,159,000"
