,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"856,931","801,641","745,428","687,333"
2,Cost of Revenue,"263,722","245,092","224,371","202,391"
3,Gross Profit,"593,209","556,549","521,057","484,942"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"45,288","41,919","44,691","41,848"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"525,060","480,596","443,858","415,053"
10,Operating Income or Loss,"331,871","321,045","301,570","272,280"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-34,001","-62,162","-83,146","-99,991"
13,Earnings Before Interest and Taxes,"331,871","321,045","301,570","272,280"
14,Interest Expense,"-100,125","-94,994","-92,553","-93,941"
15,Income Before Tax,"297,870","258,883","218,424","172,289"
16,Income Tax Expense,-,-,-,-
17,Minority Interest,"265,965","242,796","255,498","207,208"
18,Net Income From Continuing Ops,"297,870","258,883","218,424","172,289"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"289,914","249,910","210,219","164,535"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"286,514","248,667","208,881","162,991"
