,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"7,674,000","7,318,000","7,240,000","7,227,000"
2,Cost of Revenue,"350,000","315,000","339,000","349,000"
3,Gross Profit,"7,324,000","7,003,000","6,901,000","6,878,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"3,258,000","3,042,000","2,810,000","2,777,000"
7,Non Recurring,-,-,-,-
8,Others,"386,000","335,000","337,000","377,000"
9,Total Operating Expenses,"3,994,000","3,692,000","3,486,000","3,503,000"
10,Operating Income or Loss,"3,680,000","3,626,000","3,754,000","3,724,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-83,000","-89,000","-98,000","-112,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"3,597,000","3,537,000","3,656,000","3,612,000"
16,Income Tax Expense,"855,000","1,438,000","1,263,000","1,315,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"2,742,000","2,099,000","2,393,000","2,297,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,742,000","2,099,000","2,393,000","2,297,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,689,000","2,031,000","2,339,000","2,246,000"
