,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"30,466,000","29,909,000","30,747,000","32,001,000"
2,Cost of Revenue,"9,047,000","7,926,000","8,014,000","7,753,000"
3,Gross Profit,"21,419,000","21,983,000","22,733,000","24,248,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"8,592,000","8,773,000","8,305,000","9,165,000"
7,Non Recurring,-,-,-,-
8,Others,"5,266,000","5,942,000","6,200,000","5,986,000"
9,Total Operating Expenses,"22,905,000","22,641,000","22,519,000","22,904,000"
10,Operating Income or Loss,"7,561,000","7,268,000","8,228,000","9,097,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-147,000","828,000","-290,000","-106,000"
13,Earnings Before Interest and Taxes,-,-,-,-
14,Interest Expense,-,-,-,-
15,Income Before Tax,"7,414,000","8,096,000","7,938,000","8,991,000"
16,Income Tax Expense,"4,678,000","2,688,000","2,775,000","3,106,000"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"2,736,000","5,408,000","5,163,000","5,885,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"2,736,000","5,408,000","5,163,000","5,885,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"2,634,000","5,285,000","5,063,000","5,839,000"
