,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"21,037,000","21,253,000","20,718,000","20,891,000"
2,Cost of Revenue,"17,500,000","17,651,000","17,026,000","17,231,000"
3,Gross Profit,"3,537,000","3,602,000","3,692,000","3,660,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"2,189,000","2,135,000","2,094,000","2,100,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"19,764,000","19,865,000","19,191,000","19,405,000"
10,Operating Income or Loss,"1,273,000","1,388,000","1,527,000","1,486,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-1,402,000","-501,000","-413,000","-455,000"
13,Earnings Before Interest and Taxes,"1,273,000","1,388,000","1,527,000","1,486,000"
14,Interest Expense,"-300,000","-162,000","-161,000","-165,000"
15,Income Before Tax,"-21,000","887,000","1,114,000","1,031,000"
16,Income Tax Expense,"138,000","550,000","186,000","209,000"
17,Minority Interest,"914,000","930,000","955,000","931,000"
18,Net Income From Continuing Ops,"-159,000","337,000","928,000","822,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-183,000","350,000","888,000","783,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-183,000","350,000","888,000","783,000"
