,0,1,2,3,4
0,Revenue,12/31/2018,12/31/2017,12/31/2016,12/31/2015
1,Total Revenue,"7,014,600","6,444,900","5,779,000","5,741,700"
2,Cost of Revenue,"5,369,300","4,961,700","4,498,300","4,524,700"
3,Gross Profit,"1,645,300","1,483,200","1,280,700","1,217,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"536,400","521,200","471,500","451,300"
7,Non Recurring,-,-,-,-
8,Others,"38,700","-10,800","-1,800","-6,400"
9,Total Operating Expenses,"5,944,400","5,473,500","4,967,600","4,969,600"
10,Operating Income or Loss,"1,070,200","971,400","811,400","772,100"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-99,700","-142,800","-122,900","-107,600"
13,Earnings Before Interest and Taxes,"1,070,200","971,400","811,400","772,100"
14,Interest Expense,"-97,200","-95,100","-86,100","-79,800"
15,Income Before Tax,"970,500","828,600","688,500","664,500"
16,Income Tax Expense,"232,500","160,000","238,900","227,700"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"738,000","668,600","449,600","436,800"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"738,000","668,600","449,600","436,800"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"732,300","663,000","445,200","431,600"
