,assoc,values
0,they sell,0.65 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 104.31 gain yet come shareholders .
1,they buy,turn street general positives still outweigh negatives see united rentals inc. uri buy 2 analyst consensus rating .
2,they buy,current time stock 13 buy 6 hold ratings .
3,they sell,adsbygoogle window.adsbygoogle .push rns sidebar skyscraper adsbygoogle window.adsbygoogle .push united rentals inc. nyse uri cfo jessica graziano sold 547 shares business stock transaction dated tuesday march 12th .
4,they sell,"stock sold average price 123.36 total transaction 67,477.92 ."
5,they buy,standpoint research cut shares united rentals buy rating hold rating research note tuesday february 19th .
6,they buy,zacks investment research raised united rentals hold rating buy rating set 143.00 price target company research report wednesday january 30th .
7,they sell,two analysts rated stock sell rating four issued hold rating eight given buy rating company stock .
8,they sell,"brokerages anticipate bj restaurants inc. bjri announce quarterly sales 289.42 million united rentals inc. nyse uri evp paul i. mcdonnell sold 10,500 shares stock transaction occurred wednesday march 13th ."
9,they sell,"stock sold average price 125.59 total value 1,318,695.00 ."
10,they sell,sell-side analysts forecast united rentals inc. post 19.31 eps current year .
11,they buy,zacks investment research cut shares united rentals buy rating hold rating research report friday january 11th .
12,they buy,standpoint research lowered shares united rentals buy rating hold rating research report tuesday february 19th .
13,they sell,two research analysts rated stock sell rating four issued hold rating eight issued buy rating company stock .
14,they buy,"vonage holdings corp. vg director sells 2,340,340.02 stock csat investment advisory l.p. increased holdings shares united rentals inc. nyse uri 160.7 4th quarter according recent disclosure securities exchange commission sec ."
15,they buy,"doyle wealth management bought new position united rentals 4th quarter valued 28,000 ."
16,they buy,"finally clarus wealth advisors bought new position shares united rentals fourth quarter valued 62,000 ."
17,they buy,standpoint research downgraded shares united rentals buy rating hold rating research report tuesday february 19th .
18,they buy,zacks investment research raised united rentals hold rating buy rating set 143.00 target price company research report wednesday january 30th .
19,they sell,two investment analysts rated stock sell rating four issued hold rating eight given buy rating company .
20,they buy,affiliated managers group inc. amg shares bought csat investment advisory l.p .
21,they sell,united rentals inc. nyse uri vp andrew b. limoges sold 146 shares business stock transaction dated tuesday march 12th .
22,they sell,"stock sold average price 123.45 total transaction 18,023.70 ."
23,they sell,number hedge funds recently bought sold shares uri .
24,they buy,csat investment advisory l.p. increased stake united rentals 160.7 fourth quarter .
25,they buy,"rational advisors llc increased stake united rentals 9,100.0 fourth quarter ."
26,they buy,"finally norges bank bought new position shares united rentals fourth quarter worth 76,188,000 ."
27,they buy,zacks investment research cut united rentals buy rating hold rating research note monday april 1st .
28,they buy,finally standpoint research cut united rentals buy rating hold rating research note tuesday february 19th .
29,they sell,two analysts rated stock sell rating four given hold rating eight assigned buy rating stock .
30,they sell,group sell-side analysts predict united rentals inc. post 19.31 eps current fiscal year .
31,they sell,"related news evp paul i. mcdonnell sold 10,500 shares stock transaction wednesday march 13th ."
32,they sell,"stock sold average price 125.59 total value 1,318,695.00 ."
33,they sell,"also ceo michael kneeland sold 30,000 shares stock transaction tuesday february 19th ."
34,they sell,"shares sold average price 132.73 total value 3,981,900.00 ."
35,they sell,"insiders sold total 64,347 shares company stock valued 8,276,837 last quarter ."
36,they sell,"contrasting visualant vsul nanometrics nano united rentals inc. nyse uri evp paul i. mcdonnell sold 10,500 shares united rentals stock transaction occurred wednesday march 13th ."
37,they sell,"stock sold average price 125.59 total transaction 1,318,695.00 ."
38,they sell,sell-side analysts predict united rentals inc. post 19.31 earnings per share current fiscal year .
39,they sell,several institutional investors recently bought sold shares uri .
40,they buy,average analysts currently moderate buy recommendation mean rating 3.92. comparison average recommendation month ago moderate buy average rating 3.92. similarly average rating observed 2 months ago moderate buy mean numerical rating 3.92 average rating observed 3 months ago moderate buy mean numerical rating 3.92 .
41,they buy,analysts barclays assumed coverage ofunited rentals inc. nyse uri equal weight recommendation according opinion released december 14. analysts argus issued upgrade hold tobuy stock research note dated back october 22 .
42,they sell,average consensus rating company 2 scale 5 equates unanimous sell rating .
43,they buy,short mean analyst recommendations calling stock buy .
44,they sell,"moughler craig a. senior vice president sold 2,551 shares valvoline inc. nyse vvv exchange happened january 18th ."
45,they sell,"stock sold average price 21.88 per share amounting transaction worth 55,816 ."
46,they sell,"additionally clo corp. secy daniel julie marie sold 1,106 shares stock transaction took place january 18th ."
47,they sell,"stock sold average price 22.00 per share total exchange amounting 24,332 ."
48,they sell,according composite indicator trendspotter rated uri stock sell .
49,they buy,"short-term united rentals inc. uri 20-day average volume 1,556,450 shares short-term indicators sets uri stock 40 buy average basis ."
50,they sell,"medium-term uri stock 50-day average volume 1,522,570 shares medium-term indicators gave average rating 25 sell long-term period fb stock 100-day average volume 1,708,958 shares ."
51,they buy,average long-term indicators rated stock 67 buy .
52,they buy,overall picture short medium long-term indicators sets uri stock 16 buy average basis .
53,they buy,barclays example resumed rating shares united rentals inc. equal weight according research note friday december 14th 2018. giving stock buy rating stated research report tuesday october 23rd 2018. argus hand upgrade hold buy rating stock research note dated monday october 22nd 2018 .
54,they sell,meantime 8 new institutions bought shares united rentals inc. first time 5 institutions sold holdings company common stock .
55,they buy,30 institutions increased investment uri stock 23 institutions decreased investment united rentals inc. uri stock last quarter .
56,they sell,0.36 rally might tempting investor buy point fact would prove good idea sell-side analysts think almost 112.6 gain yet come shareholders .
57,they buy,turn street general positives still outweigh negatives see united rentals inc. uri buy 2 analyst consensus rating .
58,they buy,current time stock 13 buy 6 hold ratings .
59,they sell,group 0 sell rating 9 buy rating 4 outperform rating 6 provided hold rating shares thanks data thomson reuters i/b/e/s .
60,they buy,stock resumed equal weight barclays garnered news report friday december 14th 2018. additional helpful research note sent standpoint research tuesday october 23rd 2018. brokerage decided initiated uri buy .
61,they buy,calculations show 200 day moving average 135.26 50 day moving average 125.57. currently uri stock trading 200 day moving average may good opportunity buy may continue trend .
