,0,1
0,Market Cap (intraday) 5,10.91B
1,Enterprise Value 3,14.4B
2,Trailing P/E ,28.26
3,Forward P/E 1,59.08
4,PEG Ratio (5 yr expected) 1,10.83
5,Price/Sales (ttm),11.42
6,Price/Book (mrq),2.32
7,Enterprise Value/Revenue 3,15.07
8,Enterprise Value/EBITDA 6,29.68
,0,1
0,Fiscal Year Ends ,"Dec 31, 2018"
1,Most Recent Quarter (mrq),"Dec 31, 2018"
,0,1
0,Profit Margin ,40.16%
1,Operating Margin (ttm),24.20%
,0,1
0,Return on Assets (ttm),1.90%
1,Return on Equity (ttm),8.26%
,0,1
0,Revenue (ttm),955.51M
1,Revenue Per Share (ttm),2.67
2,Quarterly Revenue Growth (yoy),57.90%
3,Gross Profit (ttm),603.26M
4,EBITDA ,485.15M
5,Net Income Avi to Common (ttm),378.15M
6,Diluted EPS (ttm),1.07
7,Quarterly Earnings Growth (yoy),-66.10%
,0,1
0,Total Cash (mrq),17.9M
1,Total Cash Per Share (mrq),0.05
2,Total Debt (mrq),2.66B
3,Total Debt/Equity (mrq),56.50
4,Current Ratio (mrq),3.42
5,Book Value Per Share (mrq),12.98
,0,1
0,Operating Cash Flow (ttm),484.41M
1,Levered Free Cash Flow (ttm),713.88M
,0,1
0,Beta (3Y Monthly) ,0.72
1,52-Week Change 3,14.49%
2,S&P500 52-Week Change 3,8.62%
3,52 Week High 3,31.07
4,52 Week Low 3,24.67
5,50-Day Moving Average 3,30.45
6,200-Day Moving Average 3,28.71
,0,1
0,Avg Vol (3 month) 3,2.09M
1,Avg Vol (10 day) 3,1.93M
2,Shares Outstanding 5,359.24M
3,Float ,358.51M
4,% Held by Insiders 1,0.19%
5,% Held by Institutions 1,96.31%
6,"Shares Short (Mar 29, 2019) 4",6.29M
7,"Short Ratio (Mar 29, 2019) 4",3.67
8,"Short % of Float (Mar 29, 2019) 4",2.41%
9,"Short % of Shares Outstanding (Mar 29, 2019) 4",1.75%
10,"Shares Short (prior month Feb 28, 2019) 4",6.82M
,0,1
0,Forward Annual Dividend Rate 4,0.86
1,Forward Annual Dividend Yield 4,2.81%
2,Trailing Annual Dividend Rate 3,0.83
3,Trailing Annual Dividend Yield 3,2.79%
4,5 Year Average Dividend Yield 4,3.08
5,Payout Ratio 4,76.89%
6,Dividend Date 3,"Feb 28, 2019"
7,Ex-Dividend Date 4,"Feb 13, 2019"
8,Last Split Factor (new per old) 2,1/2
9,Last Split Date 3,"Aug 26, 1997"
