,assoc,values
0,they buy,douglas lane associates llc purchased new position shares csx co. nasdaq csx third quarter according recent form 13f filing securities exchange commission sec .
1,they buy,"fund purchased 3,026 shares transportation company stock valued approximately 224,000 ."
2,they sell,google_ad_client ca-pub-0703139142419429 google_ad_slot 5621244306 google_ad_width 336 google_ad_height 280 c several institutional investors hedge funds also bought sold shares stock .
3,they buy,"morningstar investment services llc acquired new position csx second quarter valued approximately 204,000 ."
4,they buy,"meeder asset management inc. acquired new position csx second quarter valued approximately 376,000 ."
5,they buy,millennium management llc grew holdings csx 13.3 second quarter .
6,they buy,"millennium management llc owns 4,847,225 shares transportation company stock valued 309,156,000 purchasing additional 569,310 shares period ."
7,they buy,hartford financial management inc. grew holdings csx 56.0 second quarter .
8,they buy,"hartford financial management inc. owns 109,736 shares transportation company stock valued 6,999,000 purchasing additional 39,409 shares period ."
9,they buy,finally state alaska department revenue grew holdings csx 12.8 second quarter .
10,they buy,"state alaska department revenue owns 128,747 shares transportation company stock valued 8,209,000 purchasing additional 14,610 shares period ."
11,they buy,74.62 stock owned institutional investors hedge funds .
12,they buy,csx subject number analyst reports .
13,they buy,valuengine upgraded shares csx hold rating buy rating report monday july 2nd .
14,they buy,royal bank canada boosted price objective shares csx 71.00 75.00 gave company outperform rating report wednesday july 18th .
15,they buy,bank america boosted price objective shares csx 77.00 82.00 gave company buy rating report monday october 1st .
16,they sell,morgan stanley boosted price objective shares csx 52.00 55.00 gave company sell rating report tuesday .
17,they buy,finally citigroup boosted price objective shares csx 67.00 75.00 gave company buy rating report monday june 25th .
18,they sell,one investment analyst rated stock sell rating four issued hold rating sixteen given buy rating company .
19,they buy,csx presently consensus rating buy average target price 71.95 .
20,they buy,csx stock opened 68.77 friday .
21,they buy,company market capitalization 63.59 billion pe ratio 29.90 p/e/g ratio 1.54 beta 1.24. csx co. twelve month low 48.26 twelve month high 76.24 .
22,they buy,company quick ratio 1.48 current ratio 1.66 debt-to-equity ratio 0.98 .
23,they buy,csx nasdaq csx last released quarterly earnings results tuesday july 17th .
24,they buy,transportation company reported 1.01 earnings per share quarter beating thomson reuters consensus estimate 0.86 0.15 .
25,they buy,company revenue 3.10 billion quarter compared analysts expectations 3 billion .
26,they buy,csx net margin 53.27 return equity 19.31 .
27,they buy,business quarterly revenue 5.8 compared quarter last year .
28,they sell,quarter prior year company earned 0.64 earnings per share .
29,they buy,group equities research analysts predict csx co. post 3.61 eps current fiscal year .
30,they buy,firm also recently announced quarterly dividend paid friday december 14th .
31,they buy,investors record friday november 30th issued dividend 0.22 per share .
32,they buy,represents 0.88 annualized dividend yield 1.28 .
33,they buy,ex-dividend date thursday november 29th .
34,they buy,csx payout ratio 38.26 .
35,they buy,csx company profile csx corporation together subsidiaries provides rail-based transportation services united states canada .
36,they buy,company offers rail services well transports intermodal containers trailers .
37,they buy,transports agricultural food products fertilizers chemicals automotive metals equipment minerals forest products coal coke iron ore electricity-generating power plants steel manufacturers industrial plants .
38,they buy,see also return investment roi defined explained want see hedge funds holding csx visit holdingschannel.com get latest 13f filings insider trades csx co. nasdaq csx .
39,they buy,google_ad_client ca-pub-0703139142419429 google_ad_slot 1418630638 google_ad_width 336 google_ad_height 280 csx corporation csx report next earnings oct 16 amc .
40,they buy,company reported earnings 1.01/share last quarter estimated eps analysts 0.87/share .
41,they buy,difference expected actual eps 0.14/share represents earnings surprise 16.1 .
42,they buy,many analysts providing estimated earnings analysis csx corporation current quarter 24 analysts projected stock could give average earnings estimate 0.93/share .
43,they buy,analysts also projected low estimate 0.87/share high estimate 1/share .
44,they buy,case revenue estimates 18 analysts provided consensus average revenue estimates csx corporation 3.03 billion .
45,they buy,according analysts low revenue estimate csx corporation 2.95 billion high revenue estimate 3.13 billion .
46,they buy,company year ago sales 2.74 billion .
47,they sell,buy side analysts also providing analysis csx corporation 5 analysts rated stock strong buy 0 analysts given buy signal 4 said hold 0 analysts rated stock sell .
48,they buy,recommendations current month reported yahoo finance .
49,they buy,comes analysis stock price target plays vital role .
50,they buy,analysts reported price target csx corporation might touch 90 high average price target low price target 77.27 55 respectively .
51,they buy,relative volume company 2.09 average volume 3 months 5.47 million .
52,they buy,company p/e price earnings ratio 22.89 forward p/e ratio 16.92 .
53,they buy,company shows return assets roa value 16.9 .
54,they buy,return equity roe value stands 45.7 .
55,they buy,return investment roi value 9.4 .
56,they buy,looking stock performance csx corporation currently shows weekly performance monthly performance quarterly performance 6.27 6 months performance 23.71 yearly performance percentage 29.56 .
57,they buy,year date performance value ytd perf value 25.01 .
58,they buy,stock currently weekly volatility 3.14 monthly volatility 1.90 .
59,they buy,posted amelie mason oct 14th 2018 oppenheimerfunds inc. cut holdings shares csx co. nasdaq csx 19.6 2nd quarter according company recent disclosure securities exchange commission .
60,they buy,"institutional investor owned 14,279 shares transportation company stock selling 3,473 shares period ."
61,they buy,"oppenheimerfunds inc. holdings csx worth 911,000 recent filing securities exchange commission ."
62,they sell,number hedge funds also bought sold shares business .
63,they buy,"morningstar investment services llc bought new position shares csx second quarter valued 204,000 ."
64,they buy,"meeder asset management inc. purchased new position shares csx second quarter valued 376,000 ."
65,they buy,hartford financial management inc. increased position shares csx 56.0 second quarter .
66,they buy,"hartford financial management inc. owns 109,736 shares transportation company stock valued 6,999,000 buying additional 39,409 shares period ."
67,they buy,state alaska department revenue increased position shares csx 12.8 second quarter .
68,they buy,"state alaska department revenue owns 128,747 shares transportation company stock valued 8,209,000 buying additional 14,610 shares period ."
69,they buy,finally connor clark lunn investment management ltd. increased position shares csx 802.5 second quarter .
70,they buy,"connor clark lunn investment management ltd. owns 212,775 shares transportation company stock valued 13,571,000 buying additional 189,200 shares period ."
71,they buy,hedge funds institutional investors 74.62 company stock .
72,they buy,shares csx stock traded 1.43 friday reaching 70.20 .
73,they buy,"stock trading volume 7,721,003 shares compared average volume 5,814,087. company quick ratio 1.48 current ratio 1.66 debt-to-equity ratio 0.98. csx co. 1 year low 48.26 1 year high 76.24 ."
74,they buy,company market cap 63.59 billion p/e ratio 30.52 peg ratio 1.54 beta 1.24 .
75,they buy,csx nasdaq csx last issued quarterly earnings data tuesday july 17th .
76,they buy,transportation company reported 1.01 earnings per share eps quarter topping analysts consensus estimates 0.86 0.15 .
77,they buy,firm revenue 3.10 billion quarter compared consensus estimate 3 billion .
78,they buy,csx net margin 53.27 return equity 19.31 .
79,they buy,company quarterly revenue 5.8 compared quarter last year .
80,they buy,quarter previous year firm earned 0.64 eps .
81,they buy,group equities research analysts forecast csx co. post 3.61 eps current fiscal year .
