,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"4,390,500","3,962,000","3,869,200","3,733,507"
2,Cost of Revenue,"2,226,900","1,997,200","1,920,300","1,836,105"
3,Gross Profit,"2,163,600","1,964,800","1,948,900","1,897,402"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"1,282,800","1,169,500","1,121,500","1,110,776"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"3,509,700","3,166,700","3,041,800","2,946,881"
10,Operating Income or Loss,"880,800","795,300","827,400","786,626"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"-7,700","-5,600","-1,300",808
13,Earnings Before Interest and Taxes,"880,800","795,300","827,400","786,626"
14,Interest Expense,"-9,100","-6,500","-3,100",-915
15,Income Before Tax,"873,100","789,700","826,100","787,434"
16,Income Tax Expense,"294,500","290,300","309,700","293,284"
17,Minority Interest,-,-,-,-
18,Net Income From Continuing Ops,"578,600","499,400","516,400","494,150"
19,Non-recurring Events,,,,
20,Discontinued Operations,-,-,-,-
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"578,600","499,400","516,400","494,150"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"578,600","499,400","516,400","494,150"
