,0,1,2,3,4
0,Revenue,12/31/2017,12/31/2016,12/31/2015,12/31/2014
1,Total Revenue,"145,588,000","149,184,000","135,725,000","155,929,000"
2,Cost of Revenue,"125,424,000","128,516,000","117,583,000","140,828,000"
3,Gross Profit,"20,164,000","20,668,000","18,142,000","15,101,000"
4,Operating Expenses,,,,
5,Research Development,-,-,-,-
6,Selling General and Administrative,"9,461,000","10,054,000","10,288,000","11,758,000"
7,Non Recurring,-,-,-,-
8,Others,-,-,-,-
9,Total Operating Expenses,"134,885,000","138,570,000","127,871,000","152,586,000"
10,Operating Income or Loss,"10,703,000","10,614,000","7,854,000","3,343,000"
11,Income from Continuing Operations,,,,
12,Total Other Income/Expenses Net,"1,160,000","1,394,000","517,000","903,000"
13,Earnings Before Interest and Taxes,"10,703,000","10,614,000","7,854,000","3,343,000"
14,Interest Expense,"-575,000","-563,000","-423,000","-403,000"
15,Income Before Tax,"11,863,000","12,008,000","8,371,000","4,246,000"
16,Income Tax Expense,"11,533,000","2,739,000","-1,219,000","228,000"
17,Minority Interest,"1,199,000","239,000","452,000","567,000"
18,Net Income From Continuing Ops,"330,000","9,269,000","9,590,000","4,018,000"
19,Non-recurring Events,,,,
20,Discontinued Operations,"-4,212,000","-1,000","25,000","25,000"
21,Extraordinary Items,-,-,-,-
22,Effect Of Accounting Changes,-,-,-,-
23,Other Items,-,-,-,-
24,Net Income,,,,
25,Net Income,"-3,864,000","9,427,000","9,687,000","3,949,000"
26,Preferred Stock And Other Adjustments,-,-,-,-
27,Net Income Applicable To Common Shares,"-3,880,000","9,427,000","9,687,000","2,804,000"
