,assoc,values
0,they buy,bidaskclub cut verisk analytics strong-buy rating buy rating research note saturday september 22nd .
1,they buy,zacks investment research raised verisk analytics hold rating buy rating set 125.00 price objective company research note tuesday july 17th .
2,they buy,keefe bruyette woods reaffirmed buy rating set 115.00 price objective shares verisk analytics research note thursday july 19th .
3,they sell,one analyst rated stock sell rating eight given hold rating six issued buy rating one issued strong buy rating company .
4,they buy,name required mail published required bidaskclub upgraded shares verisk analytics nasdaq vrsk buy rating strong-buy rating report released wednesday morning .
5,they buy,zacks investment research raised shares verisk analytics hold rating buy rating set 125.00 price target stock research report tuesday july 17th .
6,they buy,keefe bruyette woods reissued buy rating set 115.00 price target shares verisk analytics research report thursday july 19th .
7,they sell,one equities research analyst rated stock sell rating eight assigned hold rating six issued buy rating one given strong buy rating company stock .
8,they sell,"also insider vincent de p. mccarthy sold 3,090 shares firm stock transaction thursday october 18th ."
9,they sell,"stock sold average price 116.68 total transaction 360,541.20 ."
10,they sell,"last 90 days insiders purchased 945 shares company stock worth 112,226 sold 377,684 shares worth 44,289,589 ."
11,they buy,"featured article benefits owning preferred stockviewcount articlehistoryid=25865380 postdate=2018-10-28 type=a quinary=1 id=1104117 keyword verisk analytics nasdaq vrsk vrsk business service,92345y10 upgrade bidaskclubratings:3,13 nasdaq vrsk receive news ratings verisk analytics daily enter email address receive concise daily summary latest news analysts ratings verisk analytics related companies marketbeat.com free daily email newsletter ."
12,they buy,vertex pharmaceuticals vrtx given buy rating jpmorgan chase co .
13,they sell,"largo resources lgo given c 6.00 price target morgan stanley analysts verisk analytics inc. nasdaq vrsk ceo scott g. stephenson sold 18,807 shares business stock transaction dated monday october 1st ."
14,they sell,"stock sold average price 120.85 total value 2,272,825.95 ."
15,they sell,sell-side analysts forecast verisk analytics inc. post 4.16 eps current year .
16,they buy,bidaskclub raised verisk analytics buy rating strong-buy rating research report wednesday .
17,they buy,zacks investment research cut verisk analytics buy rating hold rating report thursday july 19th .
18,they sell,one analyst rated stock sell rating eight given hold rating six assigned buy rating one issued strong buy rating company .
19,they buy,"unigestion holding sa bought new stake verisk analytics 2nd quarter worth approximately 41,819,000 ."
20,they buy,"triple frond partners llc bought new stake verisk analytics 2nd quarter worth approximately 41,724,000 ."
21,they buy,amgen amgn given buy rating mizuho wideopenwest nyse wow pt raised 12.00 ubs group investors sentiment increased 1.17 q2 2018.
22,they sell,increased 26 investors sold verisk analytics inc. shares 152 reduced holdings .
23,they buy,"middleton invested 77,649 shares 1.43 stock ."
24,they buy,moreover nuveen asset limited co 0 invested verisk analytics inc. nasdaq vrsk .
25,they buy,moreover invesco limited 0.09 invested verisk analytics inc. nasdaq vrsk 2.58m shares .
26,they buy,tru vermont 0 invested verisk analytics inc. nasdaq vrsk 141 shares .
27,they sell,"another trade 18,805 shares valued 2.27 million made stephenson scott g monday september 17. another trade 4,200 shares valued 508,326 sold wright david b. another trade 87,807 shares valued 9.73 million made thompson kenneth e friday july 6 ."
28,they sell,"331 shares valued 37,032 bought shavel lee tuesday july 10. mccarthy vincent de p. sold 3,090 shares worth 346,698 wednesday july 18. mills andrew g also sold 330,000 worth verisk analytics inc. nasdaq vrsk friday july 6 ."
29,they buy,stock increased 1.96 2.22 last trading session reaching 115.61 .
30,they sell,among 3 analysts covering verisk analytics nasdaq vrsk 0 buy rating 0 sell 3 hold .
31,they sell,zacks investment research earnings per share averages average based survey sell-side research firms cover verisk analytics .
32,they buy,bidaskclub lowered shares verisk analytics strong-buy rating buy rating report saturday september 22nd .
33,they buy,finally zacks investment research lowered shares verisk analytics buy rating hold rating report thursday july 19th .
34,they buy,eight research analysts rated stock hold rating seven given buy rating company .
35,they sell,"news director david b. wright sold 4,200 shares firm stock transaction occurred monday september 10th ."
36,they sell,"shares sold average price 121.03 total transaction 508,326.00 ."
37,they sell,"also director andrew g. mills sold 3,000 shares firm stock transaction occurred friday july 6th ."
38,they sell,"stock sold average price 110.00 total transaction 330,000.00 ."
39,they sell,"last 90 days insiders bought 964 shares company stock valued 112,002 sold 600,738 shares valued 68,932,656 ."
40,they buy,"finally connor clark lunn investment management ltd. bought new position verisk analytics 2nd quarter worth approximately 724,000 ."
41,they sell,"nu skin enterprises inc. expected earn q3 2018 earnings 0.96 per share nus insider selling helix tcs inc otcmkts hlix major shareholder sells 9,974 shares stock verisk analytics inc. nasdaq vrsk ceo scott g. stephenson sold 18,807 shares company stock transaction dated monday october 1st ."
42,they sell,"stock sold average price 120.85 total value 2,272,825.95 ."
43,they buy,zacks investment research cut verisk analytics buy rating hold rating research report thursday july 19th .
44,they buy,morgan stanley increased target price verisk analytics 107.00 108.00 gave stock hold rating research report wednesday july 18th .
45,they buy,bidaskclub cut verisk analytics strong-buy rating buy rating research report wednesday august 22nd .
46,they sell,one analyst rated stock sell rating eight issued hold rating six given buy rating one assigned strong buy rating stock .
47,they sell,barings llc raises position ishares p 100 etf oef tim participacoes tsu lifted sell valuengine equities research analysts forecast verisk analytics inc. nasdaq vrsk report 599.87 million sales current fiscal quarter according zacks investment research .
48,they sell,zacks investment research sales averages average based survey sell-side research firms follow verisk analytics .
49,they buy,"stock bought average price 119.82 per share total value 37,383.84 ."
50,they sell,"also director andrew g. mills sold 3,000 shares business stock transaction occurred wednesday september 19th ."
51,they sell,"shares sold average price 121.97 total transaction 365,910.00 ."
52,they sell,"last quarter insiders bought 945 shares company stock valued 112,226 sold 378,988 shares valued 44,407,655 ."
53,they sell,"william blair analysts lower earnings estimates brown brown inc. bro clipper coin crypto cccx market cap hits 2.46 million verisk analytics inc. nasdaq vrsk insider vincent de p. mccarthy sold 3,090 shares firm stock transaction thursday october 18th ."
54,they sell,"stock sold average price 116.68 total transaction 360,541.20 ."
55,they buy,bidaskclub upgraded shares verisk analytics buy rating strong-buy rating research note wednesday .
56,they sell,zacks investment research cut verisk analytics hold rating sell rating report tuesday october 16th .
57,they sell,one equities research analyst rated stock sell rating eight assigned hold rating six given buy rating one assigned strong buy rating stock .
58,they buy,mma capital management llc nasdaq mmac cfo david c. bjarnason acquires 500 shares equity residential eqr expected post earnings 0.83 per share verisk analytics inc. nasdaq vrsk cfo lee shavel bought 312 shares company stock transaction dated wednesday october 10th .
59,they sell,number hedge funds institutional investors recently bought sold shares stock .
60,they buy,"ostrum asset management bought new position verisk analytics first quarter worth 100,000 ."
61,they buy,"true private wealth advisors bought new position verisk analytics third quarter worth 110,000 ."
62,they buy,"fort l.p. bought new position verisk analytics second quarter worth 121,000 ."
63,they buy,"finally squar milner financial services llc bought new position shares verisk analytics second quarter valued approximately 146,000 ."
64,they sell,zacks investment research lowered shares verisk analytics hold rating sell rating research note tuesday october 16th .
65,they buy,bidaskclub lowered shares verisk analytics strong-buy rating buy rating research note wednesday august 22nd .
66,they buy,finally keefe bruyette woods reissued buy rating set 115.00 target price shares verisk analytics research note thursday july 19th .
67,they sell,one investment analyst rated stock sell rating eight assigned hold rating six given buy rating one given strong buy rating company stock .
68,they sell,zacks investment research sales calculations average based survey sell-side analysts provide coverage verisk analytics .
69,they sell,"news insider vincent de p. mccarthy sold 3,090 shares company stock transaction dated monday august 20th ."
70,they sell,"shares sold average price 117.43 total transaction 362,858.70 ."
71,they sell,"also director andrew g. mills sold 3,000 shares company stock transaction dated wednesday september 19th ."
72,they sell,"shares sold average price 121.97 total transaction 365,910.00 ."
73,they sell,"last 90 days insiders bought 945 shares company stock worth 112,226 sold 377,684 shares worth 44,289,589 ."
74,they sell,several institutional investors hedge funds recently bought sold shares vrsk .
75,they buy,fmr llc increased holdings verisk analytics 3.8 2nd quarter .
76,they buy,world asset management inc increased holdings verisk analytics 4.9 2nd quarter .
77,they buy,louisiana state employees retirement system increased holdings verisk analytics 5.5 3rd quarter .
78,they buy,janney montgomery scott llc increased holdings verisk analytics 6.9 2nd quarter .
79,they buy,finally dnb asset management increased holdings verisk analytics 3.5 2nd quarter .
80,they sell,"piper jaffray companies upgrades paccar pcar overweight bryn mawr bank bmtc rating lowered sell bidaskclub verisk analytics inc. nasdaq vrsk coo mark v. anquillare sold 53,125 shares business stock transaction dated thursday october 11th ."
81,they sell,"stock sold average price 115.18 total value 6,118,937.50 ."
82,they buy,bidaskclub upgraded verisk analytics buy rating strong-buy rating report wednesday .
83,they buy,zacks investment research cut verisk analytics buy rating hold rating report thursday july 19th .
84,they sell,one analyst rated stock sell rating eight issued hold rating six issued buy rating one assigned strong buy rating company .
85,they sell,"chart industries gtls announces earnings results beats expectations 0.19 eps steven w. streit sells 9,860 shares green dot co. gdot stock verisk analytics inc. nasdaq vrsk insider vincent de p. mccarthy sold 3,090 shares verisk analytics stock transaction dated thursday october 18th ."
86,they sell,"shares sold average price 116.68 total transaction 360,541.20 ."
87,they buy,bidaskclub cut shares verisk analytics strong-buy rating buy rating research note saturday september 22nd .
88,they buy,zacks investment research upgraded shares verisk analytics hold rating buy rating set 125.00 target price company research report tuesday july 17th .
89,they buy,keefe bruyette woods restated buy rating issued 115.00 target price shares verisk analytics research report thursday july 19th .
90,they sell,one equities research analyst rated stock sell rating eight given hold rating six issued buy rating one assigned strong buy rating company .
91,they buy,"enbridge inc enb receives average rating buy brokerages wynnefield partners small cap acquires 15,000 shares musclepharm corp mslp stock first hawaiian bank acquired new position shares verisk analytics inc. nasdaq vrsk third quarter according company recent disclosure securities exchange commission ."
92,they sell,institutional investors also recently bought sold shares company .
93,they buy,bidaskclub cut shares verisk analytics strong-buy rating buy rating report saturday september 22nd .
94,they buy,zacks investment research raised shares verisk analytics hold rating buy rating set 125.00 target price company report tuesday july 17th .
95,they buy,keefe bruyette woods reaffirmed buy rating issued 115.00 target price shares verisk analytics report thursday july 19th .
96,they sell,one research analyst rated stock sell rating eight given hold rating six assigned buy rating one issued strong buy rating company .
97,they sell,"related news ceo scott g. stephenson sold 61,450 shares verisk analytics stock transaction tuesday august 7th ."
98,they sell,"shares sold average price 115.45 total transaction 7,094,402.50 ."
99,they sell,"also ceo scott g. stephenson sold 38,126 shares verisk analytics stock transaction thursday august 2nd ."
100,they sell,"shares sold average price 114.03 total transaction 4,347,507.78 ."
101,they sell,"last quarter insiders acquired 945 shares company stock worth 112,226 sold 377,684 shares worth 44,289,589 ."
102,they buy,"associated banc corp asb shares bought gateway investment advisers llc 3,000 shares continental resources inc. nyse clr purchased deprince race zollo inc ."
103,they buy,lpl financial llc increased stake verisk analytics 27.4 1st quarter .
104,they buy,"cubist systematic strategies llc bought new position shares verisk analytics first quarter worth approximately 610,000 ."
105,they buy,royal bank canada increased position shares verisk analytics 8.6 first quarter .
106,they buy,allianz asset management gmbh increased position shares verisk analytics 6.9 first quarter .
107,they buy,finally suntrust banks inc. increased position shares verisk analytics 12.7 first quarter .
108,they buy,bidaskclub cut shares verisk analytics strong-buy rating buy rating research report saturday september 22nd .
